EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-7-2,33,29,25,26,23,20,78,70,59,1012,1011,1009,21,12,5,35,19,48,0.00,3,,235<br />
2002-7-3,33,29,25,24,22,21,83,68,55,1011,1009,1007,24,20,11,23,16,29,0.00,2,Rain-Thunderstorm,236<br />
2002-7-4,31,27,24,22,18,12,83,59,33,1009,1008,1007,32,25,16,37,23,53,0.00,4,,253<br />
2002-7-5,25,21,17,15,14,13,88,65,50,1017,1013,1009,32,19,11,34,21,40,0.00,6,Rain,315<br />
2002-7-6,28,22,16,15,12,9,88,59,32,1017,1015,1013,24,16,6,27,13,45,0.00,4,,274<br />
2002-7-7,24,20,16,17,14,11,88,70,53,1017,1016,1014,24,9,2,14,6,,0.00,6,,248<br />
2002-7-8,28,24,21,21,18,16,94,72,58,1018,1016,1014,32,23,4,32,19,37,0.00,7,Rain,239<br />
2002-7-9,27,23,19,20,17,10,94,70,50,1014,1011,1010,32,14,4,35,19,39,0.00,5,Rain,276<br />
2002-7-10,20,17,13,10,7,5,72,54,37,1019,1017,1014,32,26,19,26,18,40,0.00,3,,327<br />
2002-7-11,23,17,11,9,7,6,82,55,33,1020,1019,1017,32,27,19,29,18,39,0.00,1,,295<br />
2002-7-12,26,20,14,13,11,7,77,56,39,1019,1016,1013,32,28,24,32,14,39,0.00,3,,234<br />
2002-7-13,28,22,17,18,13,9,88,61,45,1014,1013,1012,32,28,13,35,18,55,0.00,4,Rain-Thunderstorm,248<br />
2002-7-14,29,23,18,18,16,12,94,64,45,1015,1013,1009,32,27,24,26,8,35,0.00,4,,209<br />
2002-7-15,26,22,19,18,13,8,88,58,39,1011,1009,1008,32,28,10,29,16,47,0.00,5,Rain-Thunderstorm,276<br />
2002-7-16,21,18,16,14,11,9,82,63,52,1016,1014,1012,32,31,24,23,14,,0.00,5,,7<br />
2002-7-17,26,20,15,20,16,12,94,78,65,1016,1011,1007,32,17,6,23,11,55,0.00,6,Rain-Thunderstorm,133<br />
2002-7-18,24,21,19,21,15,11,100,70,47,1014,1011,1007,32,23,6,26,11,32,0.00,6,,42<br />
2002-7-19,25,19,14,14,12,11,88,64,44,1013,1012,1010,32,29,24,14,6,,0.00,4,,8<br />
2002-7-20,26,20,15,14,11,9,68,54,36,1017,1016,1013,32,25,24,29,18,39,0.00,1,,348<br />
2002-7-21,29,22,16,17,14,10,77,57,40,1018,1016,1013,32,25,21,26,10,35,0.00,4,,215<br />
2002-7-22,32,27,22,22,20,17,78,63,52,1012,1010,1007,32,22,10,42,23,58,0.00,5,,220<br />
2002-7-23,27,22,18,21,16,8,88,66,43,1022,1013,1008,32,17,6,35,24,50,0.00,6,Rain,296<br />
2002-7-24,23,18,13,9,7,3,77,51,29,1026,1025,1023,32,29,24,24,11,27,0.00,1,,43<br />
2002-7-25,25,19,13,10,8,5,77,50,31,1026,1024,1021,32,26,24,16,6,34,0.00,3,,85<br />
2002-7-26,24,19,15,16,13,11,94,68,50,1021,1018,1014,32,28,10,29,21,35,0.00,7,Rain,153<br />
2002-7-27,25,20,15,19,17,13,94,82,65,1014,1013,1011,32,21,6,16,10,,0.00,6,Rain,156<br />
2002-7-28,26,22,18,23,19,17,94,83,69,1012,1008,1003,24,12,2,34,13,35,0.00,6,Rain-Thunderstorm,151<br />
2002-7-29,30,26,22,22,20,19,83,71,55,1007,1005,1002,32,28,16,29,21,39,0.00,4,,249<br />
2002-7-30,29,26,22,21,19,18,94,72,51,1008,1005,1003,32,19,3,53,19,64,0.00,5,Rain-Thunderstorm,247<br />
2002-7-31,31,26,20,21,19,18,88,68,46,1011,1010,1008,32,27,19,32,16,34,0.00,1,,245<br />
2002-8-1,31,26,22,21,20,18,88,71,46,1013,1012,1011,32,24,16,29,8,,0.00,2,,231<br />
2002-8-2,29,26,22,22,21,19,88,78,62,1015,1012,1011,32,20,3,24,13,35,0.00,6,Rain-Thunderstorm,210<br />
2002-8-3,29,23,18,20,17,12,94,64,37,1022,1020,1015,32,28,24,26,10,32,0.00,1,,275<br />
2002-8-4,27,23,21,19,18,17,78,68,54,1022,1020,1016,32,29,24,24,11,,0.00,6,Rain,235<br />
