PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-3-9,11,8,6,10,8,5,100,95,86,1016,1012,1008,16,13,5,24,18,32,21.08,8,Rain,194<br />
2003-3-10,11,10,8,10,9,7,100,93,86,1018,1017,1015,16,14,5,24,18,32,2.03,8,Rain,218<br />
2003-3-11,10,8,7,9,8,6,100,96,83,1015,1010,1006,16,8,2,32,18,42,22.10,8,Rain,205<br />
2003-3-12,13,10,8,12,9,7,100,95,83,1009,1002,996,16,14,5,27,14,39,24.89,8,Rain,175<br />
2003-3-13,15,12,10,9,8,7,96,77,64,998,996,994,16,16,13,35,24,50,5.59,8,Rain,192<br />
2003-3-14,14,11,8,9,6,3,97,70,47,1003,999,991,16,16,16,35,18,48,1.52,7,Rain,185<br />
2003-3-15,14,10,7,8,6,2,100,75,45,1003,998,989,16,16,14,26,16,37,2.29,7,Rain,195<br />
2003-3-16,11,8,4,6,6,4,97,87,63,1012,1007,1003,16,16,16,21,11,,2.79,5,Rain,184<br />
2003-3-17,12,7,3,5,4,2,97,80,55,1024,1019,1013,16,16,16,23,14,27,0.00,3,,205<br />
2003-3-18,11,7,4,7,4,2,97,82,63,1024,1023,1021,16,15,8,23,13,,3.05,6,Rain,162<br />
2003-3-19,11,8,6,8,6,2,100,86,54,1021,1014,1011,16,15,8,14,10,,6.10,7,Rain,115<br />
2003-3-20,10,8,7,8,6,3,100,89,71,1019,1015,1011,16,16,16,32,13,42,2.54,7,Rain,191<br />
2003-3-21,10,8,6,9,7,4,100,93,77,1016,1012,1007,16,13,5,26,16,35,20.83,8,Rain,175<br />
2003-3-22,11,8,5,8,6,3,97,84,61,1017,1009,1003,16,15,10,32,21,40,13.97,6,Rain,207<br />
2003-3-23,9,7,4,5,3,2,89,83,71,1023,1021,1017,16,16,5,34,18,40,1.02,6,Rain,165<br />
2003-3-24,9,6,2,4,1,-1,100,77,50,1023,1021,1017,16,15,1,16,8,,0.51,6,Fog-Rain,181<br />
2003-3-25,13,9,6,7,6,4,93,82,59,1019,1017,1011,16,16,16,23,11,,1.27,7,Rain,186<br />
2003-3-26,11,8,5,6,4,2,100,80,58,1025,1017,1012,16,16,10,34,21,42,3.05,7,Rain-Thunderstorm,212<br />
2003-3-27,12,9,6,6,4,3,89,75,54,1031,1028,1025,16,16,16,24,16,,0.00,7,,210<br />
2003-3-28,12,9,6,6,4,2,97,77,50,1033,1032,1031,16,16,16,11,5,,0.00,8,,221<br />
2003-3-29,18,12,7,8,6,2,90,66,39,1032,1030,1027,16,16,16,14,6,,0.00,6,,183<br />
2003-3-30,18,13,9,11,9,7,100,79,58,1027,1021,1016,16,15,10,23,11,29,4.57,7,Rain,213<br />
2003-3-31,13,10,8,10,7,4,100,84,57,1016,1013,1008,16,16,16,26,16,40,2.29,6,Rain,217<br />
2003-4-1,9,6,3,4,3,0,100,85,56,1007,1004,1001,16,15,6,27,11,42,4.32,7,Rain,212<br />
2003-4-2,9,6,2,3,2,-1,100,82,50,1005,1003,1002,16,16,13,39,13,47,2.79,6,Rain,192<br />
2003-4-3,8,6,3,4,3,1,100,90,63,1012,1010,1005,16,15,6,34,19,52,6.35,8,Rain-Snow,204<br />
2003-4-4,9,6,3,4,2,-1,100,82,48,1016,1014,1011,16,16,16,16,5,,0.00,6,Rain,327<br />
2003-4-5,7,5,3,5,3,1,100,87,76,1016,1014,1011,16,16,14,26,16,32,4.06,8,Rain,187<br />
2003-4-6,11,7,4,5,4,3,97,83,59,1020,1016,1011,16,16,16,21,14,,0.00,8,Rain,196<br />
2003-4-7,12,9,7,9,7,3,93,85,76,1020,1019,1018,16,15,8,24,14,35,6.10,8,Rain,160<br />
2003-4-8,18,13,7,9,8,6,100,80,46,1017,1014,1011,16,14,8,29,13,42,7.37,8,Rain,200<br />
2003-4-9,13,9,6,6,4,2,97,72,47,1021,1017,1014,16,16,14,29,18,35,0.76,6,Rain,225<br />
2003-4-10,16,11,7,9,6,3,97,77,66,1013,1011,1009,16,16,16,14,6,,0.51,8,Rain,216<br />
2003-4-11,15,11,8,8,7,5,97,78,53,1016,1013,1010,16,16,16,16,6,,1.02,8,Rain,161<br />
2003-4-12,12,10,8,10,8,7,100,91,80,1009,1005,1001,16,14,8,21,11,,1.52,7,Rain,7<br />
2003-4-13,13,10,7,9,8,6,100,92,69,1009,1005,1001,16,13,4,29,16,45,17.78,7,Rain,207<br />
2003-4-14,13,9,6,6,4,1,93,68,45,1012,1011,1010,16,16,16,21,13,29,0.00,6,Rain,221<br />
2003-4-15,13,10,8,6,5,3,89,75,53,1018,1014,1012,16,16,16,21,14,,0.00,7,Rain,221<br />
2003-4-16,14,11,7,7,6,4,93,77,53,1018,1016,1014,16,16,16,16,11,,0.00,7,Rain,208<br />
2003-4-17,12,9,7,7,5,2,96,81,56,1015,1013,1013,16,16,16,27,16,39,0.51,6,Rain,224<br />
2003-4-18,13,9,5,4,3,0,96,73,43,1024,1021,1016,16,16,16,19,13,,0.00,7,,190<br />
2003-4-19,15,10,6,4,3,2,89,65,44,1024,1021,1016,16,16,16,13,8,,0.00,7,Rain,193<br />
2003-4-20,15,11,8,9,7,4,96,73,53,1016,1015,1013,16,16,16,13,6,,0.25,7,Rain,209<br />
2003-4-21,10,9,8,9,8,8,100,94,86,1014,1012,1012,16,14,6,16,10,,5.08,8,Rain,6<br />
2003-4-22,14,10,7,9,7,2,100,88,51,1014,1013,1010,16,11,2,23,6,,0.51,7,Rain,181<br />
2003-4-23,11,8,5,9,7,2,100,91,76,1009,1007,1004,16,15,8,14,8,,5.33,7,Rain,183<br />
2003-4-24,10,7,5,7,5,4,100,89,71,1011,1008,1005,16,16,10,16,10,,4.32,7,Rain,175<br />
2003-4-25,14,9,5,6,4,3,100,75,47,1012,1009,1006,16,16,16,29,10,37,0.00,6,,9<br />
2003-4-26,12,9,7,6,5,3,96,80,57,1016,1012,1007,16,16,16,21,11,,0.25,7,Rain,227<br />
2003-4-27,17,11,6,6,4,3,97,68,41,1017,1015,1012,16,16,16,26,10,,0.00,4,,318<br />
2003-4-28,19,13,8,7,6,3,93,62,36,1012,1009,1007,16,16,16,27,23,35,0.00,5,,12<br />
2003-4-29,14,12,10,9,8,5,96,78,62,1014,1011,1008,16,16,16,23,10,,0.51,7,Rain,220<br />
2003-4-30,17,12,8,9,8,7,96,77,57,1019,1018,1015,16,16,16,19,10,,0.00,6,,225<br />
2003-5-1,19,13,9,9,8,7,96,75,48,1020,1017,1014,16,16,16,13,6,,0.00,5,,318<br />
2003-5-2,16,12,8,9,8,5,100,85,55,1014,1010,1005,16,12,2,14,8,,0.00,7,,227<br />
2003-5-3,11,9,8,8,6,4,87,79,69,1006,1005,1004,16,16,16,24,14,,0.25,7,Rain,205<br />
2003-5-4,12,9,7,9,7,6,96,89,74,1017,1011,1005,16,15,8,27,11,42,6.10,7,Rain,189<br />
2003-5-5,12,9,5,7,4,3,100,77,55,1020,1019,1017,16,16,16,23,11,27,2.29,5,Rain,199<br />
2003-5-6,14,9,6,6,3,-1,97,70,38,1017,1016,1014,16,16,16,16,10,26,0.76,4,Rain,115<br />
2003-5-7,14,8,4,6,4,2,89,73,45,1015,1013,1012,16,16,16,23,13,,0.00,5,,181<br />
2003-5-8,16,10,6,6,5,3,89,74,46,1017,1015,1013,16,16,16,19,5,,0.00,6,,36<br />
2003-5-9,17,11,6,9,7,6,97,77,52,1023,1020,1018,16,16,16,19,6,,0.00,7,,210<br />
2003-5-10,17,12,9,8,8,7,96,80,58,1024,1023,1021,16,16,16,11,6,,0.00,6,,244<br />
2003-5-11,17,12,8,9,8,7,97,80,52,1021,1019,1016,16,15,11,13,6,,0.00,4,,345<br />
2003-5-12,18,13,9,9,8,7,100,83,56,1021,1019,1017,16,16,13,14,6,,0.00,5,,266<br />
2003-5-13,20,14,9,9,7,4,86,66,37,1020,1016,1012,16,16,16,16,10,,0.00,6,,357<br />
2003-5-14,14,11,8,9,7,3,90,76,66,1017,1014,1011,16,16,16,27,18,34,0.00,7,Rain,214<br />
2003-5-15,12,9,6,6,4,3,89,78,57,1021,1017,1016,16,16,13,29,16,37,0.51,6,Rain,203<br />
2003-5-16,13,8,4,5,3,2,100,77,51,1025,1023,1022,16,15,5,29,19,37,8.89,6,Rain-Thunderstorm,206<br />
2003-5-17,13,8,4,5,3,-1,100,80,41,1029,1026,1025,16,16,14,19,11,,2.03,6,Rain,188<br />
2003-5-18,16,9,3,4,3,2,96,68,42,1032,1031,1029,16,16,16,13,10,,0.00,3,,158<br />
2003-5-19,20,13,6,7,3,1,82,55,30,1032,1028,1023,16,16,16,19,8,,0.00,5,,3<br />
2003-5-20,14,11,9,12,9,4,100,85,62,1025,1024,1022,16,15,10,14,8,,1.52,8,Rain,199<br />
2003-5-21,19,14,11,11,11,9,100,84,54,1024,1023,1019,16,15,6,14,8,,0.76,8,Rain,216<br />
2003-5-22,18,14,12,12,11,9,93,78,65,1020,1019,1018,16,16,16,16,6,,0.25,8,Rain,234<br />
2003-5-23,24,18,13,14,13,11,93,74,52,1020,1016,1011,16,16,16,14,5,,0.00,7,,329<br />
2003-5-24,19,16,13,14,13,12,96,83,70,1011,1010,1008,16,16,16,23,10,,0.25,7,Rain,213<br />
2003-5-25,17,13,10,13,9,4,100,80,41,1015,1013,1011,16,15,4,16,10,,2.54,7,Rain,222<br />
2003-5-26,21,13,8,9,8,6,97,71,46,1023,1019,1015,16,16,16,16,6,,0.51,6,Rain,251<br />
2003-5-27,25,18,10,12,11,8,96,65,42,1025,1021,1015,16,16,16,19,8,,0.00,6,,342<br />
2003-5-28,21,17,13,13,11,9,87,67,56,1020,1018,1015,16,16,16,24,14,27,0.00,5,,232<br />
2003-5-29,23,17,11,11,9,7,89,61,41,1020,1016,1011,16,16,16,23,16,,0.00,2,,13<br />
2003-5-30,21,16,12,14,9,7,97,68,45,1017,1013,1010,16,16,13,19,13,,1.27,7,Rain,255<br />
2003-5-31,20,16,11,10,8,7,86,67,44,1022,1019,1018,16,16,16,19,11,,0.00,6,,228<br />
2003-6-1,19,14,12,11,10,6,89,75,56,1024,1023,1022,16,16,16,21,10,,0.00,7,,219<br />
2003-6-2,20,16,12,8,6,4,72,56,36,1027,1025,1023,16,16,16,19,13,,0.00,4,,5<br />
2003-6-3,23,17,11,9,8,6,80,57,38,1023,1022,1020,16,16,16,24,14,27,0.00,0,,16<br />
2003-6-4,27,19,12,11,8,6,75,50,28,1022,1020,1018,16,16,16,24,14,27,0.00,2,,12<br />
2003-6-5,30,23,16,11,9,6,69,42,28,1018,1016,1013,16,16,16,27,16,,0.00,1,,19<br />
2003-6-6,32,25,18,12,9,7,63,35,22,1014,1013,1011,16,16,16,19,11,,0.00,1,,10<br />
2003-6-7,32,24,17,14,12,9,84,51,25,1013,1011,1009,16,16,16,11,5,,0.00,2,,241<br />
2003-6-8,22,17,12,12,12,11,94,77,51,1012,1011,1010,16,16,16,23,14,32,0.00,4,,225<br />
2003-6-9,18,14,12,11,10,9,94,76,63,1013,1012,1011,16,16,16,21,14,35,0.00,7,,219<br />
2003-6-10,16,13,11,12,11,9,100,84,69,1015,1013,1012,16,13,2,21,14,,0.51,8,Rain,217<br />
2003-6-11,20,14,10,12,10,9,100,80,56,1016,1015,1013,16,16,16,16,10,,0.00,5,,219<br />
2003-6-12,17,13,11,12,11,9,97,84,63,1012,1011,1010,16,15,10,27,10,32,0.00,7,Rain,222<br />
2003-6-13,18,14,12,13,11,7,100,83,50,1017,1013,1010,16,13,2,24,11,26,1.52,8,Rain,214<br />
2003-6-14,19,14,11,10,8,7,83,67,48,1022,1020,1018,16,16,16,19,11,,0.00,6,,211<br />
2003-6-15,22,16,11,10,8,4,92,59,36,1024,1023,1021,16,16,16,16,6,,0.00,3,,3<br />
2003-6-16,26,19,12,10,8,7,75,52,31,1023,1020,1016,16,16,16,19,11,,0.00,2,,358<br />
2003-6-17,29,22,15,13,11,8,83,53,32,1016,1014,1011,16,16,16,16,11,,0.00,4,,327<br />
2003-6-18,17,14,13,14,13,10,100,90,77,1015,1014,1013,16,13,3,13,8,,1.52,8,Rain,212<br />
2003-6-19,17,13,10,10,8,7,87,75,58,1014,1012,1010,16,16,16,21,10,,0.00,7,,207<br />
2003-6-20,16,13,10,11,9,7,96,81,60,1012,1011,1011,16,15,8,16,8,,0.51,8,Rain,83<br />
2003-6-21,17,13,9,11,8,6,97,81,52,1015,1014,1012,16,15,10,23,14,29,5.59,6,Rain-Thunderstorm,190<br />
2003-6-22,18,13,9,11,9,8,100,81,54,1016,1016,1015,16,16,16,23,13,,2.03,7,Rain,195<br />
2003-6-23,18,14,10,11,9,7,100,78,50,1020,1017,1016,16,16,16,14,11,,0.00,6,Rain,106<br />
2003-6-24,22,16,10,11,9,7,96,67,39,1024,1022,1020,16,16,16,19,6,,0.00,2,,322<br />
2003-6-25,26,18,11,12,10,8,89,60,36,1026,1025,1024,16,16,16,19,10,,0.00,1,,348<br />
2003-6-26,28,21,14,14,12,4,94,62,23,1026,1024,1021,16,16,16,21,11,,0.00,2,,4<br />
2003-6-27,27,20,14,13,9,-1,93,51,17,1021,1020,1018,16,16,16,19,11,,0.00,1,Fog,359<br />
2003-6-28,31,23,16,12,8,-2,78,42,12,1018,1015,1009,16,16,16,21,11,27,0.00,1,,8<br />
2003-6-29,25,19,15,13,11,3,81,56,29,1011,1007,1005,16,16,16,23,14,35,0.00,5,Rain-Thunderstorm,275<br />
2003-6-30,21,17,14,13,9,0,87,67,36,1018,1016,1011,16,16,10,24,18,35,0.25,6,Rain,223<br />
2003-7-1,21,16,13,8,7,4,74,60,40,1019,1018,1018,16,16,16,21,13,29,0.00,5,,21<br />
2003-7-2,21,16,11,8,6,1,80,54,29,1021,1019,1017,16,16,16,21,11,,0.00,4,,24<br />
2003-7-3,24,17,11,9,7,4,83,55,29,1020,1019,1018,16,16,16,23,10,,0.00,2,,12<br />
2003-7-4,24,18,12,12,9,8,77,60,41,1022,1020,1019,16,16,16,21,13,,0.00,2,,10<br />
2003-7-5,22,17,13,12,12,11,90,72,51,1021,1020,1018,16,16,16,11,8,,0.00,6,,247<br />
2003-7-6,24,18,13,12,11,9,94,71,42,1018,1016,1013,16,16,16,16,10,,0.00,3,,299<br />
2003-7-7,21,16,12,13,11,10,94,75,57,1013,1012,1011,16,16,16,16,10,,0.00,5,,224<br />
2003-7-8,22,17,13,11,10,9,89,67,47,1020,1018,1013,16,16,16,26,16,,0.00,5,,218<br />
2003-7-9,27,19,12,12,9,2,90,55,20,1021,1019,1016,16,16,16,14,6,,0.00,1,,348<br />
2003-7-10,31,23,16,13,11,6,78,52,25,1020,1018,1017,16,16,16,13,8,,0.00,1,,288<br />
2003-7-11,27,20,14,14,13,12,93,70,45,1021,1020,1017,16,16,16,16,10,,0.00,4,,223<br />
2003-7-12,26,20,14,15,13,13,96,74,48,1019,1016,1015,16,16,16,26,10,34,0.00,5,Rain,232<br />
2003-7-13,22,17,14,14,12,11,93,72,59,1022,1021,1019,16,16,16,23,13,,0.51,6,,209<br />
2003-7-14,26,19,14,14,12,10,94,69,40,1023,1021,1017,16,15,3,16,8,,1.02,5,Rain,218<br />
2003-7-15,24,20,16,13,12,11,81,65,48,1017,1016,1014,16,16,16,16,11,,0.00,5,,341<br />
2003-7-16,22,18,14,12,9,6,81,57,38,1022,1019,1016,16,16,16,23,14,,0.00,4,,231<br />
2003-7-17,26,19,13,11,9,6,80,56,34,1023,1022,1020,16,16,16,21,16,32,0.00,0,,16<br />
2003-7-18,29,20,13,11,9,5,80,48,23,1022,1020,1019,16,16,16,19,11,,0.00,1,,357<br />
2003-7-19,31,22,14,12,9,6,78,48,23,1021,1019,1017,16,16,13,14,6,,0.00,1,,234<br />
2003-7-20,28,23,19,17,14,8,83,62,44,1023,1021,1020,16,16,16,19,13,,0.00,5,,249<br />
2003-7-21,30,23,17,16,14,11,90,61,32,1020,1019,1016,16,16,16,24,16,,0.00,0,,7<br />
2003-7-22,29,23,17,15,13,12,72,57,38,1019,1017,1015,16,16,16,23,14,,0.00,1,,2<br />
2003-7-23,26,19,13,13,12,11,90,67,43,1020,1018,1016,16,16,11,19,8,,0.00,1,,269<br />
2003-7-24,24,18,13,13,11,8,84,63,44,1018,1016,1014,16,16,11,23,14,,0.00,3,,352<br />
2003-7-25,25,18,12,13,12,11,100,78,47,1016,1015,1014,16,13,2,14,6,,0.00,4,,233<br />
2003-7-26,25,19,12,13,12,11,94,71,43,1022,1020,1017,16,16,16,14,11,,0.00,2,,234<br />
2003-7-27,28,21,14,14,13,12,90,64,39,1024,1022,1019,16,16,16,23,11,,0.00,0,,5<br />
2003-7-28,32,23,15,15,13,8,93,57,25,1020,1018,1016,16,16,16,21,11,,0.00,0,,356<br />
2003-7-29,34,26,18,17,15,11,78,53,34,1018,1016,1014,16,16,16,19,8,,0.00,0,,350<br />
2003-7-30,33,26,18,17,16,14,81,57,35,1015,1014,1012,16,16,16,14,5,,0.00,1,,296<br />
2003-7-31,26,19,13,16,14,13,100,81,56,1018,1017,1015,16,16,16,14,11,,0.00,2,,227<br />
2003-8-1,23,17,12,14,12,11,100,79,55,1021,1019,1017,16,16,14,21,8,,0.00,4,,229<br />
2003-8-2,24,19,14,14,13,11,84,69,53,1018,1016,1014,16,16,16,19,11,,0.00,6,,353<br />
2003-8-3,21,16,12,14,13,11,100,84,63,1018,1017,1016,16,16,16,19,11,,0.00,6,,215<br />
2003-8-4,26,18,12,12,12,11,96,71,43,1019,1017,1014,16,16,16,11,8,,0.00,4,,249<br />
2003-8-5,23,18,14,16,14,13,100,85,61,1016,1015,1014,16,16,10,19,10,,1.27,5,Rain-Thunderstorm,244<br />
2003-8-6,24,18,13,14,13,10,100,78,55,1016,1016,1014,16,16,14,13,10,,0.00,5,,228<br />
2003-8-7,26,19,13,16,13,11,90,71,52,1018,1016,1015,16,16,16,14,5,,0.00,3,,295<br />
2003-8-8,23,19,16,17,15,13,90,79,68,1017,1016,1015,16,16,16,14,8,,0.00,6,,205<br />
2003-8-9,23,18,14,17,16,14,100,91,71,1018,1017,1016,16,13,5,11,6,,3.56,6,Rain,266<br />
2003-8-10,23,18,14,17,15,13,100,89,68,1021,1020,1018,16,14,6,13,3,,2.54,6,Rain-Thunderstorm,170<br />
2003-8-11,24,18,14,17,15,14,100,86,66,1021,1020,1019,16,16,16,21,6,,0.00,5,,216<br />
2003-8-12,24,18,13,16,14,13,100,83,61,1020,1019,1018,16,16,16,16,6,,0.00,2,,321<br />
2003-8-13,26,19,12,19,15,12,100,78,66,1021,1020,1018,16,16,16,19,10,,0.00,0,,360<br />
2003-8-14,28,20,12,22,17,12,100,79,69,1021,1018,1014,16,16,16,23,13,29,0.00,1,,9<br />
2003-8-15,23,19,15,19,16,14,100,84,75,1020,1018,1015,16,16,14,27,13,42,0.00,6,Rain,234<br />
