PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-3-11,-16,-22,-28,-20,-28,-34,72,57,39,1011,1008,1007,32,23,6,16,3,,0.00,5,Snow,324<br />
2002-3-12,-13,-20,-27,-25,-28,-32,65,53,34,1017,1011,1008,32,32,32,13,6,,0.00,3,,320<br />
2002-3-13,-13,-21,-29,-25,-30,-35,64,50,34,1026,1022,1018,,,,13,3,,0.00,3,,345<br />
2002-3-14,-11,-20,-29,-25,-29,-35,63,48,32,1036,1032,1027,,,,19,5,,0.00,0,,334<br />
2002-3-15,-8,-19,-29,-23,-28,-35,63,47,30,1040,1038,1036,,,,19,6,,0.00,0,,314<br />
2002-3-16,-6,-18,-29,-22,-28,-35,64,47,26,1040,1037,1035,,,,14,2,,0.00,0,,321<br />
2002-3-17,-5,-17,-29,-21,-28,-35,59,45,24,1035,1032,1029,,,,19,5,,0.00,0,,192<br />
2002-3-18,-8,-17,-26,-23,-27,-32,64,41,27,1040,1035,1031,,,,19,6,,0.00,0,,263<br />
2002-3-19,-4,-16,-28,-23,-28,-34,58,41,20,1043,1041,1039,,,,11,3,,0.00,3,,328<br />
2002-3-20,-1,-7,-13,-19,-22,-25,37,30,24,1045,1043,1041,,,,29,19,,0.00,1,,179<br />
2002-3-21,3,-8,-18,-15,-20,-26,51,36,22,1042,1034,1025,,,,21,11,,0.00,0,,153<br />
2002-3-22,-1,-8,-15,-13,-17,-21,67,50,34,1025,1020,1016,,,,10,3,,0.00,5,,349<br />
2002-3-23,1,-2,-6,-9,-11,-13,68,53,41,1016,1015,1014,,,,13,8,,0.00,7,,341<br />
2002-3-24,3,-4,-12,-7,-11,-15,79,63,44,1018,1016,1014,,,,26,5,,0.00,2,,170<br />
2002-3-25,2,-2,-5,-6,-9,-10,68,60,48,1014,1006,996,,,,34,23,,0.00,7,,159<br />
2002-3-26,5,-1,-6,-5,-7,-15,80,60,39,996,994,993,,,,27,13,37,0.00,5,,197<br />
2002-3-27,3,0,-3,-6,-8,-11,74,59,41,1002,997,995,,,,27,10,,0.00,7,,218<br />
2002-3-28,1,-3,-7,-5,-9,-13,100,67,41,1015,1011,1002,32,10,2,19,6,,0.00,6,Snow,267<br />
2002-3-29,-1,-7,-12,-6,-10,-14,100,78,55,1020,1017,1015,32,17,1,19,6,,0.00,5,Fog-Snow,328<br />
2002-3-30,-6,-9,-12,-9,-14,-19,93,70,49,1023,1022,1020,32,24,13,24,14,,0.00,7,Snow,338<br />
2002-3-31,-9,-13,-18,-23,-25,-26,51,38,27,1042,1033,1024,,,,29,19,,0.00,4,,341<br />
2002-4-1,-5,-16,-26,-18,-24,-31,70,47,30,1044,1041,1037,,,,21,5,,0.00,1,,198<br />
2002-4-2,-4,-13,-23,-20,-23,-28,71,45,26,1039,1037,1034,,,,19,5,,0.00,0,,345<br />
2002-4-3,-7,-12,-17,-13,-20,-25,79,51,30,1037,1036,1035,24,11,3,27,6,,0.00,5,Snow,346<br />
2002-4-4,-7,-14,-21,-22,-24,-27,65,45,28,1039,1037,1035,,,,23,11,,0.00,0,,323<br />
2002-4-5,-4,-14,-24,-20,-24,-29,64,44,26,1036,1030,1023,,,,19,6,,0.00,0,,321<br />
2002-4-6,-3,-12,-21,-12,-19,-26,68,50,26,1023,1020,1018,,,,27,10,,0.00,4,,334<br />
2002-4-7,-4,-9,-14,-14,-18,-21,85,53,28,1025,1024,1021,,,,26,10,,0.00,0,,333<br />
2002-4-8,-1,-11,-22,-17,-21,-26,71,45,23,1026,1023,1017,,,,14,3,,0.00,0,,198<br />
2002-4-9,2,-6,-13,-13,-18,-20,57,42,22,1017,1010,1004,,,,23,13,,0.00,5,,176<br />
2002-4-10,0,-6,-12,-12,-15,-17,67,48,32,1006,1004,1003,,,,19,5,,0.00,6,,285<br />
2002-4-11,2,-4,-11,-10,-13,-16,68,52,33,1008,1007,1005,,,,23,10,,0.00,4,,196<br />
2002-4-12,-2,-6,-8,-11,-14,-15,79,55,37,1013,1011,1006,32,22,5,24,13,27,0.00,4,Snow,340<br />
2002-4-13,2,-8,-17,-12,-17,-24,66,48,30,1013,1008,1001,,,,13,8,,0.00,0,,332<br />
2002-4-14,2,-7,-14,-4,-12,-18,80,57,35,1000,999,996,32,23,10,14,5,,0.00,4,Snow,339<br />
2002-4-15,0,-4,-9,-11,-12,-13,73,53,38,1009,1003,999,,,,23,8,,0.00,6,,337<br />
2002-4-16,0,-6,-12,-10,-13,-16,73,55,34,1024,1018,1010,32,21,16,23,6,,0.00,5,Snow,323<br />
2002-4-17,4,-6,-14,-11,-14,-19,67,48,26,1026,1024,1022,,,,29,13,,0.00,4,,175<br />
2002-4-18,7,3,-1,-5,-8,-12,56,48,41,1024,1023,1022,,,,40,23,47,0.00,7,,155<br />
2002-4-19,9,4,0,-3,-4,-6,65,55,43,1023,1021,1016,,,,37,23,37,0.00,6,,164<br />
2002-4-20,9,6,3,-3,-4,-7,65,52,39,1015,1010,1008,,,,37,26,,0.00,6,,195<br />
2002-4-21,4,1,-2,-4,-8,-12,86,53,31,1008,1005,1003,32,17,1,37,11,,0.00,6,Snow,216<br />
2002-4-22,2,-1,-3,-7,-11,-13,60,46,33,1024,1020,1009,32,21,16,40,26,34,0.00,6,Snow,307<br />
2002-4-23,1,-3,-6,-7,-12,-14,80,51,32,1031,1029,1024,32,11,2,26,8,,0.00,5,Snow,342<br />
2002-4-24,3,-3,-10,-13,-14,-15,73,44,26,1033,1031,1029,,,,14,6,,0.00,1,,295<br />
2002-4-25,5,-2,-9,-12,-14,-15,68,41,23,1034,1032,1029,,,,14,5,,0.00,0,,325<br />
2002-4-26,8,0,-7,-6,-12,-14,63,43,23,1029,1024,1020,,,,26,5,,0.00,6,,280<br />
2002-4-27,14,4,-4,-4,-6,-8,74,47,27,1020,1019,1016,,,,21,5,,0.00,3,,316<br />
2002-4-28,17,7,-2,-2,-4,-6,80,51,26,1022,1020,1018,,,,19,3,,0.00,1,,312<br />
2002-4-29,18,10,2,3,-1,-4,65,51,36,1024,1022,1020,,,,23,8,27,0.00,4,,304<br />
2002-4-30,22,11,0,5,2,-3,81,54,31,1024,1021,1014,,,,16,6,,0.00,2,,200<br />
2002-5-1,12,6,-1,2,-2,-8,81,57,32,1013,1006,1000,32,20,1,47,26,74,0.00,6,Rain-Snow,263<br />
2002-5-2,-2,-4,-7,-7,-16,-19,80,42,29,1025,1022,1011,16,9,2,48,31,50,0.00,5,Snow,347<br />
2002-5-3,0,-7,-13,-16,-18,-20,73,40,21,1023,1020,1018,,,,19,8,27,0.00,3,,343<br />
2002-5-4,0,-6,-11,-16,-19,-22,58,37,21,1028,1024,1020,,,,23,11,29,0.00,2,,342<br />
2002-5-5,4,-4,-12,-14,-17,-18,62,37,21,1035,1033,1029,,,,13,5,,0.00,1,,173<br />
2002-5-6,8,1,-6,-12,-13,-15,59,36,21,1035,1031,1025,,,,34,11,39,0.00,2,,159<br />
2002-5-7,7,1,-4,-1,-7,-12,75,50,33,1026,1024,1023,,,,13,6,,0.00,6,Rain,356<br />
2002-5-8,11,3,-4,-3,-6,-7,86,54,28,1025,1023,1019,,,,23,5,,0.00,3,,246<br />
2002-5-9,10,6,1,-3,-4,-7,65,51,37,1020,1016,1013,,,,27,14,,0.00,6,,164<br />
2002-5-10,8,4,1,-1,-3,-6,81,59,42,1014,1012,1012,32,23,16,32,14,,0.00,8,Snow,163<br />
2002-5-11,10,6,1,-1,-4,-6,70,53,37,1018,1017,1015,,,,23,11,,0.00,7,Rain,155<br />
2002-5-12,11,4,-1,-1,-3,-5,80,57,35,1020,1019,1018,,,,23,5,,0.00,5,,160<br />
2002-5-13,10,6,1,5,-1,-5,81,65,50,1019,1015,1011,32,28,16,11,3,,0.00,8,Rain,254<br />
2002-5-14,7,3,1,4,1,-3,87,77,53,1016,1013,1010,32,15,1,27,11,29,0.00,8,Rain-Snow,154<br />
2002-5-15,10,6,1,-3,-4,-6,70,50,32,1017,1016,1014,,,,27,23,40,0.00,5,,155<br />
2002-5-16,15,8,2,-1,-3,-6,60,45,31,1015,1014,1013,,,,23,11,27,0.00,5,,162<br />
2002-5-17,16,10,4,-1,-3,-5,65,41,23,1022,1017,1014,,,,29,16,,0.00,5,,338<br />
2002-5-18,15,8,0,-2,-4,-6,65,39,23,1026,1023,1021,,,,27,13,39,0.00,2,,353<br />
2002-5-19,15,10,6,2,-1,-3,61,47,29,1026,1025,1023,,,,13,5,,0.00,5,,336<br />
2002-5-20,19,9,-1,0,-3,-5,75,43,19,1025,1023,1019,,,,14,6,,0.00,1,,32<br />
2002-5-21,18,9,1,-1,-3,-5,70,41,26,1021,1019,1016,,,,23,8,,0.00,2,,117<br />
2002-5-22,17,10,4,-1,-3,-4,61,38,24,1020,1019,1018,,,,23,8,,0.00,3,,165<br />
2002-5-23,20,10,1,0,-2,-5,75,42,19,1022,1019,1014,,,,19,6,,0.00,3,,152<br />
2002-5-24,22,13,5,2,-1,-3,70,42,20,1016,1014,1012,,,,24,14,27,0.00,2,,337<br />
2002-5-25,24,13,2,-2,-4,-6,65,32,13,1015,1011,1006,,,,14,5,,0.00,0,,159<br />
2002-5-26,22,13,6,2,-1,-3,57,37,21,1007,1004,1001,,,,26,10,,0.00,0,,189<br />
2002-5-27,19,13,7,2,1,0,66,48,30,1001,1000,996,,,,27,16,,0.00,4,,146<br />
2002-5-28,16,11,7,7,3,0,82,63,42,997,993,990,32,21,16,27,19,29,0.00,7,Rain,154<br />
2002-5-29,17,12,8,5,1,-2,81,51,30,999,993,991,,,,37,21,40,0.00,6,Rain,155<br />
2002-5-30,13,7,2,-1,-3,-7,75,44,26,1009,1006,1001,,,,37,21,39,0.00,4,,168<br />
2002-5-31,16,7,-1,-1,-4,-6,69,42,25,1014,1012,1010,,,,27,14,,0.00,3,,163<br />
2002-6-1,14,9,5,0,-2,-3,65,44,31,1015,1014,1013,,,,27,19,45,0.00,5,,156<br />
2002-6-2,15,10,5,3,-1,-2,65,48,34,1014,1013,1011,,,,37,18,45,0.00,7,,162<br />
2002-6-3,17,11,5,1,0,-1,70,48,31,1014,1012,1008,,,,32,18,,0.00,4,,159<br />
2002-6-4,16,11,7,4,2,-3,81,54,29,1009,1007,1005,32,24,16,27,13,29,0.00,6,Rain,155<br />
2002-6-5,13,9,5,1,-1,-3,65,50,38,1009,1008,1006,,,,19,13,,0.00,6,,154<br />
2002-6-6,17,9,1,-1,-2,-4,70,45,27,1015,1014,1010,,,,14,6,,0.00,5,,323<br />
2002-6-7,20,12,4,4,2,-2,65,47,33,1023,1020,1016,,,,27,8,,0.00,6,,350<br />
2002-6-8,21,16,10,6,4,2,62,48,33,1026,1025,1023,,,,32,14,42,0.00,5,,160<br />
2002-6-9,16,13,10,4,3,2,62,51,45,1023,1020,1015,,,,37,27,42,0.00,7,,154<br />
2002-6-10,15,11,7,3,-1,-3,71,46,31,1017,1016,1015,,,,37,27,48,0.00,5,,197<br />
2002-6-11,17,9,1,0,-2,-4,70,45,29,1021,1019,1018,,,,26,11,27,0.00,4,,159<br />
2002-6-12,19,10,1,0,-2,-4,70,44,26,1025,1024,1021,,,,11,3,,0.00,3,,145<br />
2002-6-13,24,14,4,2,-1,-2,65,38,19,1029,1026,1022,,,,14,8,,0.00,6,,167<br />
2002-6-14,22,13,6,5,3,0,66,44,31,1022,1019,1016,,,,29,10,37,0.00,2,,353<br />
2002-6-15,20,13,7,4,2,0,71,42,28,1020,1019,1017,,,,23,11,34,0.00,4,,346<br />
2002-6-16,22,13,6,0,-2,-4,57,33,17,1020,1016,1013,,,,23,8,,0.00,2,,349<br />
2002-6-17,23,14,5,3,-2,-5,50,32,20,1013,1009,1003,,,,27,8,27,0.00,6,,296<br />
2002-6-18,18,13,9,7,2,-2,82,46,27,1010,1007,1002,32,25,5,27,14,52,0.00,6,Rain,320<br />
2002-6-19,19,11,4,4,2,-1,70,51,34,1014,1012,1010,24,24,24,34,11,,0.00,5,,183<br />
2002-6-20,15,9,4,4,1,-2,76,56,39,1017,1014,1011,32,32,32,23,10,,0.00,6,Rain,131<br />
2002-6-21,19,10,1,1,0,-3,75,46,30,1017,1014,1009,,,,23,11,29,0.00,2,,152<br />
2002-6-22,19,12,5,3,1,-2,61,45,32,1013,1012,1010,,,,19,11,27,0.00,6,,263<br />
2002-6-23,19,12,5,6,3,-1,65,49,37,1011,1010,1007,,,,23,8,27,0.00,6,,151<br />
2002-6-24,17,11,6,6,3,1,76,53,34,1008,1007,1005,,,,27,18,37,0.00,5,Rain,157<br />
2002-6-25,16,12,9,5,2,-2,71,48,31,1007,1007,1006,,,,40,24,52,0.00,6,Rain,157<br />
2002-6-26,18,13,9,3,1,-1,58,43,28,1007,1007,1006,,,,32,19,48,0.00,6,,169<br />
2002-6-27,18,12,6,2,1,-1,66,46,32,1008,1006,1004,,,,23,14,27,0.00,4,,152<br />
2002-6-28,20,12,5,3,1,-1,65,45,26,1006,1003,999,,,,16,10,,0.00,5,,194<br />
2002-6-29,22,14,8,4,2,0,62,39,23,1000,999,998,,,,14,6,,0.00,4,,324<br />
2002-6-30,22,17,11,15,6,3,88,57,37,1010,1005,1000,32,32,32,19,10,,0.00,6,Rain-Thunderstorm,171<br />
2002-7-1,22,14,8,8,6,5,81,61,35,1015,1013,1011,,,,19,6,,0.00,6,,134<br />
2002-7-2,19,13,7,8,6,3,76,58,46,1014,1013,1012,,,,34,14,47,0.00,6,,156<br />
2002-7-3,25,16,7,8,4,2,71,52,32,1014,1010,1002,,,,34,14,,0.00,3,,163<br />
2002-7-4,14,10,7,6,3,1,81,63,48,1009,1005,1003,32,20,8,29,16,,0.00,7,Rain,48<br />
2002-7-5,18,10,3,5,3,1,87,65,37,1014,1013,1010,32,9,0,27,5,,0.00,6,Fog-Rain,176<br />
2002-7-6,22,14,8,5,3,1,66,47,33,1019,1017,1015,,,,19,10,,0.00,5,,152<br />
2002-7-7,25,16,6,5,3,0,70,43,19,1022,1019,1016,,,,24,18,27,0.00,0,,164<br />
2002-7-8,26,17,9,6,2,0,66,38,21,1019,1017,1015,,,,26,11,40,0.00,2,,183<br />
2002-7-9,22,17,13,5,3,2,54,40,31,1020,1019,1017,,,,27,14,,0.00,5,,194<br />
2002-7-10,19,11,4,9,3,-1,82,57,32,1021,1018,1015,,,,34,13,40,0.00,5,Rain,162<br />
2002-7-11,19,12,5,6,3,1,81,53,30,1020,1017,1016,,,,32,16,,0.00,5,,165<br />
2002-7-12,20,11,3,3,2,-1,75,48,28,1023,1020,1016,,,,26,11,,0.00,3,,148<br />
2002-7-13,19,14,9,7,4,2,62,49,35,1016,1012,1008,32,32,32,24,8,,0.00,6,Rain,67<br />
2002-7-14,23,16,8,7,6,3,76,54,27,1010,1008,1006,,,,34,11,,0.00,5,Rain,325<br />
2002-7-15,22,14,8,8,6,4,76,55,38,1014,1012,1011,,,,26,13,,0.00,4,,182<br />
2002-7-16,21,14,8,10,7,4,76,62,40,1014,1012,1010,,,,32,6,47,0.00,5,Rain,172<br />
2002-7-17,16,10,5,11,8,3,87,75,63,1013,1012,1010,32,13,6,23,8,27,0.00,6,Rain,119<br />
2002-7-18,20,13,7,6,4,3,76,53,33,1017,1015,1013,32,32,32,23,14,,0.00,3,Rain,167<br />
2002-7-19,18,14,11,9,7,6,76,61,48,1018,1015,1013,32,28,24,21,10,,0.00,6,Rain,183<br />
2002-7-20,22,14,7,6,4,3,76,53,31,1022,1021,1019,,,,27,10,,0.00,4,,134<br />
2002-7-21,19,14,9,8,6,3,66,54,46,1024,1023,1021,,,,27,14,,0.00,7,Rain,163<br />
2002-7-22,23,17,12,9,8,6,67,55,41,1022,1020,1016,,,,19,16,,0.00,6,,151<br />
2002-7-23,23,17,11,11,9,6,76,57,44,1017,1015,1012,,,,27,14,37,0.00,6,,156<br />
2002-7-24,22,17,13,11,9,5,88,66,41,1013,1011,1010,32,22,10,32,21,40,0.00,6,Rain,171<br />
2002-7-25,14,11,9,10,8,4,87,77,51,1016,1014,1011,32,27,10,27,8,,0.00,8,Fog-Rain,336<br />
2002-7-26,19,11,4,10,4,2,87,57,37,1018,1016,1014,,,,37,11,,0.00,5,,184<br />
2002-7-27,17,13,9,6,3,-1,66,56,34,1014,1011,1008,32,32,32,29,23,39,0.00,7,Rain,164<br />
2002-7-28,14,10,7,5,3,1,81,61,48,1015,1013,1011,32,29,16,11,6,,0.00,8,Rain,358<br />
2002-7-29,14,11,8,9,6,2,87,72,54,1022,1019,1015,32,18,6,14,3,,0.00,8,Rain,13<br />
2002-7-30,18,12,7,6,3,0,71,52,30,1026,1025,1023,,,,19,8,,0.00,5,,342<br />
2002-7-31,18,10,3,2,0,-1,75,47,28,1029,1028,1027,,,,23,10,,0.00,4,,344<br />
2002-8-1,18,10,3,1,-2,-5,70,42,22,1030,1028,1025,,,,27,8,39,0.00,2,,348<br />
2002-8-2,18,11,4,6,-1,-3,76,44,24,1028,1026,1024,32,29,24,23,8,,0.00,5,Rain,331<br />
2002-8-3,17,13,10,8,6,4,77,61,48,1026,1025,1024,,,,29,10,,0.00,7,Rain,347<br />
2002-8-4,22,13,4,8,4,2,93,59,29,1025,1022,1017,1,1,0,13,5,,0.00,2,Fog,161<br />
2002-8-5,25,17,9,7,5,2,62,46,32,1017,1013,1009,,,,24,11,,0.00,1,,158<br />
2002-8-6,20,13,7,5,4,2,71,50,30,1012,1010,1009,,,,37,18,37,0.00,6,Rain,147<br />
2002-8-7,15,12,9,8,6,5,82,72,55,1013,1011,1009,32,25,13,34,23,47,0.00,7,Rain,151<br />
2002-8-8,19,14,10,7,6,4,76,58,37,1011,1010,1008,32,32,32,27,19,,0.00,6,Rain,159<br />
2002-8-9,17,11,6,5,4,2,76,57,37,1019,1015,1010,,,,27,6,,0.00,6,Rain,261<br />
2002-8-10,18,12,7,5,3,0,76,53,32,1021,1019,1017,,,,24,6,,0.00,6,,160<br />
2002-8-11,20,15,10,7,3,0,82,51,35,1017,1014,1012,16,16,16,27,23,37,0.00,7,Rain,172<br />
2002-8-12,21,16,10,9,6,4,82,59,37,1013,1007,1004,32,21,16,47,26,61,0.00,7,Rain,176<br />
