PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-3-20,2,0,-2,0,-7,-11,93,58,38,1030,1028,1023,32,14,1,45,24,55,0.00,7,Rain-Snow,49<br />
2002-3-21,5,2,0,1,-2,-5,87,70,65,1028,1024,1019,32,27,13,35,23,45,0.00,7,Snow,360<br />
2002-3-22,9,6,2,4,2,0,93,78,62,1018,1012,1008,32,29,19,14,10,,0.00,7,,334<br />
2002-3-23,13,7,1,6,3,0,93,80,54,1012,1010,1010,32,30,24,11,5,,0.00,6,,258<br />
2002-3-24,13,9,5,7,5,3,93,81,62,1020,1017,1013,32,32,32,23,8,,0.00,5,,235<br />
2002-3-25,13,8,4,5,4,3,93,74,54,1021,1020,1019,32,32,32,21,10,,0.00,5,,214<br />
2002-3-26,10,8,5,5,2,-1,93,69,54,1019,1015,1013,32,32,24,34,14,48,0.00,6,Rain,231<br />
2002-3-27,8,4,2,4,1,-1,87,72,61,1022,1020,1017,32,28,16,24,14,,0.00,6,Rain,218<br />
2002-3-28,12,9,6,5,2,0,81,66,54,1025,1023,1018,32,32,32,24,13,,0.00,6,Rain,256<br />
2002-3-29,11,8,5,5,3,1,87,70,58,1026,1026,1025,32,30,24,23,11,,0.00,7,Rain,255<br />
2002-3-30,13,10,7,6,4,1,81,67,54,1028,1027,1025,,,,23,14,,0.00,6,,250<br />
2002-3-31,15,8,2,6,4,0,93,68,54,1025,1022,1020,32,29,24,26,13,,0.00,5,,257<br />
2002-4-1,11,7,2,4,1,-1,87,62,44,1027,1025,1022,32,28,24,21,10,,0.00,5,Rain,316<br />
2002-4-2,11,6,1,1,-2,-5,87,64,37,1028,1026,1023,32,32,32,14,8,,0.00,3,,290<br />
2002-4-3,14,7,0,4,2,-1,93,70,44,1023,1022,1020,32,32,32,11,10,,0.00,2,,278<br />
2002-4-4,17,9,2,5,3,1,93,70,42,1021,1018,1013,32,32,32,11,8,,0.00,5,,300<br />
2002-4-5,12,8,4,8,6,2,87,78,67,1013,1012,1011,32,28,24,21,10,,0.00,7,Rain,192<br />
2002-4-6,11,10,8,5,4,1,76,68,58,1015,1014,1012,32,32,32,34,16,,0.00,7,Rain,213<br />
2002-4-7,11,6,2,3,1,-1,93,69,54,1021,1019,1014,32,32,32,19,13,,0.00,4,,234<br />
2002-4-8,12,6,1,3,2,-1,93,74,44,1021,1017,1012,,,,13,8,,0.00,4,,307<br />
2002-4-9,13,10,7,10,6,3,94,83,71,1014,1011,1009,32,21,4,23,6,,0.00,8,Fog-Rain,252<br />
2002-4-10,14,11,8,10,8,7,93,83,67,1019,1017,1014,32,23,13,21,10,,0.00,7,Fog-Rain,156<br />
2002-4-11,12,10,8,10,8,7,94,86,77,1017,1014,1012,32,25,19,26,10,,0.00,8,Rain,110<br />
2002-4-12,12,10,9,9,8,7,94,83,72,1019,1015,1009,32,22,6,23,13,34,0.00,7,Rain,145<br />
2002-4-13,16,12,9,10,9,8,100,82,59,1011,1007,996,32,12,5,27,13,37,0.00,7,Rain,147<br />
2002-4-14,11,8,5,10,2,0,94,75,57,1009,1006,995,32,22,3,52,26,74,0.00,6,Rain,216<br />
2002-4-15,9,7,5,6,3,1,87,79,66,1008,1007,1006,24,23,16,21,10,,0.00,7,Rain,148<br />
2002-4-16,9,7,4,5,3,0,93,80,66,1009,1005,1004,32,23,16,32,19,35,0.00,8,Rain,159<br />
2002-4-17,11,7,3,5,4,2,93,82,62,1023,1016,1009,32,25,24,11,6,,0.00,6,Rain,272<br />
2002-4-18,14,8,2,7,5,2,100,81,58,1030,1028,1023,32,32,32,14,10,,0.00,1,,254<br />
2002-4-19,13,8,3,7,5,3,100,77,54,1030,1028,1024,32,32,32,19,11,,0.00,4,,281<br />
2002-4-20,13,8,3,7,6,2,93,82,67,1023,1021,1019,32,29,24,16,10,,0.00,5,,215<br />
2002-4-21,12,10,8,8,6,5,87,76,62,1020,1019,1019,32,29,24,21,10,,0.00,6,,239<br />
2002-4-22,13,9,4,5,2,-1,87,65,41,1023,1020,1017,32,28,24,42,16,45,0.00,5,Rain,273<br />
2002-4-23,11,6,2,1,-3,-6,87,52,30,1031,1028,1023,32,32,32,23,11,,0.00,1,,191<br />
2002-4-24,11,6,1,4,1,-2,87,67,44,1032,1029,1025,32,31,24,11,8,,0.00,5,Fog,8<br />
2002-4-25,13,7,2,5,2,0,87,70,54,1025,1022,1017,32,32,32,13,8,,0.00,5,,313<br />
2002-4-26,9,7,6,7,5,2,93,85,66,1016,1012,1010,32,20,6,16,8,,0.00,7,Rain,280<br />
2002-4-27,16,9,3,7,4,2,93,74,39,1016,1013,1010,32,26,19,19,8,,0.00,3,Fog,243<br />
2002-4-28,14,9,4,7,5,2,93,76,62,1023,1021,1017,32,32,32,26,8,,0.00,1,,190<br />
2002-4-29,17,11,6,7,5,3,87,67,45,1022,1020,1014,,,,19,10,,0.00,1,,343<br />
2002-4-30,21,13,6,10,7,5,93,67,46,1014,1013,1011,32,32,32,14,6,,0.00,2,,302<br />
2002-5-1,14,9,5,8,7,4,93,78,67,1019,1016,1014,32,29,24,27,10,,0.00,1,Fog,126<br />
2002-5-2,15,11,6,6,4,1,81,67,50,1016,1013,1010,32,32,24,34,11,45,0.00,6,,247<br />
2002-5-3,14,8,2,4,2,0,93,66,41,1022,1020,1014,32,32,32,34,10,37,0.00,4,,246<br />
2002-5-4,10,8,7,4,2,0,71,65,58,1022,1021,1017,32,32,32,26,13,,0.00,7,,216<br />
2002-5-5,12,9,6,5,1,-3,87,61,38,1017,1015,1013,32,28,24,34,16,42,0.00,5,Rain,223<br />
2002-5-6,10,7,3,2,0,-2,87,65,43,1022,1020,1018,32,32,24,23,13,,0.00,5,Rain,248<br />
2002-5-7,12,6,1,6,2,0,93,71,47,1025,1024,1022,,,,23,11,,0.00,2,,285<br />
2002-5-8,14,7,1,4,2,-1,93,67,44,1027,1025,1022,32,32,32,21,10,,0.00,4,,254<br />
2002-5-9,13,7,2,6,4,2,100,73,47,1022,1021,1021,32,32,32,14,10,,0.00,5,Rain,273<br />
2002-5-10,14,9,4,8,4,2,93,72,55,1025,1024,1022,32,32,32,21,11,,0.00,2,,248<br />
2002-5-11,17,11,5,7,4,1,87,63,42,1026,1025,1023,32,32,32,19,13,,0.00,2,,244<br />
2002-5-12,22,13,6,9,7,5,93,66,35,1024,1020,1016,32,32,32,16,6,,0.00,4,,317<br />
2002-5-13,14,11,9,9,7,5,82,73,62,1022,1019,1015,32,25,24,27,11,35,0.00,8,Rain,243<br />
2002-5-14,14,11,6,5,4,2,81,63,47,1025,1024,1022,32,26,24,19,11,,0.00,6,,225<br />
2002-5-15,16,10,4,5,4,3,93,66,42,1023,1022,1021,32,32,32,19,13,,0.00,1,,239<br />
2002-5-16,15,9,4,9,6,3,94,75,48,1022,1018,1015,24,12,6,11,6,,0.00,5,Rain,232<br />
2002-5-17,15,9,4,9,5,2,94,70,42,1021,1019,1015,32,25,16,21,6,,0.00,4,Rain,169<br />
2002-5-18,15,10,5,9,6,3,93,75,58,1015,1013,1011,32,32,32,19,10,,0.00,4,,329<br />
2002-5-19,14,10,7,11,8,6,93,82,67,1011,1009,1007,32,29,19,14,6,,0.00,6,Rain,281<br />
2002-5-20,16,13,10,11,9,7,100,84,59,1012,1008,1006,32,21,10,19,6,,0.00,7,Rain,153<br />
2002-5-21,18,13,8,10,7,4,93,70,45,1017,1014,1012,32,32,32,21,13,27,0.00,6,Rain,282<br />
2002-5-22,17,13,9,7,6,4,76,59,45,1022,1019,1017,32,29,24,23,14,32,0.00,6,,280<br />
2002-5-23,16,12,8,7,5,3,82,62,45,1023,1022,1020,,,,21,13,29,0.00,3,,191<br />
2002-5-24,17,11,5,9,6,4,100,71,52,1020,1017,1014,32,32,32,13,5,,0.00,5,,134<br />
2002-5-25,16,13,11,10,9,8,94,81,63,1016,1015,1014,32,30,19,11,5,,0.00,7,Rain,342<br />
2002-5-26,16,13,10,12,11,10,100,86,72,1014,1013,1012,24,15,8,14,3,,0.00,7,Rain,103<br />
2002-5-27,18,14,11,14,12,10,94,83,64,1012,1010,1008,24,20,5,11,3,,0.00,8,Rain,96<br />
2002-5-28,17,13,11,13,12,10,100,90,72,1010,1009,1007,32,19,1,14,8,,0.00,7,Fog-Rain,121<br />
2002-5-29,17,13,11,13,10,7,94,79,59,1019,1014,1008,32,25,24,21,10,29,0.00,6,Rain,157<br />
2002-5-30,19,13,7,9,7,4,93,67,40,1020,1019,1019,32,32,32,21,8,,0.00,4,,203<br />
2002-5-31,18,13,9,7,6,4,82,61,45,1021,1020,1017,32,32,32,19,11,,0.00,3,,225<br />
2002-6-1,18,12,7,9,7,5,93,66,48,1017,1015,1013,32,32,32,19,6,,0.00,2,,167<br />
2002-6-2,17,12,8,10,8,6,93,75,59,1019,1017,1014,32,32,32,21,6,,0.00,1,,169<br />
2002-6-3,16,12,9,11,9,7,93,78,63,1017,1017,1016,32,28,24,14,6,,0.00,6,,160<br />
2002-6-4,18,16,14,13,11,9,82,73,63,1021,1019,1016,32,32,32,21,10,,0.00,8,,195<br />
2002-6-5,19,16,12,12,9,5,94,71,52,1024,1019,1016,32,24,10,45,13,60,0.00,5,Rain,205<br />
2002-6-6,18,13,9,6,4,3,76,56,37,1025,1024,1022,32,32,32,21,13,,0.00,4,,272<br />
2002-6-7,15,10,6,5,3,2,81,58,44,1022,1021,1021,32,32,32,26,14,34,0.00,3,Rain,274<br />
2002-6-8,19,11,4,8,6,3,93,65,40,1023,1022,1021,32,32,32,13,8,,0.00,3,,232<br />
2002-6-9,23,16,9,10,8,5,82,59,41,1022,1019,1016,32,32,32,14,5,,0.00,2,,35<br />
2002-6-10,17,13,9,11,9,7,93,76,63,1019,1017,1016,32,29,24,24,10,35,0.00,4,,112<br />
2002-6-11,22,16,9,11,10,8,94,73,49,1019,1017,1016,32,32,32,11,5,,0.00,1,,96<br />
2002-6-12,26,18,10,13,11,10,100,67,41,1019,1017,1015,32,32,32,11,3,,0.00,1,Fog,48<br />
2002-6-13,30,22,14,15,11,9,88,55,27,1016,1015,1012,32,32,32,11,6,,0.00,1,,311<br />
2002-6-14,20,17,14,13,11,10,82,70,56,1015,1014,1012,32,32,32,14,6,,0.00,4,Rain,84<br />
2002-6-15,19,14,11,10,9,8,82,64,52,1018,1016,1015,32,32,32,23,13,,0.00,2,,78<br />
2002-6-16,21,16,10,11,9,8,94,70,49,1017,1016,1015,32,32,32,21,5,,0.00,6,,190<br />
2002-6-17,15,13,12,12,11,8,94,84,63,1016,1012,1009,32,24,16,21,8,,0.00,8,Fog-Rain,126<br />
2002-6-18,20,16,12,12,9,7,94,67,49,1020,1014,1009,32,31,10,24,14,34,0.00,7,Rain,268<br />
2002-6-19,19,16,12,10,9,8,82,66,52,1022,1021,1019,32,32,32,19,11,,0.00,4,,164<br />
2002-6-20,24,17,10,12,11,9,94,69,41,1019,1017,1015,32,31,24,13,5,,0.00,1,,52<br />
2002-6-21,26,18,11,12,11,10,94,64,39,1017,1015,1013,32,32,32,11,6,,0.00,1,,120<br />
2002-6-22,25,18,11,11,9,4,88,60,28,1015,1014,1012,,,,19,5,,0.00,3,,94<br />
2002-6-23,21,17,14,13,9,4,77,59,40,1020,1018,1015,32,32,32,24,13,,0.00,6,,206<br />
2002-6-24,20,17,13,11,9,7,77,61,46,1021,1020,1019,32,32,32,19,13,,0.00,7,,187<br />
2002-6-25,23,17,11,11,11,9,88,65,46,1020,1017,1014,,,,11,5,,0.00,6,,83<br />
2002-6-26,29,20,12,13,11,9,82,60,34,1015,1013,1010,,,,23,6,,0.00,4,,135<br />
2002-6-27,21,17,12,15,12,8,94,77,52,1013,1012,1011,32,28,13,23,10,,0.00,8,Rain,162<br />
2002-6-28,14,12,11,13,11,10,100,92,88,1013,1008,1002,32,21,10,23,11,,0.00,8,Rain,109<br />
2002-6-29,19,16,13,13,9,7,94,68,52,1017,1013,1004,32,24,10,23,11,,0.00,5,Rain,240<br />
2002-6-30,19,16,12,11,9,7,88,68,52,1022,1020,1017,,,,19,6,,0.00,6,Rain,228<br />
2002-7-1,19,16,12,7,6,6,72,56,43,1026,1024,1022,,,,24,13,,0.00,4,,267<br />
2002-7-2,19,13,8,10,8,5,93,66,46,1024,1021,1016,,,,14,10,,0.00,6,,216<br />
2002-7-3,19,14,10,8,6,5,77,60,40,1017,1017,1016,,,,23,11,,0.00,5,,253<br />
2002-7-4,18,13,9,10,7,5,82,67,49,1021,1019,1017,32,32,32,27,13,37,0.00,5,Rain,220<br />
2002-7-5,20,14,8,10,8,5,93,69,37,1023,1021,1017,32,29,24,19,11,,0.00,3,,333<br />
2002-7-6,23,16,8,11,9,7,93,62,41,1019,1017,1015,32,32,32,14,8,,0.00,4,,285<br />
2002-7-7,19,17,14,15,12,10,94,76,60,1017,1016,1015,32,23,13,8,3,,0.00,7,Rain,314<br />
2002-7-8,21,17,12,15,11,8,100,69,43,1029,1023,1016,32,24,16,19,8,,0.00,5,Rain,243<br />
2002-7-9,25,18,10,13,12,9,94,70,39,1029,1025,1019,,,,16,6,,0.00,1,,324<br />
2002-7-10,27,20,13,13,11,9,88,59,39,1019,1017,1015,,,,11,6,,0.00,2,,345<br />
2002-7-11,24,18,12,14,11,7,88,63,43,1020,1018,1016,,,,11,3,,0.00,2,,94<br />
2002-7-12,25,18,11,14,12,9,88,65,47,1017,1015,1012,32,32,32,10,3,,0.00,1,,107<br />
2002-7-13,22,18,15,15,13,11,88,72,60,1012,1012,1011,32,32,32,19,6,,0.00,7,Rain,118<br />
2002-7-14,19,16,12,12,11,9,88,71,56,1019,1016,1012,32,32,32,24,6,,0.00,4,,100<br />
2002-7-15,23,17,10,11,10,8,100,71,43,1017,1016,1013,32,26,24,19,3,,0.00,1,,108<br />
2002-7-16,23,17,12,13,12,9,94,71,53,1015,1014,1012,,,,19,5,,0.00,2,,122<br />
2002-7-17,20,18,15,14,13,12,82,76,64,1017,1016,1013,32,32,32,24,8,,0.00,7,Rain,131<br />
2002-7-18,21,18,15,14,13,11,82,72,56,1017,1017,1016,32,32,32,21,6,,0.00,6,Rain,153<br />
2002-7-19,21,17,14,12,11,10,82,63,52,1020,1019,1017,32,32,32,21,8,,0.00,2,,170<br />
2002-7-20,25,19,13,13,11,8,94,64,36,1021,1021,1019,,,,11,5,,0.00,1,Fog,84<br />
2002-7-21,28,20,12,13,11,9,94,60,35,1021,1018,1015,,,,10,3,,0.00,2,,134<br />
2002-7-22,31,22,14,13,11,10,82,52,27,1015,1013,1009,,,,13,5,,0.00,1,,86<br />
2002-7-23,27,20,14,13,12,10,77,58,39,1014,1012,1010,,,,23,6,,0.00,1,,118<br />
2002-7-24,24,18,12,14,12,10,88,69,53,1019,1017,1014,32,32,32,16,6,,0.00,1,,108<br />
2002-7-25,20,17,13,13,12,11,88,79,64,1020,1018,1016,32,31,24,24,8,35,0.00,2,Fog,112<br />
2002-7-26,21,16,12,14,12,11,94,77,64,1019,1018,1017,32,28,24,14,3,,0.00,5,Rain,124<br />
2002-7-27,21,14,9,12,11,8,94,73,53,1022,1021,1019,32,28,19,16,5,,0.00,4,Fog,108<br />
2002-7-28,21,17,13,13,12,10,88,74,60,1021,1020,1018,32,31,24,19,6,,0.00,5,,67<br />
2002-7-29,20,17,13,12,11,10,82,71,56,1022,1020,1018,32,32,32,19,11,,0.00,5,,30<br />
2002-7-30,21,17,13,12,9,3,82,61,39,1020,1018,1017,32,32,32,23,11,35,0.00,3,,296<br />
2002-7-31,20,14,9,9,8,6,87,63,43,1025,1023,1021,,,,14,8,,0.00,1,,177<br />
2002-8-1,21,16,10,10,9,8,94,68,46,1022,1019,1015,32,32,32,14,8,,0.00,5,,243<br />
2002-8-2,19,14,10,11,8,6,88,67,52,1021,1019,1017,,,,13,6,,0.00,3,,137<br />
2002-8-3,20,14,9,11,9,7,93,71,52,1019,1016,1012,32,32,32,19,6,,0.00,4,Rain,199<br />
2002-8-4,19,14,11,12,10,8,94,73,52,1019,1016,1013,32,29,13,23,11,,0.00,6,Rain,180<br />
2002-8-5,18,16,13,11,9,8,82,67,52,1020,1019,1018,32,31,24,19,10,,0.00,7,,225<br />
2002-8-6,20,17,12,11,11,9,88,72,56,1023,1021,1018,32,32,32,19,13,,0.00,6,Rain,331<br />
2002-8-7,21,14,9,12,11,8,94,71,52,1026,1025,1023,,,,19,11,,0.00,3,,286<br />
2002-8-8,19,14,11,12,11,10,94,75,60,1028,1027,1025,32,32,32,21,8,,0.00,3,,164<br />
2002-8-9,21,16,12,14,12,9,88,74,52,1026,1024,1020,32,32,32,11,3,,0.00,4,,114<br />
2002-8-10,21,17,14,14,12,11,82,73,56,1020,1019,1017,,,,19,5,,0.00,5,,115<br />
2002-8-11,24,17,11,12,11,10,94,67,41,1021,1020,1018,32,32,32,13,3,,0.00,4,Fog,86<br />
2002-8-12,29,20,12,13,11,9,88,58,33,1022,1020,1019,,,,14,3,,0.00,1,,7<br />
2002-8-13,30,22,15,13,12,10,82,57,30,1020,1017,1013,,,,14,6,,0.00,1,,112<br />
2002-8-14,28,20,12,12,11,9,88,58,30,1013,1012,1012,,,,19,6,27,0.00,1,,96<br />
2002-8-15,23,17,11,12,11,9,88,68,47,1014,1013,1010,,,,16,5,,0.00,1,,129<br />
2002-8-16,27,18,10,11,8,3,94,56,23,1021,1017,1011,,,,21,6,,0.00,0,,118<br />
