AZOT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-20,17,16,14,16,13,12,100,88,77,1020,1019,1017,10,8,0,34,24,,0.00,6,Fog-Rain,275<br />
2003-1-21,17,16,15,17,16,15,100,99,94,1016,1015,1013,10,5,0,35,24,,0.00,6,Fog-Rain,253<br />
2003-1-22,17,16,15,17,16,15,100,100,94,1024,1020,1016,10,5,0,19,13,,0.00,5,Fog,226<br />
2003-1-23,18,17,16,17,17,16,100,98,94,1029,1026,1024,10,6,0,19,13,,0.00,6,Fog,171<br />
2003-1-24,19,17,15,17,16,15,100,96,83,1036,1032,1029,10,9,3,16,11,,0.00,4,,180<br />
2003-1-25,17,14,13,15,13,10,100,87,77,1037,1036,1034,10,10,10,32,13,,0.00,3,,103<br />
2003-1-26,16,14,13,14,12,10,100,86,77,1038,1037,1036,10,10,9,32,24,,0.00,4,,109<br />
2003-1-27,17,14,12,12,11,10,94,82,68,1039,1037,1036,10,10,10,23,10,40,0.00,4,Rain,68<br />
2003-1-28,15,14,14,14,13,11,100,93,82,1037,1035,1033,10,9,6,34,26,,0.00,5,Rain,70<br />
2003-1-29,15,14,13,13,11,7,94,79,59,1037,1036,1035,10,10,8,35,18,58,0.00,6,,90<br />
2003-1-30,16,13,12,11,9,7,94,77,63,1040,1038,1037,10,10,10,32,23,45,0.00,5,Rain,78<br />
2003-1-31,14,13,11,9,7,5,82,69,62,1040,1040,1039,10,10,10,21,14,,0.00,6,,52<br />
2003-2-1,15,12,10,10,8,6,87,76,59,1040,1037,1036,10,10,10,24,14,,0.00,4,Rain,38<br />
2003-2-2,16,13,11,10,9,7,88,75,55,1037,1035,1034,10,10,10,19,13,,0.00,3,,57<br />
2003-2-3,16,13,12,13,11,9,94,84,72,1035,1034,1032,10,10,10,24,14,,0.00,4,Rain,41<br />
2003-2-4,15,13,12,12,11,9,94,84,67,1033,1031,1030,10,10,10,21,10,,0.00,4,,48<br />
2003-2-5,17,13,11,11,8,7,88,71,52,1030,1029,1028,10,10,10,19,6,,0.00,4,,66<br />
2003-2-6,17,13,10,12,9,7,88,74,59,1030,1028,1027,10,10,10,14,6,,0.00,3,,298<br />
2003-2-7,17,16,14,15,13,12,100,90,82,1028,1027,1026,10,10,8,21,14,,0.00,4,,274<br />
2003-2-8,17,16,14,16,14,13,100,92,82,1028,1027,1026,10,10,10,21,13,,0.00,4,,279<br />
2003-2-9,18,16,14,15,14,13,100,90,82,1027,1025,1023,10,10,10,29,14,,0.00,5,,207<br />
2003-2-10,16,13,12,15,13,12,100,96,94,1024,1022,1019,10,6,0,32,16,,0.00,7,Fog-Rain,24<br />
2003-2-11,15,13,12,13,11,9,100,88,72,1024,1021,1018,10,8,1,34,26,,0.00,5,Rain,352<br />
2003-2-12,16,13,11,12,9,7,88,78,67,1026,1024,1022,10,10,10,29,21,,0.00,4,,355<br />
2003-2-13,17,13,11,16,14,9,100,95,88,1028,1026,1024,10,9,1,10,5,,0.00,6,Fog,232<br />
2003-2-14,18,17,16,16,16,15,100,94,83,1030,1028,1018,10,7,0,11,6,,0.00,6,Fog,213<br />
2003-2-15,19,17,15,16,16,14,100,93,83,1029,1027,1025,10,9,6,24,18,,0.00,6,,227<br />
2003-2-16,18,17,15,16,16,15,100,96,83,1028,1026,1025,10,7,0,23,14,,0.00,6,Fog,212<br />
2003-2-17,18,14,11,16,14,9,100,90,77,1024,1020,1016,10,9,4,40,27,45,0.00,6,Rain,220<br />
2003-2-18,16,13,11,11,6,3,82,65,58,1020,1018,1015,10,10,9,58,32,80,0.00,2,Rain,289<br />
2003-2-19,15,12,10,12,6,4,100,66,51,1019,1016,1009,10,10,6,61,39,85,0.00,4,Rain,276<br />
2003-2-20,17,14,12,15,13,10,100,89,77,1007,996,990,10,9,5,61,45,87,0.00,5,Rain,243<br />
2003-2-21,15,13,11,10,7,4,82,66,48,1011,1004,994,10,10,9,71,50,103,0.00,4,Rain,316<br />
2003-2-22,14,11,9,8,6,5,87,74,63,1017,1012,1010,10,10,10,29,14,,0.00,5,Rain,40<br />
2003-2-23,16,12,9,10,6,4,82,65,48,1020,1018,1014,10,10,8,37,16,48,0.00,3,Rain,293<br />
2003-2-24,18,14,12,10,6,3,82,63,40,1014,1012,1011,10,10,10,47,37,,0.00,4,,302<br />
2003-2-25,17,14,12,15,11,5,100,80,62,1011,1009,1007,10,9,1,47,29,48,0.00,5,Fog-Rain,285<br />
2003-2-26,18,16,14,12,10,8,88,72,56,1021,1016,1011,10,10,9,50,35,71,0.00,2,,279<br />
2003-2-27,17,16,14,16,13,11,100,85,72,1021,1020,1018,10,10,6,40,27,,0.00,5,,220<br />
2003-2-28,16,14,14,16,14,12,100,92,77,1026,1022,1019,10,8,4,34,21,,0.00,6,Rain,258<br />
2003-3-1,18,14,12,16,13,10,94,90,77,1026,1024,1022,10,9,1,27,14,,0.00,4,,170<br />
2003-3-2,18,17,15,15,14,13,100,89,73,1023,1020,1003,10,9,8,45,24,82,0.00,5,,191<br />
2003-3-3,16,13,12,15,13,10,100,93,88,1021,1019,1018,10,9,1,34,23,,0.00,6,Fog-Rain,233<br />
2003-3-4,16,13,12,12,9,7,100,75,55,1024,1020,1018,10,10,7,24,13,,0.00,3,Rain,307<br />
2003-3-5,16,13,10,10,8,6,94,74,55,1024,1021,1019,10,10,10,24,10,,0.00,3,,135<br />
2003-3-6,15,13,11,13,9,5,94,77,55,1026,1020,1016,10,10,6,39,24,,0.00,5,Rain,29<br />
2003-3-7,16,12,9,13,8,5,94,73,59,1026,1024,1022,10,10,10,23,13,,0.00,2,,113<br />
2003-3-8,18,14,12,15,13,9,94,90,77,1022,1018,1015,10,9,6,39,26,,0.00,6,Rain,195<br />
2003-3-9,16,13,10,10,7,4,82,68,55,1024,1022,1020,10,10,10,34,19,,0.00,4,,52<br />
2003-3-10,17,14,12,15,12,6,100,86,67,1022,1015,1011,10,8,0,50,37,69,0.00,5,Fog-Rain,265<br />
2003-3-11,15,12,10,8,7,5,82,70,63,1027,1025,1022,10,10,10,34,24,,0.00,2,,350<br />
2003-3-12,16,13,11,8,6,3,82,64,42,1026,1024,1022,10,10,10,29,21,,0.00,3,,346<br />
2003-3-13,15,13,11,10,7,3,82,65,48,1022,1020,1019,10,10,10,21,10,,0.00,6,,250<br />
2003-3-14,17,14,12,13,12,10,94,85,72,1022,1019,1017,10,10,1,24,11,,0.00,4,Rain,197<br />
2003-3-15,17,13,10,11,9,6,100,76,52,1023,1022,1021,10,10,8,13,10,,0.00,2,Rain,32<br />
2003-3-16,17,13,10,11,9,8,94,80,68,1022,1021,1020,10,10,10,14,6,,0.00,2,,83<br />
2003-3-17,18,14,12,15,12,9,94,85,73,1021,1019,1017,10,10,10,26,16,,0.00,4,,158<br />
2003-3-18,17,14,12,16,13,9,100,87,72,1025,1021,1017,10,9,3,26,16,,0.00,5,,20<br />
2003-3-19,18,14,11,11,10,9,94,78,63,1029,1028,1026,10,10,10,16,11,,0.00,3,,34<br />
2003-3-20,15,12,10,11,10,8,94,82,72,1029,1026,1024,10,10,10,10,8,,0.00,2,,65<br />
2003-3-21,17,13,10,13,9,7,88,73,55,1025,1020,1015,10,10,10,29,13,,0.00,5,Rain,152<br />
2003-3-22,15,13,11,14,9,3,94,74,54,1019,1015,1012,10,9,6,42,34,,0.00,4,Rain,335<br />
2003-3-23,15,13,11,7,5,4,76,61,48,1021,1020,1019,10,10,10,34,19,,0.00,4,,334<br />
2003-3-24,17,14,12,11,8,6,77,64,52,1021,1018,1013,10,10,10,35,13,,0.00,4,,202<br />
2003-3-25,19,17,14,16,13,7,100,87,52,1016,1008,1005,10,9,5,42,31,,0.00,6,Rain,218<br />
2003-3-26,17,16,14,12,10,7,88,74,52,1005,1004,1003,10,10,9,48,32,69,0.00,5,Rain,275<br />
2003-3-27,17,14,13,13,12,7,94,81,63,1010,1006,1004,10,10,9,42,23,,0.00,6,Rain,355<br />
2003-3-28,18,16,12,14,12,10,94,86,59,1015,1012,1009,10,10,9,19,10,,0.00,4,Rain,7<br />
2003-3-29,18,14,12,12,11,10,94,81,63,1016,1015,1014,10,10,10,24,11,,0.00,5,,90<br />
2003-3-30,17,16,14,13,12,12,94,86,72,1014,1010,1007,10,9,6,35,19,53,0.00,6,Rain,97<br />
2003-3-31,16,14,14,15,14,13,100,95,88,1017,1011,1007,10,8,6,39,29,61,0.00,6,,63<br />
2003-4-1,18,16,13,15,14,12,100,89,77,1024,1021,1018,10,10,8,27,16,,0.00,5,,76<br />
2003-4-2,17,16,16,16,16,15,94,94,88,1023,1021,1018,10,8,5,55,37,74,0.00,6,Rain,108<br />
2003-4-3,18,17,15,16,16,15,100,94,83,1020,1018,1017,10,5,0,42,29,,0.00,5,Fog-Rain,127<br />
2003-4-4,19,17,15,17,16,14,100,96,83,1017,1015,1013,10,5,0,23,16,,0.00,6,Fog-Rain-Thunderstorm,153<br />
2003-4-5,16,13,12,14,13,11,100,89,72,1016,1015,1013,10,9,6,39,21,,0.00,6,Rain-Thunderstorm,348<br />
2003-4-6,17,16,14,14,13,12,94,85,72,1022,1018,1015,10,10,10,34,24,47,0.00,6,,13<br />
2003-4-7,15,13,12,13,11,8,94,83,72,1024,1023,1022,10,10,8,40,27,50,0.00,6,Rain,22<br />
2003-4-8,16,13,12,10,8,7,88,73,63,1023,1022,1021,10,10,5,24,18,,0.00,5,,27<br />
2003-4-9,17,13,11,12,9,7,88,75,59,1023,1021,1020,10,10,9,34,11,,0.00,5,Rain,312<br />
2003-4-10,14,11,9,12,7,5,94,73,59,1022,1020,1014,10,10,8,40,18,60,0.00,5,Rain,288<br />
2003-4-11,18,16,13,16,14,12,100,87,73,1013,1008,1001,10,9,6,58,40,77,0.00,6,Rain,244<br />
2003-4-12,17,14,13,16,10,6,100,77,63,1011,998,989,10,9,3,85,63,111,0.00,3,Rain,277<br />
2003-4-13,17,14,12,9,7,5,72,64,58,1024,1020,1012,10,10,9,61,48,80,0.00,3,,325<br />
2003-4-14,18,16,13,14,11,7,94,75,67,1024,1021,1019,10,10,10,29,23,,0.00,5,,288<br />
2003-4-15,17,16,14,16,15,8,100,96,67,1019,1013,1009,10,8,1,39,23,,0.00,6,Rain,225<br />
2003-4-16,16,13,12,15,9,6,100,75,55,1024,1014,1006,10,9,3,58,37,74,0.00,4,Rain,296<br />
2003-4-17,15,13,11,10,8,6,88,68,55,1031,1028,1024,10,10,10,24,16,,0.00,2,,319<br />
2003-4-18,17,16,14,16,13,9,100,92,72,1031,1029,1027,10,8,0,26,16,,0.00,5,Fog,301<br />
2003-4-19,17,14,13,15,14,13,100,94,77,1027,1021,1014,10,10,5,26,18,,0.00,5,Rain,282<br />
2003-4-20,14,12,10,13,9,6,94,78,59,1012,1007,1002,10,10,7,52,39,72,0.00,5,Rain,285<br />
2003-4-21,17,14,13,13,12,9,100,83,63,1013,1008,1002,10,10,10,50,40,69,0.00,4,,318<br />
2003-4-22,16,14,13,13,9,6,94,75,59,1016,1015,1013,10,10,10,32,26,52,0.00,4,Rain,291<br />
2003-4-23,15,14,13,15,13,10,100,94,77,1014,1010,1004,10,8,0,42,24,50,0.00,6,Fog-Rain,234<br />
2003-4-24,15,13,11,14,8,4,100,73,51,1011,1009,1004,10,10,0,40,26,58,0.00,4,Fog-Rain,300<br />
2003-4-25,17,16,14,15,13,10,94,86,77,1016,1012,1010,10,10,10,35,26,,0.00,3,,260<br />
2003-4-26,18,16,13,17,14,10,100,93,72,1016,1011,1004,10,9,0,35,13,58,0.00,5,Fog-Rain,152<br />
2003-4-27,17,14,13,16,12,6,100,84,55,1012,1006,1001,10,9,0,37,26,55,0.00,5,Rain-Thunderstorm,328<br />
2003-4-28,16,14,13,14,11,8,94,78,67,1013,1012,1010,10,10,10,37,27,42,0.00,4,Rain,280<br />
2003-4-29,16,14,13,12,9,8,82,73,59,1020,1017,1014,10,10,10,27,23,,0.00,4,,288<br />
2003-4-30,19,17,14,16,13,11,94,87,82,1022,1021,1019,10,10,10,26,19,,0.00,6,Rain,257<br />
2003-5-1,17,14,13,14,12,11,94,81,68,1025,1023,1022,10,10,10,24,14,,0.00,3,,274<br />
2003-5-2,19,16,13,16,14,11,94,89,77,1025,1021,1018,10,10,7,27,14,,0.00,3,,188<br />
2003-5-3,17,16,15,15,12,8,100,77,59,1018,1016,1015,10,9,0,45,29,,0.00,4,Fog-Rain,263<br />
2003-5-4,17,14,13,12,9,7,88,68,52,1026,1021,1016,10,10,8,40,32,,0.00,3,,324<br />
2003-5-5,17,13,11,10,8,6,82,67,52,1033,1030,1027,10,10,10,16,11,,0.00,2,,28<br />
2003-5-6,17,13,11,10,9,9,88,74,59,1034,1033,1032,10,10,10,10,6,,0.00,3,,100<br />
2003-5-7,18,14,11,14,10,8,94,75,59,1033,1031,1030,10,10,10,14,5,,0.00,2,,27<br />
2003-5-8,19,17,15,14,13,13,94,84,68,1033,1031,1029,10,10,10,13,8,,0.00,5,,22<br />
2003-5-9,18,16,13,14,12,11,100,80,68,1032,1029,1027,10,10,10,14,10,,0.00,4,,62<br />
2003-5-10,18,16,13,15,13,12,100,83,68,1028,1027,1026,10,10,10,11,5,,0.00,4,Rain,42<br />
2003-5-11,20,16,12,15,13,11,100,82,60,1030,1029,1027,10,10,10,13,3,,0.00,2,,273<br />
2003-5-12,18,14,12,14,13,11,100,84,68,1031,1030,1029,10,10,10,11,5,,0.00,3,,68<br />
2003-5-13,20,17,13,16,14,12,100,88,73,1030,1029,1029,10,10,10,14,5,,0.00,4,,214<br />
2003-5-14,20,17,14,17,15,13,100,87,73,1030,1029,1028,10,10,10,14,5,,0.00,2,,271<br />
2003-5-15,20,18,17,19,18,17,100,96,88,1030,1028,1027,10,10,8,19,11,,0.00,5,,306<br />
2003-5-16,20,18,17,18,17,16,100,94,78,1028,1026,1025,10,10,10,13,8,,0.00,4,,317<br />
2003-5-17,21,19,17,19,17,16,100,91,73,1025,1023,1021,10,10,9,14,5,,0.00,5,Rain,220<br />
2003-5-18,21,19,18,20,19,18,100,98,94,1024,1022,1020,10,10,10,16,11,,0.00,6,,220<br />
2003-5-19,21,19,18,19,18,17,100,93,78,1027,1025,1024,10,9,1,23,11,,0.00,4,Fog,141<br />
2003-5-20,21,19,17,18,17,16,100,90,73,1026,1025,1024,10,10,10,24,16,,0.00,5,,124<br />
2003-5-21,22,19,15,18,16,14,100,81,68,1024,1024,1023,10,10,10,23,13,,0.00,3,,133<br />
2003-5-22,22,19,16,18,16,15,100,86,68,1025,1024,1023,10,10,10,21,11,,0.00,3,,122<br />
2003-5-23,22,18,15,17,16,15,100,89,69,1025,1024,1023,10,10,10,32,14,,0.00,3,,40<br />
2003-5-24,22,19,17,17,16,15,100,86,64,1025,1024,1023,10,10,10,27,18,42,0.00,6,,74<br />
2003-5-25,21,19,17,17,15,13,100,81,64,1024,1022,1021,10,10,10,29,21,,0.00,6,Rain,111<br />
2003-5-26,20,18,16,17,16,14,100,86,68,1022,1021,1020,10,10,10,26,16,,0.00,6,Rain,145<br />
2003-5-27,20,18,16,18,16,15,100,88,78,1020,1019,1018,10,10,10,23,11,,0.00,5,Rain,177<br />
2003-5-28,21,18,16,17,15,13,100,82,60,1020,1019,1017,10,10,10,23,14,,0.00,5,,18<br />
2003-5-29,19,17,14,13,12,9,88,72,56,1020,1019,1018,10,10,10,19,11,,0.00,4,,330<br />
2003-5-30,21,19,17,18,17,13,100,87,73,1021,1020,1019,10,10,10,16,13,,0.00,3,,282<br />
2003-5-31,21,19,18,20,18,17,100,96,94,1021,1020,1020,10,10,8,23,16,,0.00,5,,271<br />
2003-6-1,21,19,18,20,18,16,100,91,73,1021,1020,1019,10,9,8,24,14,,0.00,4,,291<br />
2003-6-2,21,20,19,20,19,18,100,96,94,1020,1018,1017,10,8,0,26,23,,0.00,6,Fog,278<br />
2003-6-3,21,19,17,18,16,11,94,80,64,1020,1017,1015,10,10,10,27,23,,0.00,4,Rain,304<br />
2003-6-4,20,18,16,19,15,11,100,80,68,1024,1021,1020,10,10,10,21,14,,0.00,4,,292<br />
2003-6-5,23,21,19,21,19,18,100,96,88,1025,1024,1023,10,7,1,14,8,,0.00,5,Fog,241<br />
2003-6-6,22,20,18,21,19,17,100,95,88,1025,1023,1022,10,9,1,26,14,,0.00,6,Fog-Rain,234<br />
2003-6-7,21,19,17,18,16,13,100,82,60,1023,1022,1021,10,10,10,14,10,,0.00,5,,293<br />
2003-6-8,22,20,19,21,19,17,100,94,88,1022,1018,1016,10,10,6,29,21,,0.00,5,Rain,224<br />
2003-6-9,21,19,18,20,17,13,100,83,68,1019,1017,1015,10,10,8,34,27,,0.00,5,,264<br />
2003-6-10,19,17,15,16,14,13,100,85,73,1020,1019,1018,10,10,9,23,14,,0.00,6,Rain,294<br />
2003-6-11,21,17,14,17,15,13,100,84,68,1021,1019,1017,10,10,9,21,8,,0.00,3,Rain,39<br />
2003-6-12,21,18,15,16,15,14,100,81,68,1021,1020,1019,10,10,10,19,6,,0.00,4,,116<br />
2003-6-13,23,19,16,19,16,15,100,83,64,1020,1019,1018,10,10,10,21,13,,0.00,2,,160<br />
2003-6-14,22,20,19,21,20,19,100,96,94,1022,1021,1019,10,10,10,24,16,,0.00,5,Rain,184<br />
2003-6-15,23,20,18,22,20,18,100,94,78,1024,1022,1020,10,10,10,19,10,,0.00,4,Rain,231<br />
2003-6-16,21,18,16,17,14,13,88,72,60,1026,1024,1023,10,10,10,16,13,,0.00,2,,312<br />
2003-6-17,23,19,16,15,14,12,88,70,60,1026,1025,1024,10,10,10,13,6,,0.00,1,,260<br />
2003-6-18,23,19,16,16,15,14,94,76,57,1026,1025,1025,10,10,10,13,6,,0.00,2,,125<br />
2003-6-19,22,19,17,17,16,14,88,79,64,1025,1023,1022,10,10,10,16,6,,0.00,4,,37<br />
2003-6-20,23,20,18,17,16,15,94,77,64,1022,1020,1019,10,10,10,21,8,,0.00,3,,339<br />
2003-6-21,22,20,18,18,17,15,94,82,69,1020,1019,1017,10,10,8,26,11,,0.00,4,Rain,5<br />
2003-6-22,21,18,16,16,13,11,88,69,53,1019,1018,1017,10,10,10,16,13,,0.00,3,,20<br />
2003-6-23,21,18,15,14,13,12,88,71,56,1020,1019,1018,10,10,10,11,6,,0.00,5,,156<br />
2003-6-24,24,20,17,16,14,13,82,67,53,1022,1021,1020,10,10,10,19,10,,0.00,2,,156<br />
2003-6-25,24,21,19,20,17,15,100,77,65,1021,1020,1019,10,10,9,21,13,,0.00,4,Rain,193<br />
2003-6-26,24,21,19,20,18,16,100,82,65,1026,1023,1020,10,10,9,26,18,,0.00,4,Rain,339<br />
2003-6-27,23,20,17,18,16,14,88,75,60,1027,1026,1026,10,10,10,16,8,,0.00,4,,342<br />
2003-6-28,23,21,20,20,18,17,94,87,78,1026,1022,1019,10,10,10,29,19,,0.00,6,,294<br />
2003-6-29,22,20,18,17,14,12,88,70,56,1023,1018,1017,10,10,10,29,24,,0.00,4,,319<br />
2003-6-30,23,20,18,17,16,14,83,75,65,1019,1017,1016,10,10,10,23,18,,0.00,3,,290<br />
2003-7-1,23,21,19,20,18,16,94,82,65,1020,1019,1018,10,10,10,16,10,,0.00,3,,240<br />
2003-7-2,24,22,21,21,20,19,94,91,78,1022,1021,1019,10,9,3,16,13,,0.00,6,,237<br />
2003-7-3,23,21,20,21,19,17,100,86,73,1025,1023,1022,10,10,3,19,13,,0.00,3,Rain,293<br />
2003-7-4,24,21,19,17,17,16,88,77,61,1026,1025,1024,10,10,10,21,13,,0.00,2,,336<br />
2003-7-5,23,20,17,17,17,16,94,78,69,1026,1025,1024,10,10,10,11,5,,0.00,3,,279<br />
2003-7-6,24,20,17,18,17,16,94,75,61,1025,1024,1023,10,10,10,19,11,,0.00,2,,153<br />
2003-7-7,25,23,21,21,19,18,94,79,69,1025,1024,1023,10,10,10,19,13,,0.00,3,,201<br />
2003-7-8,26,23,22,22,21,21,94,89,78,1025,1024,1023,10,10,7,14,11,,0.00,5,,214<br />
2003-7-9,25,23,22,22,21,20,100,87,74,1025,1024,1023,10,8,5,13,10,,0.00,3,,290<br />
2003-7-10,25,23,21,21,20,19,94,82,73,1026,1025,1024,10,8,5,16,10,,0.00,3,,330<br />
2003-7-11,26,23,20,20,19,18,94,80,65,1026,1026,1025,10,8,3,10,5,,0.00,3,,358<br />
2003-7-12,26,23,21,22,21,19,88,79,74,1025,1023,1023,10,9,8,21,13,,0.00,4,,246<br />
2003-7-13,22,21,20,14,13,12,64,62,57,1025,1024,1024,10,10,10,23,19,,0.00,3,,18<br />
2003-7-14,23,21,19,14,12,9,68,58,47,1026,1025,1024,10,10,10,29,19,45,0.00,4,,13<br />
2003-7-15,22,20,19,18,13,9,83,61,50,1025,1024,1023,10,10,10,23,14,,0.00,4,,323<br />
2003-7-16,24,22,20,19,17,13,88,72,53,1023,1022,1021,10,10,10,24,18,,0.00,4,,316<br />
2003-7-17,24,22,20,20,17,16,100,76,65,1022,1021,1021,10,10,8,21,13,,0.00,3,,289<br />
2003-7-18,23,21,20,18,16,13,88,70,53,1026,1023,1022,10,10,10,21,14,,0.00,3,,319<br />
2003-7-19,24,22,20,19,16,14,83,70,61,1025,1025,1024,10,10,10,21,11,37,0.00,3,,275<br />
2003-7-20,24,22,21,20,18,17,94,79,65,1025,1023,1022,10,10,10,23,14,,0.00,3,,301<br />
2003-7-21,24,21,19,19,18,17,88,77,65,1025,1023,1021,10,10,10,14,10,,0.00,4,,318<br />
2003-7-22,24,21,19,17,16,14,83,68,53,1029,1027,1025,10,10,10,13,11,,0.00,3,,6<br />
2003-7-23,25,21,18,16,15,14,83,66,53,1031,1030,1028,10,10,10,14,6,,0.00,3,,48<br />
2003-7-24,26,23,22,20,19,17,88,77,61,1031,1029,1028,10,10,9,16,10,,0.00,6,Rain,11<br />
2003-7-25,25,23,22,20,18,17,88,74,61,1028,1026,1025,10,10,10,16,8,,0.00,4,,298<br />
2003-7-26,26,24,23,22,21,19,88,82,74,1026,1024,1023,10,10,9,23,14,,0.00,4,Rain,274<br />
2003-7-27,25,23,22,22,22,21,100,89,78,1025,1024,1022,10,10,9,23,14,40,0.00,5,Rain,256<br />
2003-7-28,26,24,23,22,22,21,94,86,74,1027,1026,1024,10,10,10,14,10,,0.00,3,,253<br />
2003-7-29,26,24,23,22,21,20,89,82,74,1029,1028,1027,10,10,10,19,11,,0.00,2,,291<br />
2003-7-30,26,23,21,22,19,17,94,78,65,1029,1028,1028,10,10,10,24,16,,0.00,4,,28<br />
2003-7-31,26,23,22,21,20,18,94,81,65,1028,1025,1023,10,10,1,21,14,,0.00,4,Rain,22<br />
2003-8-1,27,24,22,22,21,19,94,81,65,1024,1022,1022,10,10,8,21,13,,0.00,5,Rain,14<br />
2003-8-2,26,23,22,21,21,20,94,80,74,1022,1021,1021,10,10,10,21,11,,0.00,4,,316<br />
2003-8-3,26,24,23,21,21,20,88,80,74,1021,1019,1018,10,10,10,14,8,,0.00,5,,187<br />
2003-8-4,27,24,22,22,22,20,94,83,74,1020,1018,1017,10,10,9,21,13,,0.00,3,Rain,203<br />
2003-8-5,27,24,23,23,23,22,94,87,74,1021,1020,1019,10,10,10,21,11,,0.00,2,,179<br />
2003-8-6,26,23,22,23,22,21,94,86,74,1021,1020,1019,10,9,0,21,13,,0.00,3,Fog,218<br />
2003-8-7,27,24,22,23,21,20,94,84,74,1020,1019,1018,10,10,6,23,11,,0.00,3,Rain,215<br />
2003-8-8,24,22,20,20,16,15,88,68,57,1023,1020,1018,10,10,10,19,14,35,0.00,3,,6<br />
2003-8-9,26,22,18,16,16,14,83,65,50,1024,1023,1022,10,10,10,14,8,,0.00,2,,32<br />
2003-8-10,26,23,20,17,17,16,78,66,57,1024,1021,1017,10,10,10,26,11,,0.00,4,,105<br />
2003-8-11,26,23,22,22,20,17,94,81,69,1017,1013,1012,10,10,2,35,26,,0.00,6,Rain,177<br />
2003-8-12,26,23,22,22,21,19,89,83,73,1018,1016,1014,10,10,8,16,11,,0.00,5,Rain,202<br />
2003-8-13,28,26,23,23,22,19,94,81,58,1024,1022,1019,10,10,10,16,10,,0.00,5,,172<br />
2003-8-14,26,23,22,22,20,18,94,77,61,1025,1024,1022,10,10,8,24,13,,0.00,5,Rain-Thunderstorm,143<br />
2003-8-15,26,23,22,21,21,19,94,81,65,1025,1024,1023,10,10,10,21,11,,0.00,4,,55<br />
2003-8-16,26,23,22,21,20,18,94,80,69,1025,1024,1024,10,10,10,16,6,,0.00,3,,67<br />
2003-8-17,26,23,21,20,19,17,88,75,65,1025,1024,1023,10,10,10,19,10,,0.00,2,,321<br />
2003-8-18,26,23,21,23,19,17,89,78,61,1025,1024,1022,10,10,10,14,6,,0.00,2,,264<br />
