SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-1-16,32,28,24,24,24,22,100,80,55,1011,1009,1007,10,10,10,19,8,,0.00,5,,15<br />
2002-1-17,32,28,25,25,24,23,94,80,59,1010,1009,1006,10,10,10,24,11,,0.00,5,,24<br />
2002-1-18,32,28,25,25,24,23,94,81,59,1009,1008,1006,10,10,9,23,10,,0.00,5,,16<br />
2002-1-19,32,28,25,25,24,23,94,82,62,1010,1009,1006,10,10,10,19,6,,0.00,6,,6<br />
2002-1-20,31,28,26,25,24,23,94,82,66,1011,1009,1007,10,10,10,21,6,,0.00,6,,9<br />
2002-1-21,31,28,25,25,24,23,94,82,62,1011,1009,1007,10,10,10,19,8,,0.00,6,Rain,9<br />
2002-1-22,30,28,25,26,24,23,100,85,70,1011,1009,1007,10,9,5,29,13,,0.00,6,Rain,20<br />
2002-1-23,30,27,24,26,24,23,100,90,70,1012,1010,1009,10,7,3,26,10,,0.00,6,Rain,360<br />
2002-1-24,26,24,24,26,24,24,100,96,94,1012,1010,1008,10,6,2,23,6,,0.00,7,Rain,1<br />
2002-1-25,27,26,24,26,25,24,100,96,89,1011,1009,1007,10,7,1,24,8,,0.00,6,Rain-Thunderstorm,348<br />
2002-1-26,30,28,25,25,24,24,100,87,70,1011,1009,1007,10,9,5,19,6,,0.00,6,,13<br />
2002-1-27,30,28,25,25,24,23,100,84,66,1011,1009,1008,10,10,10,24,8,,0.00,6,,8<br />
2002-1-28,31,28,26,24,24,22,89,79,58,1012,1011,1009,10,10,10,26,14,,0.00,5,,17<br />
2002-1-29,31,28,26,24,24,23,89,80,62,1013,1011,1010,10,10,10,29,16,,0.00,6,,24<br />
2002-1-30,31,28,26,24,23,22,89,80,62,1013,1012,1011,10,10,10,27,13,,0.00,6,Rain,12<br />
2002-1-31,30,28,25,24,23,22,94,82,66,1014,1012,1011,10,9,5,27,13,,0.00,6,Rain,11<br />
2002-2-1,31,28,25,24,23,21,89,78,58,1014,1013,1010,10,10,9,24,10,,0.00,5,Rain,4<br />
2002-2-2,31,27,24,25,23,22,94,81,62,1014,1012,1010,10,10,8,26,6,,0.00,5,,7<br />
2002-2-3,31,28,25,24,23,22,94,80,62,1013,1012,1010,10,10,9,27,8,,0.00,5,,14<br />
2002-2-4,31,27,24,24,23,23,94,80,62,1013,1011,1009,10,10,10,26,10,,0.00,6,,9<br />
2002-2-5,32,28,24,24,23,23,94,81,59,1013,1011,1009,10,10,10,24,6,,0.00,6,,11<br />
2002-2-6,31,27,24,24,23,21,94,78,55,1013,1011,1009,10,10,10,24,10,,0.00,6,,15<br />
2002-2-7,31,27,24,24,23,22,94,78,58,1013,1011,1010,10,10,10,21,10,,0.00,6,,15<br />
2002-2-8,31,27,24,23,22,20,89,76,55,1014,1011,1009,10,10,10,26,8,,0.00,6,,7<br />
2002-2-9,31,27,24,23,22,21,89,75,55,1012,1011,1008,10,10,10,24,8,,0.00,6,,13<br />
2002-2-10,32,28,24,24,23,21,89,76,55,1012,1010,1008,10,10,10,24,11,,0.00,6,,16<br />
2002-2-11,32,28,25,24,24,23,94,80,62,1013,1011,1009,10,10,10,26,10,,0.00,6,,5<br />
2002-2-12,32,29,26,25,23,22,89,77,55,1014,1012,1009,10,10,9,27,13,,0.00,6,,8<br />
2002-2-13,26,24,23,24,23,22,100,94,83,1014,1012,1011,10,8,2,21,13,39,0.00,6,Rain,321<br />
2002-2-14,30,28,25,24,23,22,94,80,66,1014,1012,1010,10,10,10,24,16,,0.00,6,Rain,16<br />
2002-2-15,29,27,24,24,23,22,94,86,70,1013,1012,1010,10,10,10,29,8,,0.00,6,Rain,358<br />
2002-2-16,31,28,26,24,23,21,89,77,58,1013,1012,1009,10,10,10,27,14,,0.00,5,,15<br />
2002-2-17,31,28,25,24,23,22,89,78,62,1014,1012,1011,10,10,10,26,13,,0.00,5,,16<br />
2002-2-18,31,28,25,24,23,22,94,78,62,1015,1013,1011,10,10,10,27,14,,0.00,6,,17<br />
2002-2-19,31,28,26,24,24,23,89,80,66,1015,1013,1011,10,10,10,29,14,,0.00,6,,15<br />
2002-2-20,31,28,25,25,24,23,94,81,66,1015,1013,1011,10,10,10,26,11,,0.00,5,,16<br />
2002-2-21,30,28,25,25,24,24,94,83,70,1016,1014,1012,10,10,10,21,6,,0.00,5,,4<br />
2002-2-22,32,29,26,26,25,24,94,84,66,1017,1014,1012,10,10,8,26,11,,0.00,6,,8<br />
2002-2-23,32,29,26,25,24,24,94,82,62,1015,1013,1011,10,10,10,26,10,,0.00,5,,9<br />
2002-2-24,32,28,25,25,24,23,94,80,59,1014,1012,1009,10,10,10,26,10,,0.00,5,,5<br />
2002-2-25,31,28,26,25,24,24,94,82,66,1013,1011,1010,10,10,10,26,11,,0.00,5,Thunderstorm,6<br />
2002-2-26,31,28,25,26,25,24,100,87,70,1013,1011,1009,10,10,10,27,10,,0.00,5,,18<br />
2002-2-27,32,29,26,26,25,24,94,83,66,1011,1010,1007,10,10,10,27,14,,0.00,5,,29<br />
2002-2-28,32,29,26,26,25,24,94,84,66,1012,1010,1007,10,10,8,24,10,,0.00,6,,10<br />
2002-3-1,32,29,26,25,24,24,94,81,62,1011,1009,1007,10,10,10,24,14,,0.00,6,,29<br />
2002-3-2,32,29,26,25,24,23,94,81,62,1011,1009,1007,10,10,10,23,11,,0.00,5,,31<br />
2002-3-3,32,29,26,25,24,24,94,82,62,1010,1008,1006,10,10,10,27,10,,0.00,6,,25<br />
2002-3-4,32,28,25,25,24,23,94,80,59,1010,1009,1007,10,10,10,26,13,,0.00,6,,19<br />
2002-3-5,33,28,24,24,24,23,100,79,55,1012,1009,1007,10,10,9,24,10,,0.00,5,,22<br />
2002-3-6,32,28,25,25,23,22,94,79,58,1012,1010,1008,10,10,10,26,8,,0.00,6,,15<br />
2002-3-7,32,28,25,24,22,20,89,74,49,1013,1011,1009,10,10,10,29,11,,0.00,6,,10<br />
2002-3-8,33,29,25,24,23,22,94,76,52,1014,1012,1009,10,10,10,34,13,,0.00,6,,14<br />
2002-3-9,33,29,25,25,23,21,94,77,55,1014,1012,1009,10,10,9,27,14,,0.00,6,,19<br />
2002-3-10,33,29,26,24,23,22,89,76,52,1013,1011,1009,10,10,10,27,14,,0.00,5,,23<br />
2002-3-11,33,29,26,25,23,22,89,76,52,1013,1011,1009,10,10,10,27,13,,0.00,5,,18<br />
2002-3-12,32,28,25,24,24,22,94,77,55,1013,1011,1009,10,10,9,27,13,,0.00,5,,22<br />
2002-3-13,33,29,26,25,24,23,89,76,55,1013,1011,1009,10,10,6,24,13,,0.00,5,,27<br />
2002-3-14,33,29,26,25,24,23,94,79,59,1013,1011,1008,10,9,6,21,8,,0.00,5,,30<br />
2002-3-15,33,28,24,26,25,23,94,86,62,1012,1010,1008,10,9,4,24,6,,0.00,6,Rain-Thunderstorm,53<br />
2002-3-16,33,29,26,26,26,23,100,84,55,1011,1009,1006,10,10,6,21,5,,0.00,5,,74<br />
2002-3-17,34,30,26,26,24,21,94,75,49,1012,1009,1007,10,10,10,24,10,,0.00,6,,38<br />
2002-3-18,31,28,25,26,24,23,94,83,66,1013,1011,1009,10,9,3,24,6,,0.00,5,Rain-Thunderstorm,21<br />
2002-3-19,32,28,24,25,24,23,100,81,59,1013,1010,1008,10,10,8,27,14,,0.00,5,Rain,15<br />
2002-3-20,31,27,24,26,25,24,100,89,70,1012,1010,1007,10,9,2,24,8,,0.00,5,Rain-Thunderstorm,12<br />
2002-3-21,32,28,25,26,25,24,100,84,66,1011,1009,1006,10,10,10,27,5,,0.00,5,,51<br />
2002-3-22,32,28,25,26,26,24,100,87,70,1011,1008,1006,10,10,7,21,3,,0.00,5,Rain-Thunderstorm,13<br />
2002-3-23,33,29,25,26,24,24,94,85,62,1010,1008,1005,10,10,8,21,5,,0.00,5,Thunderstorm,8<br />
2002-3-24,34,29,25,27,25,23,100,81,52,1009,1007,1004,10,9,5,14,3,,0.00,6,Thunderstorm,330<br />
2002-3-25,34,30,27,27,26,24,94,81,59,1009,1007,1005,10,10,9,21,6,,0.00,6,Rain,37<br />
2002-3-26,34,30,27,26,26,24,94,81,59,1010,1008,1005,10,10,10,23,8,,0.00,6,,42<br />
2002-3-27,32,29,27,26,25,23,89,80,62,1010,1008,1006,10,10,10,21,8,,0.00,6,,26<br />
2002-3-28,34,30,26,26,25,20,100,79,44,1011,1009,1006,10,10,10,24,8,,0.00,5,,47<br />
2002-3-29,33,30,27,26,25,23,94,81,62,1011,1009,1008,10,10,8,23,5,,0.00,6,Thunderstorm,35<br />
2002-3-30,32,29,26,26,25,23,94,83,66,1012,1010,1008,10,10,8,13,5,,0.00,6,Rain,9<br />
2002-3-31,30,27,24,26,25,23,100,93,74,1012,1010,1008,10,9,4,23,3,,0.00,6,Rain-Thunderstorm,331<br />
2002-4-1,33,29,25,26,24,22,100,78,55,1013,1011,1009,10,10,9,23,6,,0.00,5,,345<br />
2002-4-2,33,29,25,24,23,22,94,75,52,1013,1011,1008,10,10,10,26,6,,0.00,5,,19<br />
2002-4-3,33,29,25,25,24,21,94,78,55,1012,1009,1007,10,10,5,24,3,,0.00,6,Rain-Thunderstorm,27<br />
2002-4-4,33,29,26,26,25,24,94,80,59,1010,1008,1005,10,10,10,24,5,,0.00,6,,62<br />
2002-4-5,34,30,27,26,25,24,94,78,56,1010,1008,1006,10,10,10,27,8,,0.00,5,,72<br />
2002-4-6,32,29,26,26,24,22,89,78,62,1013,1010,1007,10,10,6,16,6,,0.00,6,Thunderstorm,167<br />
2002-4-7,33,30,27,26,25,23,94,76,55,1012,1010,1007,10,10,10,19,5,,0.00,6,,144<br />
2002-4-8,29,27,25,27,26,24,100,89,79,1013,1010,1007,10,9,3,16,8,,0.00,6,Rain-Thunderstorm,191<br />
2002-4-9,33,29,26,26,26,24,100,84,62,1011,1009,1007,10,10,6,16,2,,0.00,5,Thunderstorm,181<br />
2002-4-10,31,27,23,26,24,23,100,84,66,1012,1009,1006,10,9,3,19,6,34,0.00,6,Rain-Thunderstorm,261<br />
2002-4-11,33,29,25,26,25,22,100,80,55,1010,1008,1006,10,10,8,21,5,,0.00,5,,76<br />
2002-4-12,34,30,27,26,25,24,94,78,59,1011,1009,1007,10,10,10,24,10,,0.00,4,,34<br />
2002-4-13,33,30,27,26,24,23,89,76,55,1011,1009,1006,10,10,10,23,10,,0.00,4,,15<br />
2002-4-14,32,29,26,27,25,22,94,83,66,1011,1009,1006,10,10,6,23,5,,0.00,6,Thunderstorm,9<br />
2002-4-15,33,29,26,26,26,25,94,82,63,1012,1009,1007,10,10,9,19,5,,0.00,5,Thunderstorm,65<br />
2002-4-16,33,30,26,26,26,21,94,82,52,1011,1009,1007,10,9,5,24,5,,0.00,5,Rain,60<br />
2002-4-17,34,30,26,26,25,23,100,82,55,1011,1009,1006,10,9,4,21,3,,0.00,5,Thunderstorm,78<br />
2002-4-18,34,30,27,27,26,24,94,79,56,1010,1008,1006,10,10,8,19,5,,0.00,5,,41<br />
2002-4-19,34,30,27,25,24,23,89,76,52,1011,1009,1007,10,10,10,16,6,,0.00,5,,38<br />
2002-4-20,33,30,27,27,26,22,94,81,63,1010,1008,1006,10,9,2,34,8,,0.00,6,Rain,23<br />
2002-4-21,33,30,27,27,26,25,94,82,63,1009,1007,1005,10,10,6,24,5,,0.00,6,Rain-Thunderstorm,70<br />
2002-4-22,33,29,26,27,26,25,100,89,63,1009,1007,1005,10,9,4,24,2,,0.00,6,Rain-Thunderstorm,51<br />
2002-4-23,33,29,26,27,26,24,100,88,66,1009,1008,1005,10,8,5,26,2,,0.00,5,Rain-Thunderstorm,44<br />
2002-4-24,32,29,27,27,26,24,100,86,62,1009,1007,1004,10,10,7,13,3,,0.00,6,Rain-Thunderstorm,71<br />
2002-4-25,32,29,26,27,26,25,94,85,66,1009,1007,1005,10,10,4,19,3,,0.00,6,Rain-Thunderstorm,220<br />
2002-4-26,33,29,26,27,26,23,100,85,63,1009,1007,1005,10,9,6,21,3,,0.00,6,Rain-Thunderstorm,87<br />
2002-4-27,32,29,26,27,26,24,94,87,62,1009,1008,1006,10,9,3,14,3,,0.00,5,Rain-Thunderstorm,32<br />
2002-4-28,33,29,25,27,26,24,100,85,62,1009,1007,1005,10,8,5,13,3,,0.00,6,Thunderstorm,229<br />
2002-4-29,31,29,27,27,26,24,100,89,75,1008,1006,1004,10,8,3,27,2,,0.00,5,Rain-Thunderstorm,109<br />
2002-4-30,30,28,26,27,26,25,100,90,74,1008,1006,1004,10,8,3,14,3,,0.00,5,Rain-Thunderstorm,258<br />
2002-5-1,32,28,25,26,25,24,100,92,62,1008,1006,1004,10,9,1,27,3,,0.00,6,Rain-Thunderstorm,291<br />
2002-5-2,32,28,25,27,25,24,100,87,66,1008,1006,1004,10,9,1,16,2,,0.00,6,Rain-Thunderstorm,191<br />
2002-5-3,32,29,26,27,26,24,100,86,62,1007,1006,1004,10,8,3,13,2,,0.00,5,,12<br />
2002-5-4,33,29,26,27,26,25,100,84,66,1007,1006,1003,10,10,7,14,3,,0.00,6,Rain-Thunderstorm,13<br />
2002-5-5,32,29,27,27,26,25,94,85,70,1008,1005,1003,10,10,5,14,2,,0.00,6,Rain-Thunderstorm,353<br />
2002-5-6,32,29,27,26,26,24,94,83,62,1007,1005,1003,10,10,6,11,2,,0.00,6,Thunderstorm,278<br />
2002-5-7,30,27,24,26,25,24,100,87,70,1009,1007,1005,10,9,1,19,5,,0.00,6,Rain-Thunderstorm,246<br />
2002-5-8,32,29,26,27,26,24,100,83,66,1010,1008,1006,10,10,4,14,5,,0.00,6,Rain-Thunderstorm,192<br />
2002-5-9,30,28,25,26,25,24,100,86,70,1010,1008,1006,10,9,4,24,5,,0.00,6,Rain-Thunderstorm,192<br />
2002-5-10,33,30,27,27,26,22,94,79,55,1010,1008,1006,10,10,10,14,6,,0.00,6,Rain,168<br />
2002-5-11,33,30,28,26,25,22,89,76,52,1010,1008,1006,10,10,10,16,8,,0.00,5,,159<br />
2002-5-12,32,29,27,27,26,24,94,80,62,1011,1009,1007,10,10,6,19,10,,0.00,5,Rain-Thunderstorm,146<br />
2002-5-13,33,30,27,28,26,24,94,79,59,1012,1010,1008,10,10,10,24,10,,0.00,5,,107<br />
2002-5-14,34,31,28,28,26,23,94,78,52,1012,1010,1008,10,10,10,24,10,,0.00,6,,97<br />
2002-5-15,34,31,28,27,26,25,89,79,63,1012,1010,1008,10,10,10,24,8,,0.00,5,Thunderstorm,81<br />
2002-5-16,33,30,28,27,26,25,89,79,63,1011,1009,1007,10,10,10,16,8,,0.00,5,,131<br />
2002-5-17,34,31,29,27,26,24,89,77,59,1011,1009,1007,10,10,8,23,14,,0.00,5,,143<br />
2002-5-18,34,31,29,27,26,25,84,76,59,1011,1009,1007,10,10,10,23,13,,0.00,5,,130<br />
2002-5-19,34,31,29,26,25,23,84,73,55,1011,1009,1006,10,10,10,187,19,,0.00,5,,126<br />
2002-5-20,33,31,29,26,25,24,79,74,59,1010,1009,1006,10,10,10,23,14,,0.00,6,,138<br />
2002-5-21,32,28,24,26,25,23,94,82,66,1013,1010,1008,10,9,4,29,8,,0.00,6,Rain-Thunderstorm,192<br />
2002-5-22,32,29,27,27,25,24,94,80,66,1013,1011,1008,10,10,10,19,3,,0.00,6,,172<br />
2002-5-23,33,28,24,27,26,24,100,83,62,1014,1011,1008,10,9,1,27,3,,0.00,6,Rain-Thunderstorm,184<br />
2002-5-24,32,28,25,27,26,24,100,85,66,1013,1011,1008,10,9,5,14,3,,0.00,6,Rain-Thunderstorm,189<br />
2002-5-25,32,30,28,27,26,23,89,81,62,1012,1011,1008,10,10,5,19,3,,0.00,6,Rain-Thunderstorm,194<br />
2002-5-26,32,28,25,27,25,24,94,88,70,1012,1011,1009,10,9,3,27,3,,0.00,6,Rain-Thunderstorm,209<br />
2002-5-27,32,28,25,26,24,23,100,89,66,1012,1011,1009,10,9,4,24,3,,0.00,6,Rain-Thunderstorm,273<br />
2002-5-28,32,29,26,26,25,23,94,82,59,1012,1010,1008,10,10,5,14,3,,0.00,6,Rain-Thunderstorm,164<br />
2002-5-29,31,29,27,26,25,24,89,85,74,1012,1010,1008,10,10,6,29,6,,0.00,6,Rain-Thunderstorm,169<br />
2002-5-30,32,29,26,27,26,24,100,83,66,1011,1010,1008,10,10,10,19,5,,0.00,6,Rain-Thunderstorm,151<br />
2002-5-31,31,29,27,27,26,24,94,85,70,1012,1010,1008,10,10,7,13,3,,0.00,6,Rain-Thunderstorm,197<br />
2002-6-1,33,29,26,26,25,24,94,81,59,1011,1009,1007,10,10,8,14,5,,0.00,6,Thunderstorm,162<br />
2002-6-2,32,29,27,27,26,24,94,82,70,1011,1009,1006,10,10,9,24,5,,0.00,5,Rain-Thunderstorm,141<br />
2002-6-3,33,29,26,27,26,23,94,84,62,1010,1008,1007,10,10,4,24,5,,0.00,6,Rain-Thunderstorm,187<br />
2002-6-4,32,29,26,26,25,24,100,84,66,1011,1009,1007,10,9,8,14,5,,0.00,6,Rain-Thunderstorm,189<br />
2002-6-5,33,29,26,27,26,24,94,83,62,1010,1008,1006,10,10,4,21,5,,0.00,6,Rain-Thunderstorm,164<br />
2002-6-6,33,30,27,27,26,24,94,80,63,1010,1008,1007,10,10,10,27,6,,0.00,5,,169<br />
2002-6-7,33,29,26,26,25,23,100,81,55,1010,1008,1006,10,9,5,14,3,,0.00,6,,196<br />
2002-6-8,33,30,27,27,26,23,94,79,63,1009,1007,1005,10,10,10,19,6,,0.00,6,,181<br />
2002-6-9,33,29,26,27,26,24,94,82,66,1008,1007,1005,10,10,6,24,8,,0.00,6,Rain-Thunderstorm,161<br />
2002-6-10,33,30,27,26,26,24,94,81,63,1009,1007,1005,10,10,10,23,6,,0.00,6,Rain-Thunderstorm,173<br />
2002-6-11,29,27,24,26,25,24,100,91,79,1011,1009,1007,10,9,2,24,5,,0.00,6,Rain-Thunderstorm,143<br />
2002-6-12,30,27,24,26,25,24,100,90,74,1011,1009,1007,10,10,7,19,3,,0.00,6,Rain-Thunderstorm,254<br />
2002-6-13,30,28,25,26,24,23,94,86,70,1010,1008,1006,10,10,10,13,3,,0.00,6,Rain-Thunderstorm,183<br />
2002-6-14,31,28,26,26,24,22,94,83,62,1010,1008,1006,10,9,5,16,2,,0.00,6,Rain,256<br />
2002-6-15,32,29,26,26,25,23,100,82,62,1010,1008,1006,10,10,9,19,3,,0.00,6,,171<br />
2002-6-16,32,29,27,27,25,23,94,81,62,1010,1008,1007,10,10,10,16,5,,0.00,6,Rain-Thunderstorm,171<br />
2002-6-17,29,27,24,26,24,23,94,85,74,1011,1009,1008,10,10,4,19,5,,0.00,7,Rain,203<br />
2002-6-18,32,29,26,26,24,23,94,81,62,1011,1009,1007,10,10,10,16,3,,0.00,6,,182<br />
2002-6-19,32,30,28,27,25,24,94,77,62,1010,1008,1006,10,10,10,23,6,,0.00,6,,172<br />
2002-6-20,33,30,27,26,24,22,84,73,58,1011,1009,1008,10,10,10,21,11,,0.00,6,,185<br />
2002-6-21,32,29,27,27,26,25,94,80,66,1010,1009,1007,10,10,10,19,8,,0.00,6,,186<br />
2002-6-22,32,30,28,26,25,23,89,79,62,1011,1010,1008,10,10,10,21,10,,0.00,6,,179<br />
2002-6-23,33,30,28,26,26,24,89,79,59,1013,1010,1008,10,10,10,19,8,,0.00,6,,146<br />
2002-6-24,32,30,28,27,26,24,89,79,62,1013,1011,1008,10,10,10,21,11,,0.00,6,,153<br />
2002-6-25,33,30,27,27,26,24,94,82,59,1013,1011,1009,10,10,5,19,11,,0.00,5,Rain-Thunderstorm,133<br />
2002-6-26,32,30,28,27,26,23,94,81,62,1012,1011,1009,10,10,10,19,8,,0.00,5,,156<br />
2002-6-27,33,29,26,27,26,24,94,85,63,1012,1010,1009,10,10,6,23,13,,0.00,5,Rain-Thunderstorm,129<br />
2002-6-28,31,28,25,27,26,24,100,86,70,1014,1011,1009,10,9,4,21,3,,0.00,6,Rain-Thunderstorm,226<br />
2002-6-29,31,29,27,27,26,24,94,85,66,1012,1011,1009,10,10,6,13,5,,0.00,6,Rain-Thunderstorm,179<br />
2002-6-30,33,30,27,26,26,24,94,82,63,1010,1008,1006,10,10,10,21,8,,0.00,6,Rain-Thunderstorm,161<br />
2002-7-1,29,27,25,26,25,24,100,95,79,1011,1010,1008,10,8,1,14,6,,0.00,7,Rain-Thunderstorm,250<br />
2002-7-2,31,28,25,26,26,25,100,87,74,1012,1011,1009,10,10,10,21,5,,0.00,6,Rain,189<br />
2002-7-3,32,29,27,26,25,23,94,79,62,1012,1011,1009,10,10,9,26,10,,0.00,5,,181<br />
2002-7-4,32,29,27,26,26,24,94,79,62,1012,1010,1008,10,10,10,24,11,,0.00,6,,186<br />
2002-7-5,32,30,28,26,26,24,89,80,62,1011,1010,1008,10,10,10,23,13,,0.00,6,,178<br />
2002-7-6,32,29,27,26,26,24,94,80,62,1011,1009,1007,10,10,10,23,11,,0.00,6,,180<br />
2002-7-7,32,30,28,27,26,25,89,80,66,1010,1008,1006,10,10,10,21,13,,0.00,6,,174<br />
2002-7-8,33,30,28,27,26,24,94,80,62,1010,1008,1007,10,10,10,24,13,,0.00,6,,167<br />
2002-7-9,32,30,28,27,26,26,94,83,70,1010,1008,1006,10,10,10,24,13,,0.00,6,,153<br />
2002-7-10,31,27,24,26,25,23,94,82,66,1011,1008,1006,10,10,4,27,13,47,0.00,5,Rain,190<br />
2002-7-11,32,28,25,27,25,24,100,84,66,1010,1009,1007,10,10,4,26,6,,0.00,5,Rain-Thunderstorm,171<br />
2002-7-12,32,29,26,27,26,24,100,83,62,1011,1009,1008,10,10,6,24,10,,0.00,6,Rain,187<br />
2002-7-13,33,28,24,26,24,23,94,82,59,1012,1009,1007,10,9,3,26,6,,0.00,6,Rain-Thunderstorm,205<br />
2002-7-14,32,29,26,27,25,22,94,79,55,1011,1009,1006,10,10,5,23,10,,0.00,6,Rain-Thunderstorm,184<br />
2002-7-15,32,30,28,27,26,24,89,79,62,1011,1009,1007,10,10,8,24,14,,0.00,6,,171<br />
2002-7-16,32,29,26,26,25,22,89,81,62,1011,1009,1008,10,10,8,26,14,,0.00,6,Rain-Thunderstorm,164<br />
2002-7-17,32,29,27,26,26,22,94,80,66,1012,1010,1008,10,10,5,23,13,,0.00,6,Rain-Thunderstorm,165<br />
2002-7-18,31,28,25,26,25,23,94,86,70,1012,1011,1010,10,9,3,19,8,,0.00,6,Rain-Thunderstorm,190<br />
2002-7-19,33,29,25,26,25,24,100,82,63,1013,1011,1009,10,10,10,23,5,,0.00,4,,146<br />
2002-7-20,32,29,27,26,26,23,94,81,62,1013,1012,1009,10,10,10,24,11,,0.00,5,Rain-Thunderstorm,155<br />
2002-7-21,32,29,26,27,26,23,100,86,70,1012,1011,1009,10,9,4,16,5,,0.00,5,Rain-Thunderstorm,168<br />
2002-7-22,31,28,26,26,26,24,100,86,70,1013,1011,1009,10,9,5,19,3,,0.00,6,Thunderstorm,235<br />
2002-7-23,32,28,24,26,24,22,100,87,62,1014,1012,1010,10,9,3,29,5,,0.00,6,Rain-Thunderstorm,200<br />
2002-7-24,32,29,26,26,25,24,94,81,62,1014,1012,1009,10,10,10,23,5,,0.00,6,Thunderstorm,195<br />
2002-7-25,32,28,24,26,25,23,100,83,62,1012,1010,1007,10,9,2,26,8,,0.00,5,Rain-Thunderstorm,167<br />
2002-7-26,32,28,25,26,25,23,100,85,59,1011,1009,1007,10,9,4,23,8,,0.00,6,,173<br />
2002-7-27,31,27,24,26,25,24,100,87,74,1011,1009,1008,10,9,1,27,14,,0.00,6,Rain-Thunderstorm,136<br />
2002-7-28,30,28,27,26,25,22,94,81,66,1010,1009,1007,10,10,7,27,13,,0.00,5,Thunderstorm,163<br />
2002-7-29,29,27,24,26,24,23,100,87,74,1011,1010,1008,10,9,2,21,6,,0.00,6,Rain-Thunderstorm,195<br />
2002-7-30,31,27,24,25,24,21,100,80,55,1010,1009,1007,10,10,8,19,6,37,0.00,5,Rain,201<br />
2002-7-31,32,29,26,27,25,24,100,82,66,1010,1008,1006,10,10,10,23,8,,0.00,6,Thunderstorm,143<br />
2002-8-1,32,30,28,26,25,23,89,79,59,1009,1008,1006,10,10,8,24,11,,0.00,6,,146<br />
2002-8-2,32,29,27,26,25,22,94,79,58,1010,1008,1006,10,10,10,23,8,,0.00,5,,175<br />
2002-8-3,32,28,25,26,25,23,100,83,70,1010,1009,1006,10,10,8,19,5,,0.00,6,Rain-Thunderstorm,189<br />
2002-8-4,30,27,24,26,25,23,94,85,74,1012,1009,1007,10,10,4,21,10,37,0.00,6,Rain-Thunderstorm,178<br />
2002-8-5,31,29,27,26,26,24,94,81,70,1011,1009,1008,10,10,6,23,11,,0.00,6,Rain-Thunderstorm,158<br />
2002-8-6,32,29,27,26,24,23,89,75,62,1012,1010,1008,10,10,10,27,14,,0.00,6,,134<br />
2002-8-7,32,29,27,26,24,22,84,75,62,1012,1010,1008,10,10,10,21,13,,0.00,6,Rain,153<br />
2002-8-8,31,28,25,26,24,21,94,81,55,1012,1010,1009,10,10,6,26,6,,0.00,6,Rain,171<br />
