MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-19,18,9,1,-11,-15,-18,42,22,8,1017,1014,1011,16,16,16,45,27,58,0.00,3,,245<br />
2003-1-20,17,8,-1,-11,-16,-22,44,18,6,1013,1011,1007,16,16,11,45,24,58,0.00,2,,239<br />
2003-1-21,9,0,-9,-6,-9,-13,77,55,34,1017,1015,1013,16,16,16,14,10,,0.00,4,,297<br />
2003-1-22,-6,-9,-12,-7,-11,-14,100,93,84,1032,1025,1016,14,4,0,24,14,,0.00,8,Fog-Snow,86<br />
2003-1-23,11,-1,-12,-1,-9,-13,100,84,40,1031,1024,1019,16,6,0,21,6,,0.00,6,Fog,117<br />
2003-1-24,10,2,-5,-3,-4,-7,91,64,41,1024,1021,1017,16,16,16,29,18,,0.00,4,,154<br />
2003-1-25,10,3,-4,-4,-7,-11,88,53,28,1026,1021,1015,16,16,16,26,11,,0.00,4,,229<br />
2003-1-26,15,7,-1,-4,-8,-11,50,35,16,1024,1020,1015,16,16,16,29,21,29,0.00,4,,247<br />
2003-1-27,19,12,4,-4,-6,-8,43,31,17,1015,1011,1007,16,16,16,32,19,42,0.00,6,,232<br />
2003-1-28,9,3,-3,-1,-3,-7,92,70,32,1023,1016,1006,16,16,16,42,16,48,0.00,6,,99<br />
2003-1-29,10,2,-6,-1,-5,-10,100,72,28,1026,1022,1018,16,12,0,24,13,,0.00,4,Fog,218<br />
2003-1-30,17,8,-1,-1,-6,-9,89,44,22,1021,1014,1008,16,16,14,45,23,63,0.00,5,,241<br />
2003-1-31,18,7,-4,-2,-5,-9,92,49,21,1023,1018,1012,16,16,16,39,21,50,0.00,5,,224<br />
2003-2-1,21,14,8,-7,-9,-14,30,21,13,1011,1006,997,16,16,16,32,18,,0.00,6,,204<br />
2003-2-2,10,2,-5,0,-4,-12,100,75,22,1013,1003,996,16,9,1,37,29,47,3.05,8,Rain-Snow,9<br />
2003-2-3,-2,-6,-10,-6,-8,-13,100,86,63,1021,1016,1012,16,11,1,34,18,45,1.78,5,Snow,64<br />
2003-2-4,1,-6,-11,-6,-9,-14,100,75,50,1022,1018,1013,16,14,2,26,16,,0.76,5,Snow,195<br />
2003-2-5,-4,-7,-9,-7,-9,-11,100,91,75,1021,1017,1014,16,8,0,26,10,,0.00,7,Fog-Snow,96<br />
2003-2-6,-8,-12,-16,-9,-13,-19,95,86,74,1032,1025,1018,16,7,2,37,23,,1.02,7,Snow,32<br />
2003-2-7,-3,-12,-21,-13,-20,-26,83,54,28,1031,1026,1022,16,16,16,29,16,,0.00,0,,199<br />
2003-2-8,-2,-9,-16,-7,-14,-22,84,65,43,1022,1018,1012,16,16,16,27,19,,0.00,3,,157<br />
2003-2-9,-1,-4,-8,-8,-11,-17,96,70,40,1016,1014,1010,16,14,10,29,8,,0.00,5,Snow,268<br />
2003-2-10,7,0,-7,-7,-10,-16,81,48,30,1017,1013,1010,16,16,13,45,27,53,0.00,2,,270<br />
2003-2-11,4,-1,-7,-4,-8,-10,85,65,39,1022,1017,1013,16,16,16,32,19,,0.00,4,,152<br />
2003-2-12,11,2,-6,-4,-7,-11,81,56,25,1022,1020,1017,16,16,16,21,13,29,0.00,4,,181<br />
2003-2-13,9,4,-1,-2,-4,-5,79,63,41,1018,1011,1003,16,16,16,21,11,,0.00,6,,262<br />
2003-2-14,13,6,-1,0,-2,-3,100,69,38,1016,1008,1001,16,13,1,37,13,50,0.76,7,Fog-Snow,10<br />
2003-2-15,1,-1,-3,-1,-3,-4,100,92,80,1024,1021,1015,16,8,1,19,10,,0.00,7,Snow,65<br />
2003-2-16,10,2,-6,-2,-4,-7,96,72,39,1024,1016,1006,16,15,4,23,13,26,0.00,3,,214<br />
2003-2-17,10,4,-1,-4,-12,-18,80,36,13,1016,1013,1011,16,16,16,42,19,50,0.00,5,,309<br />
2003-2-18,6,1,-3,-5,-8,-11,78,56,29,1020,1015,1012,16,16,11,24,13,45,0.25,6,Snow,135<br />
2003-2-19,7,0,-6,-3,-6,-11,100,75,27,1023,1020,1015,16,11,1,32,13,,0.25,4,Fog-Snow,189<br />
2003-2-20,9,1,-6,-8,-11,-15,75,45,19,1016,1013,1010,16,16,16,27,18,,0.00,2,,205<br />
2003-2-21,9,2,-4,-5,-9,-13,66,42,22,1012,1009,1006,16,16,16,29,16,40,0.00,4,,259<br />
2003-2-22,8,1,-10,-1,-6,-12,100,72,25,1008,1003,997,16,9,1,52,23,64,0.51,7,Fog-Snow-Thunderstorm,132<br />
2003-2-23,-10,-13,-17,-11,-16,-20,93,85,74,1025,1015,1007,16,7,1,37,23,45,0.76,7,Snow,67<br />
2003-2-24,-12,-17,-21,-15,-19,-23,88,80,64,1032,1027,1017,16,14,3,23,16,,0.51,5,Snow,77<br />
2003-2-25,-2,-10,-17,-7,-12,-19,93,73,47,1022,1016,1011,16,14,3,16,10,,0.00,6,Snow,134<br />
2003-2-26,2,-4,-9,-3,-6,-9,100,92,61,1013,1008,1005,16,5,0,21,11,,1.27,7,Fog-Snow,164<br />
2003-2-27,1,-4,-8,-3,-6,-9,100,89,63,1012,1009,1007,16,7,1,23,5,,0.76,8,Fog-Snow,59<br />
2003-2-28,-2,-3,-5,-4,-6,-7,96,87,78,1012,1010,1008,11,7,1,16,8,,0.25,8,Fog-Snow,299<br />
2003-3-1,2,-2,-6,-4,-6,-8,100,80,56,1020,1014,1008,16,10,1,32,18,37,0.00,7,Fog-Snow,50<br />
2003-3-2,8,-1,-9,-6,-9,-13,96,61,23,1020,1013,1005,16,14,1,23,13,,0.00,2,Fog-Snow,234<br />
2003-3-3,11,4,-1,-8,-11,-13,59,37,20,1007,1003,1000,16,16,11,45,21,52,0.00,4,,266<br />
2003-3-4,-1,-7,-13,-4,-11,-14,100,90,61,1011,1005,1000,16,4,0,26,16,,1.27,8,Fog-Snow,89<br />
2003-3-5,5,-4,-13,-9,-12,-14,100,69,24,1010,1005,1002,16,10,0,47,11,55,0.00,5,Fog-Snow,256<br />
2003-3-6,12,5,-2,-6,-10,-13,54,34,16,1006,1003,999,16,16,16,58,21,69,0.00,3,,273<br />
2003-3-7,16,6,-3,-4,-8,-11,78,38,17,1011,1006,1003,16,16,16,29,11,35,0.00,3,,163<br />
2003-3-8,17,8,-2,-5,-9,-12,64,32,13,1014,1009,1004,16,16,3,45,21,61,0.00,4,,267<br />
2003-3-9,17,7,-2,-8,-11,-14,56,26,12,1017,1013,1011,16,16,3,40,18,53,0.00,3,,253<br />
2003-3-10,18,9,1,-5,-9,-13,43,27,14,1015,1011,1008,16,16,16,29,13,,0.00,4,,132<br />
2003-3-11,18,11,4,-6,-7,-9,45,27,16,1011,1007,1003,16,16,16,42,26,58,0.00,4,,273<br />
2003-3-12,19,12,5,-4,-7,-9,43,29,15,1015,1009,1005,16,16,16,35,18,53,0.00,4,,243<br />
2003-3-13,23,12,1,-5,-9,-14,57,27,8,1020,1015,1011,16,16,3,24,16,26,0.00,1,,209<br />
2003-3-14,24,16,7,-5,-9,-12,31,20,10,1011,1006,1002,16,16,16,29,19,26,0.00,3,,235<br />
2003-3-15,19,13,7,-4,-9,-14,41,23,11,1009,1003,1000,16,16,16,26,16,34,0.00,5,,159<br />
2003-3-16,17,11,4,-1,-6,-10,56,30,20,1000,996,993,16,16,16,29,16,26,0.00,6,,293<br />
2003-3-17,9,5,1,6,3,-1,100,87,56,997,993,990,16,13,3,45,21,53,13.46,8,Rain-Snow-Thunderstorm,342<br />
2003-3-18,3,0,-2,3,-1,-3,100,99,93,1008,1001,993,3,1,0,50,34,60,38.86,8,Fog-Rain-Snow,353<br />
2003-3-19,1,-1,-2,0,-2,-3,100,95,78,1019,1015,1008,16,5,0,47,29,60,18.80,8,Fog-Snow,339<br />
2003-3-20,2,0,-2,-1,-3,-4,92,83,73,1017,1015,1013,16,16,16,14,10,,0.00,7,,203<br />
2003-3-21,4,1,-1,1,-1,-4,100,88,67,1017,1015,1013,16,9,0,24,8,,0.76,6,Fog-Snow,244<br />
2003-3-22,5,2,-1,0,-3,-7,79,68,55,1020,1017,1014,16,16,16,29,23,,0.00,5,,199<br />
2003-3-23,9,7,4,1,-3,-4,68,54,41,1013,1009,1006,16,16,16,34,24,,0.00,6,,191<br />
2003-3-24,3,1,0,2,0,-1,100,96,79,1017,1014,1009,16,7,0,21,13,,0.51,8,Fog-Snow,51<br />
2003-3-25,4,1,-2,1,-1,-3,100,85,65,1023,1020,1015,16,13,6,26,11,,0.00,4,,185<br />
2003-3-26,15,9,3,3,-1,-7,93,58,32,1014,1005,998,16,16,8,42,21,63,2.03,6,Rain,189<br />
2003-3-27,4,-1,-5,2,-5,-13,100,81,35,1021,1012,999,16,10,2,55,27,61,0.00,7,Snow,12<br />
2003-3-28,2,-2,-7,-6,-8,-10,91,71,44,1031,1025,1019,16,15,3,34,19,39,0.00,6,Snow,5<br />
2003-3-29,3,-2,-7,-4,-9,-15,81,59,28,1031,1030,1028,16,16,16,23,16,,0.00,5,,190<br />
2003-3-30,13,4,-3,-2,-4,-7,89,54,31,1029,1024,1021,16,16,16,27,14,,0.00,5,,244<br />
2003-3-31,20,11,3,1,-3,-8,63,40,15,1020,1013,1007,16,16,16,32,23,,0.00,3,,221<br />
2003-4-1,23,15,7,1,-3,-6,49,33,15,1007,1004,999,16,16,16,39,26,48,0.00,5,,206<br />
2003-4-2,22,14,6,-2,-5,-7,53,29,14,1003,998,993,16,16,16,52,31,60,0.00,4,,197<br />
2003-4-3,17,9,1,0,-4,-17,93,54,10,1009,1002,996,16,15,3,50,26,77,0.00,4,Snow,38<br />
2003-4-4,9,4,-1,0,-7,-17,100,61,16,1012,1010,1007,16,14,1,42,16,61,0.51,6,Snow,133<br />
2003-4-5,11,6,0,1,-2,-6,82,62,38,1011,1007,1003,16,15,2,40,23,53,0.00,6,Rain,179<br />
2003-4-6,6,1,-4,0,-2,-6,100,88,58,1016,1007,1003,16,6,0,29,18,35,1.02,6,Fog-Snow,353<br />
2003-4-7,5,0,-4,-3,-4,-6,92,73,55,1031,1023,1015,16,14,10,35,14,42,0.00,7,Snow,41<br />
2003-4-8,13,3,-6,-4,-8,-11,92,52,20,1031,1028,1022,16,15,11,26,11,,0.00,3,,167<br />
2003-4-9,23,12,2,-6,-9,-13,54,28,9,1022,1017,1013,16,16,14,26,18,,0.00,0,,196<br />
2003-4-10,23,14,7,-4,-8,-13,38,24,9,1018,1013,1010,16,16,14,32,18,29,0.00,3,,184<br />
2003-4-11,25,14,7,-2,-4,-9,51,29,11,1017,1012,1009,16,16,16,29,19,69,0.00,4,,200<br />
2003-4-12,26,16,8,-3,-7,-9,37,21,10,1016,1010,1006,16,16,16,32,19,42,0.00,4,,237<br />
2003-4-13,27,17,8,-3,-8,-13,37,20,7,1014,1007,1004,16,16,16,29,16,32,0.00,2,,183<br />
2003-4-14,26,18,11,-5,-9,-13,26,17,7,1008,1004,1000,16,16,16,37,21,32,0.00,5,,213<br />
2003-4-15,22,13,6,5,-1,-7,96,46,16,1002,996,990,16,15,5,64,34,80,6.86,6,Rain-Thunderstorm,273<br />
2003-4-16,16,11,4,3,-1,-4,70,49,25,1014,1009,998,16,16,16,39,27,50,0.00,3,,2<br />
2003-4-17,21,11,2,4,1,-2,86,52,28,1013,1005,997,16,16,16,48,23,64,0.25,4,Rain-Thunderstorm,186<br />
2003-4-18,17,11,6,4,0,-9,89,58,19,1007,1000,996,16,16,11,40,23,55,0.76,6,Rain,313<br />
2003-4-19,9,6,3,4,2,-2,100,82,55,1020,1013,1007,16,15,5,40,19,48,4.57,7,Rain-Snow,358<br />
2003-4-20,13,6,-1,2,-2,-5,85,59,28,1023,1021,1020,16,16,16,21,10,32,0.00,3,,164<br />
2003-4-21,19,10,2,6,1,-1,86,54,28,1021,1013,1008,16,16,16,58,19,63,0.00,4,Rain-Thunderstorm,181<br />
2003-4-22,17,11,6,7,5,2,86,66,39,1009,1004,999,16,16,11,61,19,74,1.52,6,Rain-Thunderstorm,186<br />
2003-4-23,13,6,0,7,3,0,100,88,54,1001,994,989,16,11,0,69,29,89,31.50,7,Fog-Rain-Snow-Thunderstorm,323<br />
2003-4-24,8,6,3,5,3,2,100,90,71,1011,1007,1000,16,15,10,35,23,39,2.54,7,Rain-Snow,298<br />
2003-4-25,17,9,2,9,5,2,100,87,46,1014,1010,1006,16,9,0,27,11,,0.00,5,Fog,154<br />
2003-4-26,22,13,5,7,4,1,93,59,27,1007,1002,1000,16,14,3,21,11,26,0.00,4,,327<br />
2003-4-27,18,12,6,7,1,-6,86,50,37,1013,1010,1006,16,16,16,37,19,47,0.00,3,,117<br />
2003-4-28,21,13,6,8,6,4,93,70,36,1016,1011,1006,16,15,8,32,18,52,0.00,5,Rain-Thunderstorm,198<br />
2003-4-29,18,12,7,10,8,6,100,88,56,1012,1008,1003,16,9,0,35,16,40,5.84,6,Fog-Rain-Thunderstorm,323<br />
2003-4-30,15,9,4,8,6,2,100,84,49,1011,1007,1003,16,13,0,37,10,35,1.02,6,Rain-Thunderstorm,45<br />
2003-5-1,14,9,4,7,3,-1,93,71,41,1016,1013,1010,16,16,16,34,13,37,0.00,4,Rain,70<br />
2003-5-2,17,10,3,6,3,-1,97,65,30,1016,1013,1009,16,16,16,29,11,,0.00,4,,155<br />
2003-5-3,23,16,8,6,-2,-10,83,39,11,1008,1002,996,16,16,16,35,18,48,0.00,5,,215<br />
2003-5-4,17,11,5,2,-2,-4,68,42,24,1002,998,996,16,16,16,45,18,61,0.00,5,Thunderstorm,251<br />
2003-5-5,17,11,5,-2,-3,-6,60,38,22,1006,1003,1001,16,16,16,37,18,48,0.00,5,,316<br />
2003-5-6,16,9,4,3,0,-3,82,53,32,1010,1008,1006,16,16,16,24,13,32,0.00,5,Thunderstorm,112<br />
2003-5-7,19,11,5,6,3,-1,92,58,28,1008,1005,1000,16,16,16,48,21,60,0.51,4,Rain-Thunderstorm,170<br />
2003-5-8,14,9,4,8,4,1,93,80,41,1010,1002,999,16,15,4,37,16,47,8.89,5,Rain-Thunderstorm,323<br />
2003-5-9,6,2,0,4,2,0,100,93,82,1011,1009,1006,16,10,1,27,19,35,12.95,8,Rain-Snow,352<br />
2003-5-10,7,2,-1,1,0,-1,100,92,70,1022,1014,1010,16,6,0,32,19,,17.53,7,Fog-Rain-Snow,322<br />
2003-5-11,16,8,0,6,2,-2,92,68,32,1022,1020,1018,16,16,16,21,13,,0.00,4,,124<br />
2003-5-12,21,12,3,6,3,0,89,58,30,1018,1014,1011,16,16,16,34,18,,0.00,3,,156<br />
2003-5-13,23,16,9,7,3,-1,64,44,27,1017,1011,1009,16,16,16,37,19,45,0.00,4,,290<br />
2003-5-14,22,16,9,6,3,0,74,47,25,1014,1011,1009,16,16,16,32,18,,0.00,3,,131<br />
2003-5-15,20,13,7,12,8,3,100,76,45,1013,1008,1004,16,12,1,40,14,,5.59,6,Rain-Thunderstorm,66<br />
2003-5-16,24,17,11,11,9,6,100,73,32,1016,1011,1009,16,13,2,32,11,,0.00,4,,90<br />
2003-5-17,29,20,13,9,6,3,70,43,20,1010,1007,1003,16,16,16,47,24,53,0.00,6,,193<br />
2003-5-18,23,17,11,12,9,6,94,64,41,1017,1008,1003,16,15,11,29,18,40,2.29,5,Rain-Hail-Thunderstorm,88<br />
2003-5-19,11,7,4,9,3,-2,100,80,62,1034,1025,1013,16,14,1,37,19,42,0.00,7,,36<br />
2003-5-20,18,11,5,6,2,-1,71,57,39,1033,1025,1019,16,16,16,39,18,52,0.00,6,,161<br />
2003-5-21,24,15,6,5,3,-2,86,49,20,1019,1017,1014,16,16,11,24,13,,0.00,3,,180<br />
2003-5-22,26,18,11,9,6,3,69,48,26,1016,1014,1013,16,16,16,26,16,,0.00,4,,172<br />
2003-5-23,26,18,9,12,9,6,97,65,29,1023,1016,1012,16,12,1,24,14,,0.00,4,,242<br />
2003-5-24,22,17,12,14,12,6,100,78,50,1022,1016,1012,16,13,2,23,13,,0.00,6,Thunderstorm,11<br />
2003-5-25,22,16,10,13,12,9,100,83,53,1018,1013,1009,16,9,0,26,13,,0.00,6,Fog,200<br />
2003-5-26,26,18,11,13,11,8,100,78,40,1022,1015,1009,16,9,0,21,13,,0.00,5,Fog,287<br />
2003-5-27,28,20,12,14,11,8,93,62,34,1024,1018,1014,16,15,8,27,14,39,0.00,3,,307<br />
2003-5-28,29,20,13,14,12,9,89,61,31,1024,1020,1015,16,16,16,24,10,,0.00,2,,199<br />
2003-5-29,34,26,18,11,8,6,57,35,17,1020,1011,1006,16,16,16,58,24,37,0.00,3,,258<br />
2003-5-30,32,23,14,13,9,7,93,49,23,1017,1010,1006,16,16,14,48,21,55,0.51,5,Rain-Thunderstorm,185<br />
2003-5-31,29,21,12,18,13,8,100,70,28,1022,1013,1007,16,16,14,29,13,37,0.25,6,Rain-Thunderstorm,95<br />
2003-6-1,21,17,13,16,11,8,94,71,47,1018,1011,1007,16,15,5,40,18,52,0.51,6,Rain-Thunderstorm,156<br />
2003-6-2,24,17,10,13,9,5,100,71,34,1020,1013,1005,16,14,2,72,26,84,1.52,5,Rain-Thunderstorm,35<br />
2003-6-3,19,13,9,10,9,7,100,76,52,1019,1014,1008,16,16,13,23,13,29,0.00,5,,60<br />
2003-6-4,14,11,8,11,8,6,100,83,59,1019,1015,1011,16,15,11,40,14,48,0.00,7,Thunderstorm,73<br />
2003-6-5,17,12,8,9,7,4,96,80,46,1022,1018,1014,16,15,10,50,13,63,2.29,6,Rain-Thunderstorm,138<br />
2003-6-6,21,12,6,9,7,4,100,75,45,1021,1016,1007,16,15,6,55,13,71,6.35,6,Rain,79<br />
2003-6-7,16,10,6,5,4,2,93,74,42,1021,1017,1014,16,16,16,23,11,27,0.00,5,,33<br />
2003-6-8,24,14,5,7,3,-2,93,53,19,1017,1011,1006,16,16,16,24,13,,0.00,2,,162<br />
2003-6-9,28,19,12,11,7,3,83,48,22,1015,1007,1003,16,16,11,61,23,76,0.00,5,Rain-Thunderstorm,251<br />
2003-6-10,28,19,12,11,9,6,93,57,28,1011,1008,1004,16,16,16,35,16,53,0.00,5,Thunderstorm-Tornado,188<br />
2003-6-11,29,20,12,10,6,1,80,45,18,1010,1005,1001,16,16,16,53,19,71,0.00,5,Rain,253<br />
2003-6-12,27,18,11,12,8,6,86,60,30,1014,1008,1004,16,16,13,32,14,52,5.84,5,Rain-Thunderstorm,161<br />
2003-6-13,21,17,12,13,11,9,87,71,49,1017,1011,1007,16,16,16,21,13,,0.00,6,Thunderstorm,292<br />
2003-6-14,25,17,11,12,9,7,86,59,33,1022,1015,1013,16,16,16,23,11,,0.00,4,,276<br />
2003-6-15,29,21,12,11,8,3,72,46,20,1016,1014,1013,16,16,13,27,18,,0.00,2,,169<br />
2003-6-16,27,20,13,13,11,6,80,58,36,1021,1016,1013,16,16,16,26,18,37,0.00,6,Thunderstorm,169<br />
2003-6-17,23,18,12,13,11,10,97,71,45,1025,1018,1016,16,16,16,34,14,47,0.51,6,Rain-Thunderstorm,93<br />
2003-6-18,26,17,13,14,13,11,100,87,59,1025,1019,1013,16,11,2,21,13,45,39.37,7,Rain-Thunderstorm,26<br />
2003-6-19,23,17,12,16,13,11,97,81,50,1019,1012,1007,16,14,5,32,13,45,0.25,6,Rain-Thunderstorm,175<br />
2003-6-20,22,17,12,15,12,8,90,73,55,1013,1008,1003,16,14,4,40,14,52,1.78,6,Rain-Thunderstorm,271<br />
2003-6-21,27,19,11,11,8,3,93,54,23,1009,1003,1000,16,16,16,35,18,42,0.00,2,,152<br />
2003-6-22,24,17,10,11,9,6,80,61,42,1010,1005,1002,16,16,16,27,11,29,0.00,2,,98<br />
2003-6-23,25,18,12,16,12,9,90,67,51,1006,1003,999,16,16,16,23,14,,0.00,4,,3<br />
2003-6-24,16,12,9,14,11,6,100,88,76,1018,1008,1001,16,12,1,27,14,37,0.00,8,,8<br />
2003-6-25,18,13,8,8,7,6,87,68,47,1023,1019,1016,16,16,2,23,11,26,0.00,6,,29<br />
2003-6-26,23,16,9,9,6,3,90,56,29,1023,1020,1018,16,16,11,19,10,27,0.00,3,,159<br />
2003-6-27,27,18,10,9,7,3,86,50,24,1017,1014,1010,16,16,11,16,13,29,0.00,2,,219<br />
2003-6-28,31,21,11,11,8,6,74,49,22,1018,1012,1008,16,16,16,47,14,58,2.03,3,Rain-Thunderstorm,195<br />
2003-6-29,24,18,13,15,12,11,100,81,49,1025,1020,1013,16,15,8,39,14,63,6.10,5,Rain-Thunderstorm,257<br />
2003-6-30,30,21,14,14,12,9,93,58,28,1020,1014,1011,16,16,16,27,16,,0.00,2,,165<br />
2003-7-1,34,23,14,13,9,6,75,38,18,1010,1008,1005,16,15,11,29,18,,0.00,3,,187<br />
2003-7-2,34,25,17,9,7,2,56,34,15,1008,1006,1005,16,16,11,21,14,,0.00,1,,204<br />
2003-7-3,34,26,17,13,6,4,45,28,15,1009,1006,1004,16,16,16,19,13,,0.00,2,,256<br />
2003-7-4,34,24,16,9,5,2,50,29,14,1010,1008,1005,16,16,11,26,16,32,0.00,2,,273<br />
2003-7-5,34,25,16,8,5,3,52,31,14,1011,1008,1006,16,16,14,26,14,34,0.00,2,,190<br />
2003-7-6,33,24,17,10,6,1,56,31,16,1015,1007,1005,16,16,16,50,26,60,0.00,4,,192<br />
2003-7-7,29,22,15,12,9,4,65,48,31,1016,1008,1005,16,16,10,40,16,55,0.00,4,,296<br />
2003-7-8,37,23,11,10,6,-1,83,37,12,1012,1008,1004,16,16,13,21,14,,0.00,1,,200<br />
2003-7-9,30,22,15,9,6,-1,62,36,20,1017,1014,1009,16,16,16,24,13,,0.00,0,,14<br />
2003-7-10,33,23,14,7,4,2,52,31,15,1025,1015,1014,16,16,16,19,14,32,0.00,0,,259<br />
2003-7-11,33,25,18,13,8,3,55,35,24,1016,1014,1012,16,16,16,26,18,40,0.00,2,,38<br />
2003-7-12,34,24,16,12,10,7,75,44,20,1022,1014,1011,16,16,13,24,13,,0.00,3,,157<br />
2003-7-13,38,27,17,13,7,2,67,31,13,1019,1010,1008,16,16,16,35,18,42,0.00,3,,263<br />
2003-7-14,36,27,19,8,5,3,40,25,15,1014,1011,1008,16,16,16,27,19,35,0.00,3,,157<br />
2003-7-15,36,26,17,13,9,6,56,35,17,1021,1013,1011,16,16,16,34,18,47,0.00,5,,202<br />
2003-7-16,38,27,17,12,8,3,67,31,12,1022,1013,1011,16,16,16,39,21,52,1.02,5,,248<br />
2003-7-17,37,29,21,9,7,6,41,27,15,1022,1014,1011,16,16,16,27,16,39,0.00,5,Thunderstorm,227<br />
2003-7-18,36,27,17,16,12,6,88,47,17,1030,1017,1013,16,16,16,52,14,63,1.02,5,Rain-Thunderstorm,331<br />
2003-7-19,34,24,16,17,14,11,94,63,26,1029,1019,1014,16,16,16,47,19,55,0.51,5,Rain-Thunderstorm,190<br />
2003-7-20,33,24,17,13,11,8,75,44,22,1023,1015,1013,16,16,16,24,16,29,0.00,4,,272<br />
2003-7-21,37,27,18,11,9,6,63,36,16,1020,1013,1010,16,16,16,35,16,53,0.00,3,Thunderstorm,291<br />
2003-7-22,31,22,14,14,10,6,83,47,25,1019,1016,1015,16,16,16,16,11,,0.00,1,,21<br />
2003-7-23,34,26,17,13,9,5,72,41,18,1021,1014,1009,16,16,16,32,16,52,0.00,3,,248<br />
2003-7-24,38,29,21,9,7,6,44,26,15,1018,1008,1006,16,16,16,27,19,37,0.00,3,,284<br />
2003-7-25,36,30,24,11,8,6,37,27,17,1017,1009,1006,16,16,16,53,19,55,0.00,6,,225<br />
2003-7-26,36,27,19,17,12,9,79,44,21,1028,1015,1011,16,16,11,32,13,48,8.38,6,Rain-Thunderstorm,341<br />
2003-7-27,30,23,17,18,15,12,100,67,37,1027,1017,1015,16,16,16,27,16,37,1.78,5,Rain,180<br />
2003-7-28,27,21,16,18,16,13,100,76,52,1027,1020,1015,16,11,1,29,13,,0.00,6,Thunderstorm,23<br />
2003-7-29,28,21,15,17,14,12,87,71,39,1024,1016,1014,16,16,10,32,14,45,1.02,4,Rain-Thunderstorm,237<br />
2003-7-30,31,22,13,13,9,4,96,54,21,1019,1017,1014,16,16,14,21,11,,0.00,2,,199<br />
2003-7-31,35,24,15,12,7,3,62,36,16,1021,1014,1010,16,16,16,52,14,60,0.00,4,Thunderstorm,275<br />
2003-8-1,32,25,18,13,10,7,65,46,20,1019,1013,1010,16,16,16,35,14,47,0.00,5,,58<br />
2003-8-2,33,23,14,13,11,9,81,47,25,1019,1012,1009,16,16,16,39,16,52,0.00,4,,161<br />
2003-8-3,33,24,16,17,12,9,90,49,25,1019,1011,1008,16,16,16,35,18,48,0.25,5,Rain-Thunderstorm,252<br />
