BDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-5-3,30,28,26,24,24,23,83,75,70,1007,1004,1002,8,5,4,32,19,,0.00,6,Thunderstorm,160<br />
2003-5-4,30,28,26,25,24,23,83,76,74,1004,1003,1001,5,5,5,23,18,,0.00,5,,153<br />
2003-5-5,30,28,27,24,23,22,79,72,62,1006,1005,1003,5,5,4,27,21,,0.00,6,,182<br />
2003-5-6,32,30,29,26,24,23,84,67,62,1008,1006,1004,6,6,5,26,21,,0.00,2,,186<br />
2003-5-7,31,29,28,24,23,22,79,66,58,1007,1006,1004,7,6,4,39,16,,0.00,2,,197<br />
2003-5-8,32,30,28,26,24,23,79,71,59,1009,1007,1004,8,6,4,14,10,,0.00,2,,213<br />
2003-5-9,33,30,28,25,24,24,79,68,59,1010,1007,1005,8,6,4,21,10,,0.00,2,,356<br />
2003-5-10,34,31,28,26,23,22,84,64,52,1011,1008,1005,7,5,4,16,8,,0.00,3,,272<br />
2003-5-11,34,32,30,24,23,23,70,61,52,1008,1006,1005,5,5,4,16,6,,0.00,3,,243<br />
2003-5-12,33,30,28,25,24,23,84,65,55,1008,1005,1003,6,5,4,16,11,,0.00,2,,256<br />
2003-5-13,33,30,28,26,24,24,79,69,63,1007,1005,1003,6,5,5,19,10,,0.00,5,,177<br />
2003-5-14,30,28,27,25,24,23,79,76,70,1006,1005,1003,5,5,4,13,10,,0.00,6,Rain,116<br />
2003-5-15,29,28,27,26,24,22,89,80,66,1005,1004,1001,6,4,3,23,11,,0.00,7,Rain,125<br />
2003-5-16,29,28,27,24,24,24,84,79,74,1005,1004,1002,5,5,2,19,11,,0.00,6,,139<br />
2003-5-17,32,29,27,25,23,23,79,68,59,1004,1003,1001,7,6,5,19,13,,0.00,5,,179<br />
2003-5-18,33,30,28,24,24,23,79,65,55,1004,1002,999,8,6,5,16,11,,0.00,2,,226<br />
2003-5-19,32,30,28,26,24,24,79,72,66,1013,1003,1000,5,4,4,19,11,,0.00,6,,355<br />
2003-5-20,32,30,28,27,24,23,84,70,62,1007,1005,1004,6,5,5,24,13,,0.00,4,,213<br />
2003-5-21,30,28,25,24,23,23,89,78,70,1010,1009,1007,5,4,3,23,16,,0.00,7,Thunderstorm,135<br />
2003-5-22,32,30,28,24,23,22,79,66,59,1007,1006,1004,7,6,4,23,16,,0.00,5,,179<br />
2003-5-23,31,30,29,26,24,23,75,71,62,1006,1005,1003,6,5,4,14,11,,0.00,5,,134<br />
2003-5-24,32,29,26,26,24,22,83,73,62,1008,1006,1004,8,6,1,26,14,,0.00,4,Rain-Thunderstorm,185<br />
2003-5-25,32,30,28,26,23,22,79,66,55,1008,1007,1004,6,6,5,23,14,,0.00,2,,167<br />
2003-5-26,33,31,30,26,25,23,79,69,63,1007,1004,1002,6,5,5,23,19,,0.00,4,,189<br />
2003-5-27,31,30,29,25,23,22,74,67,58,1004,1002,1000,6,5,5,24,21,,0.00,6,,177<br />
2003-5-28,32,29,26,25,24,23,94,72,66,1004,1002,1000,6,5,4,19,14,,0.00,5,Rain,151<br />
2003-5-29,33,30,27,27,25,23,79,72,66,1005,1004,1002,7,5,4,19,13,,0.00,4,,175<br />
2003-5-30,33,30,28,25,23,22,74,64,55,1005,1004,1002,6,5,5,14,11,,0.00,2,,187<br />
2003-5-31,33,31,29,27,24,23,89,68,59,1005,1004,1001,6,5,4,14,8,,0.00,3,,212<br />
2003-6-1,38,34,30,25,24,23,74,64,44,1004,1002,1000,7,6,5,14,11,,0.00,2,,220<br />
2003-6-2,34,31,29,27,25,23,79,68,62,1003,1002,999,8,6,5,14,6,,0.00,2,,245<br />
2003-6-3,33,30,27,26,25,24,89,76,66,1002,1000,998,5,4,3,14,8,,0.00,6,Rain,141<br />
2003-6-4,28,27,26,26,24,23,94,83,74,1002,1000,999,4,3,1,14,10,,0.00,8,Rain-Thunderstorm,133<br />
2003-6-5,29,27,24,27,24,22,100,87,74,1002,1001,1000,6,4,1,26,14,,0.00,7,Rain-Thunderstorm,154<br />
2003-6-6,29,27,25,24,23,21,84,76,70,1003,1002,999,6,5,4,27,21,,0.00,6,,159<br />
2003-6-7,31,27,24,25,23,21,89,76,66,1005,1003,1000,6,5,1,29,23,,0.00,7,Rain-Thunderstorm,148<br />
2003-6-8,30,27,24,25,23,22,89,76,66,1005,1004,1002,8,5,4,26,16,,0.00,6,,167<br />
2003-6-9,30,28,27,25,24,23,84,78,70,1004,1003,1002,5,5,4,24,19,,0.00,7,Rain-Thunderstorm,145<br />
2003-6-10,26,24,24,25,23,22,94,92,89,1003,1001,999,4,2,1,24,13,,0.00,8,Rain-Thunderstorm,132<br />
2003-6-11,26,26,25,23,22,22,89,83,78,1004,1001,999,5,4,2,35,21,,0.00,7,Rain,164<br />
2003-6-12,28,27,25,24,22,21,83,75,66,1005,1003,1002,7,5,4,29,19,,0.00,6,,155<br />
2003-6-13,28,27,25,25,23,21,89,83,74,1006,1005,1003,6,5,4,27,21,,0.00,8,Rain-Thunderstorm,155<br />
2003-6-14,31,28,26,25,24,22,83,73,66,1007,1005,1003,6,5,5,19,13,,0.00,3,,171<br />
2003-6-15,31,29,27,24,24,22,84,75,62,1004,1002,1000,8,5,2,29,14,,0.00,5,Rain,165<br />
2003-6-16,30,28,27,26,25,24,89,83,74,1002,1000,998,6,5,4,14,13,,0.00,6,Rain,149<br />
2003-6-17,28,27,27,24,24,23,84,79,74,1001,1000,999,7,5,4,23,14,,0.00,6,Rain,152<br />
2003-6-18,31,29,27,25,24,23,84,73,66,1002,1001,999,8,7,5,23,16,,0.00,5,,169<br />
2003-6-19,31,29,27,25,23,20,89,72,55,1000,998,995,6,6,4,23,16,,0.00,6,Rain,166<br />
2003-6-20,28,27,25,25,24,23,89,87,84,996,995,994,4,3,2,37,26,,0.00,8,Rain,151<br />
2003-6-21,26,24,24,24,23,22,94,88,83,998,996,995,3,2,1,34,27,,0.00,8,Rain,188<br />
2003-6-23,29,27,26,25,24,23,84,78,74,1004,1003,1001,8,6,4,26,14,,0.00,6,,170<br />
2003-6-24,31,29,28,26,24,22,84,72,62,1005,1003,1001,6,6,5,19,13,,0.00,4,,185<br />
2003-6-25,30,28,27,27,25,23,94,84,74,1002,1001,999,6,4,1,19,16,,0.00,7,Rain,177<br />
2003-6-26,27,26,24,25,23,22,94,88,83,1004,1002,1001,4,2,1,27,21,,0.00,8,Rain,166<br />
2003-6-27,30,28,27,27,24,23,89,81,74,1004,1003,1001,6,4,3,26,19,,0.00,7,Rain,174<br />
2003-6-28,28,27,25,26,24,23,94,85,74,1003,1002,1000,4,4,1,34,23,,0.00,7,Rain,179<br />
2003-6-29,28,27,25,27,24,22,94,91,83,1002,1001,996,4,2,1,27,18,,0.00,8,Rain,178<br />
2003-6-30,28,27,27,25,24,23,89,83,74,1003,1001,1000,5,4,3,23,18,,0.00,7,Rain,153<br />
2003-7-1,29,27,25,24,23,22,84,79,74,1006,1003,1001,6,5,2,32,18,,0.00,5,Rain,170<br />
2003-7-2,31,29,28,25,24,23,79,74,70,1007,1006,1005,6,5,4,19,13,,0.00,5,,180<br />
2003-7-3,31,28,26,25,24,22,89,74,62,1008,1006,1004,8,5,4,16,11,,0.00,6,,171<br />
2003-7-4,31,29,28,25,24,23,84,74,66,1007,1004,1003,6,6,5,21,14,,0.00,3,,195<br />
2003-7-5,31,29,28,26,24,23,84,74,66,1006,1005,1004,6,5,3,21,11,,0.00,4,Rain,184<br />
2003-7-6,30,29,28,25,24,24,84,74,70,1007,1006,1004,6,6,5,23,14,,0.00,6,,174<br />
2003-7-7,31,29,28,25,24,24,84,77,70,1005,1004,1002,6,5,4,19,14,,0.00,6,Rain,182<br />
2003-7-8,31,29,27,26,25,23,84,76,70,1004,1003,1000,6,5,4,21,16,,0.00,6,,180<br />
2003-7-9,31,30,29,25,24,23,79,71,62,1006,1004,1002,6,5,5,24,19,,0.00,5,,181<br />
2003-7-10,31,29,27,25,24,24,89,78,66,1006,1005,1003,6,5,4,23,19,,0.00,6,Rain,163<br />
2003-7-11,28,27,26,25,24,23,89,82,74,1004,1003,1001,5,3,1,29,18,,0.00,8,Rain-Thunderstorm,147<br />
2003-7-12,29,28,27,26,24,22,84,80,74,1004,1003,1001,5,4,1,23,16,,0.00,7,Rain,159<br />
2003-7-13,31,28,26,25,24,23,83,74,62,1005,1003,1001,8,6,4,23,14,,0.00,6,,168<br />
2003-7-14,31,29,27,25,24,23,79,74,66,1004,1003,1001,5,5,4,23,14,,0.00,6,,155<br />
2003-7-15,31,29,28,25,24,23,79,70,62,1005,1004,1002,8,6,5,23,16,,0.00,4,,162<br />
2003-7-16,31,30,29,25,24,23,79,74,66,1007,1005,1004,6,6,5,24,18,,0.00,5,,189<br />
2003-7-17,32,30,28,25,24,23,84,71,62,1007,1007,1005,8,6,4,23,11,,0.00,4,Rain,172<br />
2003-7-18,32,30,29,25,24,24,74,71,66,1008,1006,1004,7,6,5,19,13,,0.00,4,,186<br />
2003-7-19,32,29,27,26,24,23,89,72,59,1005,1004,1002,6,5,2,26,18,,0.00,5,Rain,176<br />
2003-7-20,32,30,28,25,24,24,84,71,62,1005,1003,1002,6,5,4,24,18,,0.00,5,Rain,167<br />
2003-7-21,32,30,28,25,24,24,84,75,66,1005,1003,1001,6,5,4,24,14,,0.00,6,,161<br />
2003-7-22,30,29,28,26,25,23,79,76,70,1003,1000,997,6,5,4,21,13,,0.00,6,Rain,180<br />
2003-7-23,31,29,27,26,25,24,84,74,66,999,996,994,6,5,4,16,10,,0.00,4,Thunderstorm,232<br />
2003-7-24,31,29,27,27,25,24,94,79,70,996,995,992,6,5,2,14,8,,0.00,7,Rain-Thunderstorm,39<br />
2003-7-25,31,29,27,25,24,24,84,73,66,997,994,993,6,6,4,29,19,,0.00,6,,133<br />
2003-7-26,32,30,28,26,25,24,84,74,70,1003,1000,998,6,5,4,26,23,,0.00,6,Rain,134<br />
2003-7-27,32,29,27,25,24,23,84,70,62,1007,1005,1003,8,6,3,29,24,,0.00,6,Rain,147<br />
2003-7-28,31,29,27,25,24,23,84,77,66,1008,1007,1005,7,4,1,26,18,,0.00,7,Rain,159<br />
2003-7-29,31,29,27,26,25,24,94,84,75,1006,1004,1002,7,4,1,23,18,,0.00,7,Rain,161<br />
2003-7-30,29,28,27,26,25,24,89,84,79,1004,1003,1001,6,5,4,21,16,,0.00,6,,160<br />
2003-7-31,30,28,27,25,24,24,84,78,70,1006,1003,1002,6,5,4,26,18,,0.00,6,Rain,145<br />
2003-8-1,30,29,28,25,24,24,84,74,70,1005,1004,1002,7,6,5,26,18,,0.00,6,,169<br />
2003-8-2,30,29,28,25,24,24,84,76,70,1005,1004,1003,6,5,4,27,19,,0.00,6,,171<br />
2003-8-3,31,29,28,25,23,22,79,69,62,1005,1003,1001,6,6,5,19,11,,0.00,3,,189<br />
2003-8-4,32,29,27,25,24,22,84,70,62,1003,1002,1000,7,5,4,19,10,,0.00,5,,172<br />
2003-8-5,31,29,28,24,23,23,79,69,62,1003,1002,1001,6,6,5,13,10,,0.00,2,,83<br />
2003-8-6,32,30,28,25,24,23,79,70,59,1003,1001,999,8,6,5,19,11,,0.00,3,,174<br />
2003-8-7,32,30,29,25,24,23,79,69,59,1004,1002,1000,7,6,4,26,14,,0.00,5,Rain-Thunderstorm,184<br />
2003-8-8,31,30,29,26,24,23,84,72,66,1005,1003,1001,7,6,4,21,14,,0.00,4,,167<br />
2003-8-9,29,28,27,25,24,24,89,82,74,1004,1002,1001,5,4,2,16,13,,0.00,7,Rain,164<br />
2003-8-10,29,27,25,26,24,23,89,85,79,1004,1003,1002,5,3,2,34,16,,0.00,8,Rain-Thunderstorm,158<br />
2003-8-13,32,30,28,25,24,23,79,70,62,1004,1002,1000,6,5,4,27,23,,0.00,5,,177<br />
2003-8-14,31,29,27,25,24,23,89,75,70,1004,1003,1002,6,5,3,24,16,,0.00,6,,153<br />
2003-8-15,29,28,27,24,24,23,84,76,74,1008,1004,1002,6,5,4,21,13,,0.00,5,,149<br />
2003-8-16,31,29,27,26,25,24,84,74,70,1006,1004,1003,6,5,4,14,13,,0.00,5,Rain,184<br />
2003-8-17,32,29,27,26,25,23,84,73,62,1007,1004,1002,7,6,5,14,11,,0.00,6,,186<br />
2003-8-18,30,29,28,25,25,24,84,79,70,1006,1004,1002,5,5,4,11,6,,0.00,7,,131<br />
2003-8-19,31,29,27,26,24,23,84,74,66,1004,1001,999,6,5,2,16,10,,0.00,6,Rain,179<br />
2003-8-20,30,29,29,24,24,24,74,73,70,1001,1001,1001,6,5,4,11,10,,0.00,6,,40<br />
2003-8-21,31,28,26,25,24,23,94,76,66,1002,1000,997,6,5,4,23,6,,0.00,6,Rain,46<br />
2003-8-22,31,29,27,25,24,23,84,73,62,1008,1005,1003,6,5,4,32,21,,0.00,6,,146<br />
2003-8-23,31,29,28,25,24,23,84,72,66,1009,1007,1005,6,6,4,24,18,,0.00,6,,159<br />
2003-8-24,31,29,28,25,24,23,79,73,62,1007,1005,1002,6,5,4,19,11,,0.00,6,Rain,177<br />
2003-8-25,32,30,29,25,24,24,79,72,66,1004,1001,999,6,6,5,14,8,,0.00,4,,217<br />
2003-8-26,32,30,28,25,24,23,84,73,62,1003,1001,999,7,6,4,16,10,,0.00,4,,164<br />
2003-8-27,31,29,28,25,23,22,79,69,58,1004,1003,1001,6,6,5,34,21,,0.00,5,,138<br />
2003-8-28,31,29,27,25,24,23,84,75,66,1006,1004,1003,6,5,4,27,19,,0.00,6,Rain,147<br />
2003-8-29,30,29,28,25,24,24,79,77,70,1007,1006,1005,6,5,4,23,18,,0.00,6,Rain,142<br />
2003-8-30,30,28,27,25,24,24,84,75,70,1007,1005,1003,6,5,4,24,16,,0.00,6,,162<br />
2003-8-31,29,27,26,26,24,23,89,83,74,1005,1003,1001,6,5,2,19,13,,0.00,6,Rain,154<br />
2003-9-1,30,28,27,25,24,23,89,77,66,1004,1003,1001,7,5,1,27,18,,0.00,5,Rain,149<br />
2003-9-2,29,27,26,26,25,23,89,84,79,1005,1004,1003,5,4,3,19,14,,0.00,6,Rain,146<br />
2003-9-3,31,29,28,25,24,24,84,75,70,1005,1003,1002,6,5,4,23,11,,0.00,4,,158<br />
2003-9-4,31,29,28,25,24,24,79,74,70,1005,1003,1001,6,5,4,23,14,,0.00,4,Rain,173<br />
2003-9-5,32,29,27,25,24,23,84,72,62,1005,1003,1001,7,5,4,16,11,,0.00,4,,159<br />
2003-9-6,31,29,27,25,24,22,84,74,66,1006,1004,1002,6,5,4,21,14,,0.00,6,Rain,138<br />
2003-9-9,32,30,28,25,24,24,79,73,66,1005,1003,1001,6,5,5,13,10,,0.00,5,,187<br />
2003-9-10,31,29,27,25,24,24,84,76,70,1004,1002,999,5,4,4,14,6,,0.00,6,,244<br />
2003-9-11,31,28,25,25,24,23,89,78,70,1003,1002,999,6,5,1,16,10,,0.00,4,Rain,180<br />
2003-9-12,32,29,27,25,24,23,84,73,62,1003,1002,1000,5,5,4,13,8,,0.00,6,,176<br />
2003-9-13,31,29,28,26,24,24,84,74,66,1005,1003,1001,6,5,4,23,11,,0.00,5,Rain,171<br />
2003-9-14,31,29,28,25,24,23,79,72,66,1006,1004,1003,6,5,4,19,11,,0.00,6,,170<br />
