PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-4-14,12,8,4,12,4,1,100,85,73,1012,1009,1001,16,16,10,37,31,71,4.83,6,Rain,214<br />
2002-4-15,9,7,4,6,3,2,89,82,76,1010,1008,1007,16,15,4,32,21,45,0.51,7,Rain,207<br />
2002-4-16,8,6,4,5,3,2,100,87,71,1010,1007,1005,16,15,11,27,16,32,4.83,8,Rain,173<br />
2002-4-17,12,8,4,4,3,-2,100,80,43,1023,1016,1010,16,16,16,21,10,,0.00,7,,256<br />
2002-4-18,14,9,5,7,5,2,100,79,47,1030,1029,1024,16,16,16,13,3,,0.00,6,,231<br />
2002-4-19,11,8,6,6,6,4,100,88,66,1031,1029,1024,16,13,3,11,6,,0.00,7,,219<br />
2002-4-20,13,9,6,6,4,3,93,76,57,1024,1022,1020,16,16,16,13,6,,0.00,6,,219<br />
2002-4-21,9,8,6,8,6,4,100,89,74,1021,1021,1020,16,13,4,19,11,,1.27,8,Rain,191<br />
2002-4-22,12,9,6,6,4,0,96,79,52,1024,1021,1020,16,16,10,42,18,55,0.25,7,Rain,206<br />
2002-4-23,13,7,2,2,-1,-6,89,59,34,1031,1029,1024,16,16,16,21,10,,0.00,3,,142<br />
2002-4-24,16,9,3,2,0,-2,79,60,30,1031,1027,1023,16,16,16,24,11,,0.00,4,,26<br />
2002-4-25,15,10,6,4,2,-3,79,59,32,1023,1021,1017,16,16,16,16,13,,0.00,4,,360<br />
2002-4-26,8,7,6,7,5,3,97,88,76,1017,1012,1008,16,14,6,14,10,,7.37,8,Rain,179<br />
2002-4-27,11,8,6,7,6,5,100,91,71,1019,1012,1009,16,11,3,14,8,,8.89,7,Rain,77<br />
2002-4-28,17,10,4,6,4,2,100,68,37,1024,1022,1020,16,15,10,19,10,,0.00,1,,134<br />
2002-4-29,18,12,6,6,4,2,89,58,37,1022,1019,1015,16,16,16,23,10,,0.00,1,,4<br />
2002-4-30,19,12,7,8,6,4,86,64,43,1016,1014,1012,16,16,16,16,8,,0.00,2,,266<br />
2002-5-1,11,9,7,7,6,6,93,83,77,1021,1019,1017,16,16,16,21,13,,0.00,7,,212<br />
2002-5-2,12,9,6,8,6,2,100,85,59,1017,1015,1011,16,13,3,35,19,55,0.76,7,Rain,220<br />
2002-5-3,14,8,4,3,2,1,87,66,45,1024,1022,1016,16,16,16,26,16,35,0.00,4,,204<br />
2002-5-4,11,8,6,4,2,1,80,68,54,1024,1022,1019,16,16,16,26,21,45,0.00,7,Rain,212<br />
2002-5-5,11,8,5,6,3,-2,100,76,50,1020,1016,1014,16,15,10,37,21,50,0.00,6,Rain,217<br />
2002-5-6,9,6,2,3,1,-2,97,79,53,1022,1021,1020,16,15,6,24,14,47,2.29,7,Rain-Thunderstorm,207<br />
2002-5-7,12,7,2,4,2,-2,100,78,40,1026,1025,1023,16,15,5,14,6,,0.00,6,,195<br />
2002-5-8,13,8,4,5,2,0,89,65,43,1027,1025,1022,16,16,16,19,11,,0.00,6,,200<br />
2002-5-9,13,9,6,5,4,3,86,70,51,1022,1021,1020,16,16,16,16,10,,0.00,7,,17<br />
2002-5-10,16,11,6,6,4,2,96,70,41,1025,1024,1022,16,16,11,16,6,,0.00,4,,360<br />
2002-5-11,18,12,7,6,4,2,74,57,36,1026,1024,1022,16,16,16,21,13,,0.00,1,,15<br />
2002-5-12,27,17,8,9,7,4,86,55,26,1023,1019,1016,16,16,16,21,11,,0.00,4,,347<br />
2002-5-13,14,11,8,8,7,5,93,85,58,1024,1021,1017,16,16,11,24,16,,2.79,7,Rain,216<br />
2002-5-14,13,10,8,7,5,2,93,73,51,1025,1024,1023,16,16,16,26,19,34,0.00,8,,20<br />
2002-5-15,16,10,6,4,3,1,82,61,38,1023,1022,1021,16,16,16,16,13,,0.00,3,,11<br />
2002-5-16,19,12,6,7,4,1,89,61,33,1022,1019,1014,16,16,16,21,11,,2.03,4,Rain,233<br />
2002-5-17,16,11,7,8,6,-1,100,77,33,1022,1018,1014,16,14,5,19,11,,3.05,7,Rain,216<br />
2002-5-18,18,13,9,9,7,4,83,69,52,1013,1012,1009,16,16,16,14,10,,0.25,6,Rain,7<br />
2002-5-19,14,11,9,11,9,7,97,83,69,1010,1008,1006,16,16,13,19,11,,1.02,8,Rain,359<br />
2002-5-20,18,13,9,10,8,6,100,81,50,1013,1009,1006,16,13,3,24,11,,4.32,7,Rain,227<br />
2002-5-21,16,12,9,9,8,7,96,82,55,1019,1015,1013,16,16,11,23,8,,1.52,7,Rain,227<br />
2002-5-22,16,12,9,9,7,6,89,77,51,1023,1021,1019,16,16,16,21,14,,2.03,7,Rain,211<br />
2002-5-23,17,12,8,7,6,4,90,71,46,1024,1022,1020,16,16,16,13,8,,0.00,5,,236<br />
2002-5-24,20,13,8,8,5,0,93,61,27,1020,1017,1014,16,16,16,14,10,,0.00,5,,357<br />
2002-5-25,19,14,11,11,9,7,93,69,50,1015,1014,1013,16,16,13,11,5,,0.25,7,Rain,327<br />
2002-5-26,20,16,12,12,11,9,87,74,61,1014,1013,1012,16,16,16,13,5,,0.00,6,Rain,228<br />
2002-5-27,20,16,12,14,12,11,100,85,65,1012,1010,1009,16,15,11,19,6,,2.29,8,Rain,246<br />
2002-5-28,18,15,12,15,13,12,100,92,78,1012,1011,1008,16,15,2,21,11,,5.08,8,Rain,207<br />
2002-5-29,17,14,12,13,12,10,100,88,75,1020,1015,1010,16,16,8,23,11,,0.51,8,Rain,228<br />
2002-5-30,18,13,9,10,8,6,96,74,45,1021,1020,1019,16,16,16,14,8,,0.00,4,,231<br />
2002-5-31,19,13,9,9,6,3,93,62,37,1022,1019,1016,16,16,16,24,10,,0.00,6,,6<br />
2002-6-1,21,16,11,9,7,6,80,61,43,1016,1015,1014,16,16,16,14,11,,0.00,5,,351<br />
2002-6-2,19,14,9,9,8,6,96,72,45,1020,1019,1016,16,16,16,16,10,,0.00,3,,215<br />
2002-6-3,20,14,9,11,9,7,93,67,45,1019,1018,1017,16,16,16,13,6,,0.00,6,,216<br />
2002-6-4,18,14,12,13,12,9,100,85,67,1022,1020,1018,16,14,5,16,11,,1.02,8,Rain,205<br />
2002-6-5,19,16,12,13,11,8,100,83,58,1024,1021,1018,16,15,6,32,18,48,1.78,6,Rain,219<br />
2002-6-6,17,12,9,9,7,4,93,70,46,1026,1025,1022,16,16,10,27,13,32,0.25,7,Rain,150<br />
2002-6-7,13,9,7,7,5,3,87,75,61,1023,1022,1021,16,15,8,32,11,40,7.11,6,Rain-Thunderstorm,107<br />
2002-6-8,15,10,6,8,7,5,93,80,56,1023,1022,1022,16,16,16,16,10,,0.25,6,Rain,116<br />
2002-6-9,22,16,9,11,8,7,90,67,44,1022,1020,1017,16,16,16,19,10,,0.00,3,,195<br />
2002-6-10,19,14,11,11,9,8,92,74,54,1020,1019,1017,16,16,16,19,13,,0.00,5,,225<br />
2002-6-11,24,17,10,12,11,9,96,74,41,1019,1017,1016,16,16,14,16,6,,0.00,2,,334<br />
2002-6-12,28,20,13,14,13,12,90,62,39,1018,1016,1014,16,16,16,21,13,,0.00,0,,359<br />
2002-6-13,34,24,14,14,12,10,87,51,24,1015,1013,1011,16,16,16,24,14,26,0.00,0,,347<br />
2002-6-14,20,16,12,12,11,9,100,80,60,1018,1016,1015,16,16,16,19,13,,0.00,4,Rain,217<br />
2002-6-15,19,14,11,12,10,8,86,73,59,1019,1017,1015,16,16,16,14,10,,0.00,3,,228<br />
2002-6-16,18,14,12,11,9,8,86,76,56,1019,1018,1017,16,16,16,23,11,34,0.00,7,,216<br />
2002-6-17,17,14,12,14,12,9,100,90,62,1017,1013,1010,16,13,3,19,10,,6.35,7,Rain,195<br />
2002-6-18,18,14,11,12,10,8,96,81,60,1021,1016,1011,16,15,5,26,18,34,3.05,6,Rain,222<br />
2002-6-19,19,14,10,10,9,7,94,72,47,1023,1021,1018,16,16,16,16,11,,0.00,4,,256<br />
2002-6-20,24,17,11,12,11,9,89,65,46,1018,1016,1014,16,16,16,23,16,,0.00,1,,5<br />
2002-6-21,28,20,13,12,11,8,87,54,30,1016,1014,1013,16,16,16,23,11,,0.00,1,,347<br />
2002-6-22,23,17,12,13,11,9,100,79,46,1018,1016,1014,16,12,0,19,11,,0.00,5,Fog,220<br />
2002-6-23,22,17,12,12,11,9,86,72,55,1020,1019,1018,16,16,16,16,13,,0.00,5,,222<br />
2002-6-24,24,18,14,11,9,8,70,57,44,1021,1020,1019,16,16,16,19,13,,0.00,5,,356<br />
2002-6-25,29,21,14,13,10,8,74,52,26,1019,1017,1014,16,16,16,16,10,,0.00,4,,331<br />
2002-6-26,29,22,15,16,13,12,83,60,38,1016,1014,1011,16,16,16,19,6,,0.00,5,,235<br />
2002-6-27,21,17,12,17,15,12,100,91,75,1014,1014,1013,16,13,2,23,13,,2.29,8,Rain,219<br />
2002-6-28,17,13,12,16,13,11,100,94,81,1014,1009,1005,16,10,3,23,11,,19.81,8,Rain,169<br />
2002-6-29,19,15,12,15,11,9,100,80,56,1018,1013,1006,16,16,10,24,16,32,0.76,6,Rain,220<br />
2002-6-30,19,16,12,12,10,9,97,73,54,1023,1021,1018,16,16,16,21,11,27,0.00,6,,221<br />
2002-7-1,19,16,12,12,8,6,100,69,45,1026,1025,1023,16,16,16,26,10,,0.00,5,Rain,38<br />
2002-7-2,20,15,11,9,7,5,77,59,43,1024,1021,1017,16,16,16,26,18,,0.00,5,,13<br />
2002-7-3,19,15,11,9,8,6,89,67,42,1019,1018,1017,16,16,16,26,11,37,0.00,5,,241<br />
2002-7-4,18,14,12,11,8,6,86,70,50,1021,1020,1018,16,15,8,19,11,,0.00,6,Rain,221<br />
2002-7-5,21,16,11,11,9,6,94,71,45,1022,1020,1016,16,13,4,26,14,32,0.00,4,,10<br />
2002-7-6,25,18,13,11,9,6,77,55,36,1019,1017,1015,16,16,16,14,10,,0.00,5,,352<br />
2002-7-7,19,16,14,15,8,-1,100,70,28,1017,1016,1015,16,9,0,21,8,,14.48,7,Fog-Rain-Thunderstorm,308<br />
2002-7-8,21,17,13,14,11,-1,100,74,40,1028,1024,1017,16,16,5,26,18,34,0.25,5,Rain,220<br />
2002-7-9,26,19,12,13,12,10,90,67,47,1028,1023,1017,16,16,16,23,16,,0.00,0,,359<br />
2002-7-10,32,23,16,14,13,11,81,54,30,1017,1016,1016,16,16,16,24,14,,0.00,2,,355<br />
2002-7-11,27,20,13,14,11,4,93,56,24,1020,1018,1016,16,16,16,19,8,,0.00,3,,340<br />
2002-7-12,28,20,13,14,12,11,84,59,37,1017,1015,1011,16,16,16,16,10,,0.00,1,,341<br />
2002-7-13,26,21,14,15,13,11,84,63,45,1014,1012,1011,16,16,16,19,11,,0.00,6,,259<br />
2002-7-14,19,16,13,12,11,10,88,76,63,1019,1017,1015,16,16,11,14,11,,0.00,5,,213<br />
2002-7-15,25,18,12,11,9,3,86,60,25,1018,1016,1014,16,16,16,21,13,26,0.00,1,,355<br />
2002-7-16,26,19,12,15,12,9,94,70,42,1016,1015,1013,16,16,16,13,5,,0.00,2,,223<br />
2002-7-17,25,19,14,14,13,13,94,76,52,1018,1016,1015,16,16,16,14,10,,0.00,6,,229<br />
2002-7-18,24,20,16,14,13,12,86,73,50,1019,1017,1016,16,16,16,19,11,26,0.00,6,,227<br />
2002-7-19,23,19,15,14,13,11,90,72,48,1020,1019,1018,16,16,16,19,8,,0.00,6,,278<br />
2002-7-20,25,20,15,13,12,9,81,60,37,1021,1020,1019,16,16,16,26,18,34,0.00,2,,12<br />
2002-7-21,27,21,14,14,13,11,87,59,44,1020,1017,1014,16,16,16,19,13,26,0.00,1,,11<br />
2002-7-22,31,25,19,14,13,12,73,52,34,1014,1012,1009,16,16,16,21,16,,0.00,0,,11<br />
2002-7-23,31,22,15,16,14,13,96,63,36,1016,1013,1011,16,16,16,16,8,,0.00,1,,218<br />
2002-7-24,27,21,14,17,15,14,100,78,52,1019,1018,1016,16,16,14,13,10,,0.00,2,,223<br />
2002-7-25,19,17,15,15,14,14,96,84,73,1021,1020,1019,16,16,16,19,13,,0.00,7,,219<br />
2002-7-26,17,16,14,15,13,12,100,90,75,1020,1020,1019,16,12,1,23,13,,0.51,8,,223<br />
2002-7-27,23,18,13,12,11,10,89,72,46,1023,1021,1020,16,16,16,14,10,,0.00,7,,221<br />
2002-7-28,18,16,13,16,14,11,100,90,83,1023,1022,1021,16,12,3,14,10,,0.25,7,Rain,189<br />
2002-7-29,21,17,13,13,12,11,94,80,61,1023,1022,1019,16,16,16,14,10,,0.00,7,,251<br />
2002-7-30,22,17,13,14,12,8,100,80,44,1021,1019,1018,16,14,3,16,5,,0.51,6,Rain,348<br />
2002-7-31,22,16,9,9,7,5,90,61,35,1025,1023,1021,16,16,16,16,8,26,0.00,2,,311<br />
2002-8-1,24,18,12,11,10,8,86,65,42,1021,1018,1015,16,16,16,14,10,,0.00,2,,341<br />
2002-8-2,21,16,10,9,8,7,89,66,39,1021,1020,1018,16,16,16,16,8,,0.00,4,,217<br />
2002-8-3,19,14,11,11,10,9,93,74,56,1018,1016,1014,16,16,16,19,11,,0.00,4,,318<br />
2002-8-4,19,14,12,11,10,8,86,74,52,1020,1018,1015,16,16,13,27,18,35,0.25,5,Rain,203<br />
2002-8-5,20,14,11,12,10,7,94,76,45,1020,1019,1017,16,16,16,14,10,,0.51,8,Rain,221<br />
2002-8-6,21,16,12,12,11,8,100,81,48,1024,1022,1019,16,16,16,14,10,,0.00,6,,197<br />
2002-8-7,22,17,12,11,10,8,93,67,42,1026,1026,1024,16,16,16,16,8,,0.00,4,,5<br />
2002-8-8,26,19,12,11,10,7,90,61,33,1029,1027,1026,16,16,16,16,10,,0.00,1,,350<br />
2002-8-9,28,20,13,16,12,9,84,61,43,1026,1024,1020,16,16,16,21,11,,0.00,1,,1<br />
2002-8-10,23,19,16,15,14,13,90,74,55,1020,1019,1017,16,16,16,19,11,,0.00,6,,289<br />
2002-8-11,26,18,12,13,12,7,100,69,35,1021,1019,1018,16,16,16,19,6,,0.00,4,,345<br />
2002-8-12,28,21,14,13,12,11,84,57,39,1021,1019,1018,16,16,16,26,14,32,0.00,0,,17<br />
2002-8-13,33,26,18,14,13,9,75,48,26,1019,1017,1013,16,16,16,26,16,,0.00,0,,14<br />
2002-8-14,29,22,17,14,12,9,81,52,33,1013,1012,1011,16,16,16,19,6,,0.00,1,,349<br />
2002-8-15,28,20,13,13,12,11,96,67,39,1014,1013,1010,16,16,16,13,10,,0.00,0,,212<br />
