MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-2-26,-6,-12,-19,-13,-18,-24,96,72,46,1041,1033,1021,16,13,2,24,10,,0.25,4,Snow,184<br />
2002-2-27,-1,-7,-12,-10,-13,-16,81,63,41,1023,1020,1013,16,16,16,34,16,,0.00,4,,31<br />
2002-2-28,7,-1,-8,-4,-9,-13,100,67,25,1014,1009,1004,16,11,1,37,21,52,2.03,6,Fog-Snow,50<br />
2002-3-1,-7,-12,-17,-8,-15,-19,100,86,72,1028,1017,1010,10,3,0,39,23,50,5.08,8,Fog-Snow,11<br />
2002-3-2,-11,-15,-19,-15,-20,-23,87,72,55,1031,1029,1019,16,15,10,29,13,,0.00,3,,223<br />
2002-3-3,-6,-12,-17,-16,-20,-25,67,48,33,1031,1027,1020,16,16,16,32,18,,0.00,3,,212<br />
2002-3-4,8,1,-6,-4,-11,-17,55,43,30,1024,1020,1017,16,16,16,26,19,,0.00,3,,235<br />
2002-3-5,12,4,-2,-8,-10,-12,58,34,22,1016,1013,1009,16,16,16,42,24,53,0.00,5,,251<br />
2002-3-6,11,6,-1,0,-7,-14,88,44,20,1013,1011,1008,16,16,13,27,18,26,0.00,5,,169<br />
2002-3-7,16,6,-5,-2,-7,-11,100,53,15,1004,1001,997,16,12,0,48,24,61,0.00,4,Fog,258<br />
2002-3-8,3,-6,-14,-3,-8,-17,100,90,52,1024,1004,996,16,4,0,42,16,53,0.76,6,Fog-Snow,16<br />
2002-3-9,7,-4,-16,-7,-13,-19,84,59,26,1031,1028,1024,16,16,16,24,13,,0.00,1,,162<br />
2002-3-10,16,6,-4,-2,-6,-9,73,50,24,1024,1015,1009,16,16,16,21,10,,0.00,5,,104<br />
2002-3-11,11,6,0,-4,-6,-9,75,46,23,1017,1014,1008,16,16,16,26,13,,0.00,4,,286<br />
2002-3-12,17,9,0,-2,-7,-12,61,33,13,1013,1009,1005,16,16,16,23,13,,0.00,6,,171<br />
2002-3-13,15,8,1,-1,-3,-4,85,53,30,1007,1000,994,16,16,16,40,26,50,0.00,5,,107<br />
2002-3-14,1,-3,-7,-1,-6,-9,100,89,72,1017,1007,995,16,7,0,32,18,35,2.79,8,Fog-Snow,27<br />
2002-3-15,-1,-4,-8,-6,-8,-11,100,81,59,1020,1017,1013,16,12,1,19,8,,0.00,7,Snow,98<br />
2002-3-16,6,1,-4,-6,-7,-8,88,63,37,1017,1010,1004,16,16,11,47,26,55,0.00,4,Snow,172<br />
2002-3-17,6,-1,-7,-6,-12,-18,96,50,17,1013,1010,1008,16,16,13,19,11,,0.00,4,,166<br />
2002-3-18,4,-2,-7,-1,-5,-9,100,83,36,1022,1017,1013,16,9,1,23,10,,1.02,6,Fog-Snow,28<br />
2002-3-19,10,1,-7,-2,-6,-9,93,63,28,1021,1019,1017,16,14,10,19,11,26,0.00,4,,161<br />
2002-3-20,17,4,-8,-4,-9,-13,88,44,12,1030,1021,1017,16,16,14,35,19,40,0.00,3,,248<br />
2002-3-21,-6,-9,-12,-9,-12,-14,92,80,58,1043,1036,1031,16,7,1,24,18,,0.76,7,Snow,86<br />
2002-3-22,16,3,-9,-6,-8,-12,81,46,19,1032,1020,1009,16,16,16,26,13,27,0.00,4,,233<br />
2002-3-23,20,9,-1,-4,-7,-11,70,37,13,1009,1003,996,16,16,3,32,14,42,0.00,5,,67<br />
2002-3-24,1,-3,-7,-3,-6,-8,96,87,72,1019,1011,1003,16,8,1,24,14,,1.02,7,Snow,92<br />
2002-3-25,3,-3,-8,-3,-6,-9,100,84,62,1022,1019,1015,16,12,6,23,14,,0.00,7,Snow,86<br />
2002-3-26,14,4,-4,-4,-9,-16,88,41,11,1021,1017,1013,16,16,10,29,14,42,0.00,4,,239<br />
2002-3-27,19,9,-1,-4,-7,-11,59,31,12,1012,1008,1003,16,14,10,64,26,77,0.00,2,,267<br />
2002-3-28,20,10,0,-6,-9,-12,59,27,11,1008,1004,1002,16,16,16,52,19,66,0.00,4,,255<br />
2002-3-29,14,6,-3,-3,-4,-6,93,61,26,1016,1013,1009,16,16,16,26,16,35,0.00,4,,124<br />
2002-3-30,12,4,-3,-4,-5,-8,81,53,30,1019,1014,1012,16,16,16,24,14,,0.00,4,,100<br />
2002-3-31,20,8,-4,-1,-4,-7,92,50,18,1022,1015,1006,16,16,16,26,14,,0.00,3,,146<br />
2002-4-1,23,11,-1,-3,-10,-16,73,24,8,1016,1005,999,16,16,3,60,37,72,0.00,5,,295<br />
2002-4-2,-2,-4,-6,-6,-11,-13,93,67,51,1029,1023,1015,16,15,10,34,21,,0.00,8,Snow,48<br />
2002-4-3,11,2,-6,-9,-12,-14,55,38,21,1028,1021,1015,16,16,16,29,19,,0.00,5,,165<br />
2002-4-4,16,6,-5,-7,-9,-12,60,38,20,1024,1020,1017,16,16,16,24,16,29,0.00,1,,184<br />
2002-4-5,17,9,1,-1,-6,-9,52,33,20,1021,1017,1012,16,16,16,27,13,42,0.00,2,,102<br />
2002-4-6,23,16,9,0,-5,-9,54,27,11,1010,1002,997,16,16,16,32,23,39,0.00,6,,203<br />
2002-4-7,17,11,2,0,-1,-4,87,48,31,1006,1002,998,16,16,11,39,14,52,1.52,5,Rain,36<br />
2002-4-8,12,7,2,3,1,0,89,74,54,1017,1013,1004,16,13,0,29,18,34,0.00,7,Fog-Rain,18<br />
2002-4-9,22,11,1,2,-4,-9,97,43,12,1019,1016,1012,16,15,6,26,13,26,0.00,3,,204<br />
2002-4-10,23,14,8,4,-2,-6,77,33,17,1012,1009,1001,16,16,16,45,19,61,0.25,6,Rain,205<br />
2002-4-11,18,11,4,6,2,-4,96,63,22,1019,1015,1012,16,16,16,24,14,32,2.54,6,Rain,108<br />
2002-4-12,21,11,3,3,-1,-6,89,48,17,1019,1016,1013,16,16,16,26,18,32,0.00,5,,205<br />
2002-4-13,23,14,7,1,-3,-7,63,33,13,1016,1013,1010,16,16,16,27,14,29,0.00,3,,242<br />
2002-4-14,27,19,11,-2,-4,-8,32,22,10,1010,1004,998,16,16,16,27,19,,0.00,6,,238<br />
2002-4-15,29,21,15,-4,-7,-11,26,16,8,1003,993,987,16,16,16,39,26,52,0.00,5,,212<br />
2002-4-16,19,11,4,-3,-9,-16,41,22,9,1009,998,988,16,16,11,45,26,55,0.00,3,,249<br />
2002-4-17,24,13,3,0,-7,-11,54,24,10,1010,1004,997,16,16,16,53,29,63,0.00,1,,196<br />
2002-4-18,20,11,1,-1,-4,-9,72,40,18,1019,1008,999,16,15,5,66,29,84,0.00,3,,63<br />
2002-4-19,8,0,-7,-2,-6,-10,88,67,43,1022,1020,1016,16,15,4,29,14,39,0.00,6,Snow,75<br />
2002-4-20,10,3,0,1,-1,-4,100,79,57,1020,1012,1006,16,14,1,45,24,55,1.52,7,Rain-Snow,116<br />
2002-4-21,14,6,-2,0,-6,-12,100,62,18,1017,1014,1012,16,11,0,53,13,66,0.00,2,Fog,283<br />
2002-4-22,21,9,-3,-7,-11,-15,58,25,12,1017,1013,1010,16,16,16,42,19,61,0.00,1,,251<br />
2002-4-23,26,17,7,-8,-11,-14,26,16,8,1013,1007,1003,16,16,16,45,26,64,0.00,2,,252<br />
2002-4-24,15,6,-2,-3,-7,-11,72,43,20,1024,1019,1007,16,16,16,42,19,39,0.00,2,,99<br />
2002-4-25,16,7,-1,-4,-8,-11,49,37,25,1024,1018,1011,16,16,16,27,14,39,0.00,5,,278<br />
2002-4-26,22,11,2,6,0,-7,96,52,25,1012,1004,996,16,14,3,48,16,77,0.00,6,Rain,243<br />
2002-4-27,19,11,1,6,1,-10,100,61,14,1012,1001,994,16,13,0,47,24,71,0.00,6,Fog-Rain,334<br />
2002-4-28,23,11,-1,0,-4,-7,96,46,14,1016,1012,1009,16,16,14,47,16,58,0.00,1,,141<br />
2002-4-29,24,13,3,1,-2,-4,62,37,18,1016,1011,1005,16,16,16,37,21,45,0.00,3,,147<br />
2002-4-30,23,13,3,7,2,-3,89,48,20,1006,1003,999,16,16,13,37,19,32,0.00,2,,97<br />
2002-5-1,11,6,-1,9,4,-1,100,95,79,1016,1008,999,16,5,1,37,16,,0.51,7,Snow,36<br />
2002-5-2,16,8,0,2,0,-2,100,71,31,1015,1011,1007,16,15,10,50,13,63,0.00,6,,134<br />
2002-5-3,22,13,4,-1,-6,-9,65,31,12,1011,1007,1006,16,16,16,34,21,39,0.00,2,,259<br />
2002-5-4,21,12,4,2,1,-5,81,49,26,1023,1016,1011,16,16,16,42,18,53,0.00,4,,137<br />
2002-5-5,26,17,9,4,-4,-10,69,30,10,1013,1008,1003,16,16,16,37,24,47,0.00,2,,222<br />
2002-5-6,27,17,7,-1,-6,-10,49,24,10,1009,1007,1005,16,16,16,24,18,37,0.00,3,,191<br />
2002-5-7,22,13,6,7,4,-4,85,63,32,1015,1005,998,16,16,11,35,18,53,0.00,5,,35<br />
2002-5-8,15,9,2,6,-1,-19,100,63,13,1018,1007,999,16,11,0,45,19,45,0.00,5,Fog,94<br />
2002-5-9,17,6,-5,-3,-8,-12,60,37,20,1022,1016,1012,16,16,16,32,14,34,0.00,4,,142<br />
2002-5-10,18,10,3,0,-3,-6,57,41,27,1011,1007,1002,16,16,16,47,19,,0.00,5,,273<br />
2002-5-11,16,11,6,8,4,0,100,74,41,1022,1011,1002,16,12,0,35,13,45,0.00,6,Fog-Rain-Thunderstorm,23<br />
2002-5-12,12,8,4,4,1,-4,100,74,34,1030,1025,1020,16,15,8,29,14,35,0.25,6,Rain,292<br />
2002-5-13,21,11,3,-1,-4,-7,70,40,15,1030,1024,1017,16,16,16,26,16,,0.00,2,,187<br />
2002-5-14,26,16,7,2,-2,-8,49,32,12,1017,1009,1004,16,16,8,55,18,85,0.00,5,Thunderstorm,246<br />
2002-5-15,24,16,8,2,1,-2,58,39,19,1013,1006,1003,16,16,16,32,14,,0.00,5,,175<br />
2002-5-16,13,8,4,7,5,1,100,84,51,1023,1017,1009,16,10,0,27,13,,7.62,7,Rain,35<br />
2002-5-17,16,11,7,7,7,5,100,84,53,1024,1021,1018,16,8,0,26,11,,0.00,7,Fog,97<br />
2002-5-18,24,16,7,8,6,4,86,59,32,1019,1015,1012,16,15,10,26,16,34,0.00,4,,247<br />
2002-5-19,23,15,8,7,7,5,90,60,38,1020,1015,1011,16,16,11,26,16,29,0.00,4,,350<br />
2002-5-20,19,12,6,8,6,5,100,76,47,1022,1017,1012,16,12,1,24,14,,0.00,6,,294<br />
2002-5-21,31,19,9,8,1,-13,83,38,9,1010,999,988,16,16,8,69,32,90,0.00,5,,180<br />
2002-5-22,21,14,7,-6,-11,-14,39,18,11,1008,1003,1000,16,16,16,39,24,52,0.00,2,,302<br />
2002-5-23,18,8,-1,5,-3,-8,100,48,26,1020,1013,1008,16,15,6,45,21,58,8.38,5,Rain,102<br />
2002-5-24,9,4,0,4,2,0,100,92,68,1021,1019,1016,16,8,0,24,13,,7.11,7,Fog-Rain-Snow,304<br />
2002-5-25,22,13,6,4,1,-4,79,47,18,1018,1014,1010,16,16,16,24,16,,0.00,5,,188<br />
2002-5-26,26,17,9,4,-1,-5,59,30,13,1014,1010,1007,16,16,16,42,19,53,0.00,5,,247<br />
2002-5-27,27,18,9,5,3,-2,69,40,15,1014,1009,1007,16,16,16,37,16,47,0.00,5,,236<br />
2002-5-28,28,20,12,3,2,-2,55,32,15,1010,1010,1009,16,16,16,27,19,47,0.00,4,,255<br />
2002-5-29,30,21,13,6,2,-2,47,30,14,1011,1010,1009,16,16,16,26,14,37,0.00,5,,271<br />
2002-5-30,33,23,14,5,4,3,47,28,15,1016,1010,1006,16,16,16,47,14,74,0.00,3,,201<br />
2002-5-31,34,26,19,7,4,2,42,27,16,1016,1007,1005,16,16,16,34,24,61,0.00,3,,175<br />
2002-6-1,36,24,14,10,6,2,56,32,14,1008,1004,1000,16,16,16,32,14,37,0.00,5,Thunderstorm,198<br />
2002-6-2,34,24,16,6,2,-2,43,24,12,1008,1000,995,16,16,16,45,16,53,0.00,4,,338<br />
2002-6-3,24,17,10,14,11,5,100,76,41,1020,1011,1002,16,15,5,45,21,53,17.27,7,Rain-Thunderstorm,23<br />
2002-6-4,16,12,9,10,9,8,100,89,60,1021,1018,1013,16,14,6,32,14,39,3.30,7,Rain-Thunderstorm,352<br />
2002-6-5,24,16,8,8,6,3,93,57,27,1020,1016,1013,16,16,11,32,14,27,0.00,2,,188<br />
2002-6-6,29,21,13,7,4,0,60,37,17,1012,1010,1007,16,16,16,34,24,29,0.00,1,,193<br />
2002-6-7,33,25,17,8,2,-2,53,24,11,1012,1005,999,16,16,16,64,21,39,0.00,4,Thunderstorm,198<br />
2002-6-8,36,23,12,10,4,-3,74,37,10,1005,999,994,16,16,16,42,19,76,0.00,3,,198<br />
2002-6-9,35,25,16,7,1,-3,34,19,10,1006,994,989,16,12,3,37,23,42,0.00,4,,195<br />
2002-6-10,24,17,12,5,1,-5,45,32,19,1008,1003,993,16,15,8,35,21,47,0.00,4,,91<br />
2002-6-11,26,17,9,7,5,3,71,44,31,1011,1009,1007,16,16,16,29,16,40,0.00,3,,91<br />
2002-6-12,28,19,10,7,2,0,64,37,17,1015,1012,1008,16,16,11,23,13,,0.00,3,,24<br />
2002-6-13,23,16,9,9,6,1,80,53,29,1024,1019,1017,16,16,16,23,14,29,0.00,5,,52<br />
2002-6-14,28,17,7,9,6,1,71,42,20,1021,1016,1010,16,16,16,35,11,,0.00,3,,145<br />
2002-6-15,28,20,13,13,9,4,87,52,26,1017,1011,1007,16,15,4,37,21,48,6.10,5,Rain-Thunderstorm,20<br />
2002-6-16,28,20,12,12,7,1,89,50,19,1019,1013,1010,16,16,13,27,16,35,0.00,3,,191<br />
2002-6-17,34,23,13,6,2,-2,62,27,12,1009,1005,1001,16,16,16,34,19,32,0.00,3,,212<br />
2002-6-18,35,26,17,4,-1,-6,33,19,12,1013,1003,998,16,12,2,34,16,37,0.00,5,,203<br />
2002-6-19,31,22,14,12,6,-4,89,38,16,1023,1008,998,16,16,6,39,24,50,6.10,5,Rain-Thunderstorm,20<br />
2002-6-20,28,20,13,13,11,3,93,55,21,1025,1016,1011,16,16,11,58,24,74,0.76,6,Thunderstorm,167<br />
2002-6-21,34,26,18,13,8,2,70,37,14,1022,1013,1009,16,14,10,63,31,100,0.76,7,Rain-Thunderstorm,175<br />
2002-6-22,34,24,16,13,8,3,81,38,15,1015,1011,1006,16,15,11,35,16,40,0.00,5,Rain-Thunderstorm,225<br />
2002-6-23,34,24,16,7,3,-1,54,27,12,1020,1011,1009,16,16,16,40,19,76,0.00,4,,242<br />
2002-6-24,36,27,18,6,3,1,43,25,13,1021,1011,1009,16,16,16,42,21,55,0.00,3,,214<br />
2002-6-25,34,26,18,13,7,3,63,37,16,1023,1015,1011,16,16,10,34,26,45,1.52,5,Rain-Thunderstorm,168<br />
2002-6-26,33,23,14,11,7,3,77,40,15,1019,1015,1012,16,16,16,27,18,27,0.00,3,,158<br />
2002-6-27,34,23,14,8,6,2,65,31,15,1021,1011,1008,16,16,16,29,18,53,0.00,4,Thunderstorm,203<br />
2002-6-28,34,24,15,11,7,4,54,35,15,1019,1010,1007,16,16,16,39,19,48,1.02,5,Rain-Thunderstorm,224<br />
2002-6-29,36,26,17,8,4,-1,58,29,13,1016,1008,1005,16,16,16,24,18,29,0.00,3,,193<br />
2002-6-30,34,24,15,3,1,-2,44,21,11,1013,1010,1007,16,16,10,26,16,37,0.00,1,,137<br />
2002-7-1,37,27,18,8,3,0,42,21,13,1019,1008,1006,16,16,16,27,16,,0.00,1,,153<br />
2002-7-2,34,28,21,9,4,1,40,25,14,1012,1010,1007,16,16,13,29,21,39,0.00,4,,110<br />
2002-7-3,34,27,19,11,9,6,55,37,21,1018,1011,1008,16,16,16,34,13,42,0.00,6,Thunderstorm,197<br />
2002-7-4,32,23,16,13,11,8,75,47,26,1012,1010,1007,16,16,16,45,14,50,0.00,4,,172<br />
2002-7-5,31,23,16,13,12,9,80,53,28,1012,1010,1008,16,16,16,35,21,42,0.00,5,,143<br />
2002-7-6,27,21,16,16,14,12,100,73,39,1023,1017,1012,16,14,3,35,16,40,17.78,6,Rain-Thunderstorm,30<br />
2002-7-7,32,24,18,14,13,11,78,53,29,1017,1015,1014,16,16,16,32,16,34,0.00,5,,178<br />
2002-7-8,34,25,16,14,12,8,78,48,21,1019,1017,1015,16,16,16,23,14,29,0.00,4,,9<br />
2002-7-9,33,26,18,14,11,7,65,40,20,1028,1017,1014,16,16,16,32,16,39,0.00,4,,101<br />
2002-7-10,31,23,17,16,14,9,88,60,38,1028,1021,1016,16,15,3,45,19,60,17.53,6,Rain-Thunderstorm,154<br />
2002-7-11,29,21,14,14,12,9,87,58,31,1022,1019,1016,16,16,16,29,18,,0.00,2,,13<br />
2002-7-12,32,22,13,12,8,2,87,47,15,1023,1015,1012,16,16,16,27,14,37,0.00,2,,31<br />
2002-7-13,32,23,15,9,7,4,60,34,17,1014,1012,1010,16,16,16,23,16,29,0.00,2,,269<br />
2002-7-14,33,25,17,12,8,3,63,36,15,1012,1010,1008,16,16,16,35,18,47,0.00,1,,161<br />
2002-7-15,34,25,17,13,9,5,70,39,18,1017,1009,1007,16,16,16,39,21,32,0.00,1,,151<br />
2002-7-16,34,26,17,9,5,2,48,29,13,1010,1009,1007,16,16,16,27,18,35,0.00,2,,175<br />
2002-7-17,34,26,17,8,5,1,52,29,14,1012,1010,1008,16,16,16,23,14,27,0.00,2,,175<br />
2002-7-18,36,26,17,7,5,1,48,29,15,1012,1009,1007,16,16,16,24,16,27,0.00,2,,169<br />
2002-7-19,35,27,18,11,7,3,50,31,14,1011,1008,1004,16,16,16,32,16,39,0.00,1,,173<br />
2002-7-20,35,27,19,13,8,3,59,35,15,1016,1008,1004,16,16,16,47,14,53,0.00,3,Rain,325<br />
2002-7-21,29,23,17,16,12,9,72,52,31,1026,1014,1009,16,15,8,58,14,71,0.00,5,Thunderstorm,48<br />
2002-7-22,28,20,12,13,11,8,94,59,33,1026,1019,1017,16,16,16,27,10,37,0.00,4,,130<br />
2002-7-23,32,24,18,14,12,9,75,47,26,1024,1017,1015,16,16,11,48,24,55,0.00,5,Rain-Thunderstorm-Tornado,216<br />
2002-7-24,35,26,18,9,6,2,54,31,13,1017,1015,1012,16,16,16,26,16,29,0.00,2,,218<br />
2002-7-25,34,27,19,12,8,5,56,35,20,1023,1013,1010,16,16,11,45,18,61,0.00,4,,297<br />
2002-7-26,33,23,14,11,8,2,72,42,15,1013,1011,1007,16,16,16,37,11,48,0.00,4,,237<br />
2002-7-27,33,24,16,7,4,1,50,28,15,1016,1010,1006,16,16,16,34,16,42,0.00,5,,235<br />
2002-7-28,32,24,17,8,6,4,46,33,18,1018,1009,1007,16,16,16,27,14,37,0.00,4,,101<br />
2002-7-29,35,25,16,11,5,1,52,29,12,1017,1011,1008,16,16,16,34,18,45,0.00,2,,173<br />
2002-7-30,36,27,20,9,4,1,41,25,14,1017,1010,1007,16,16,16,37,18,45,0.00,3,,181<br />
2002-7-31,37,28,19,4,2,-1,34,19,12,1010,1008,1006,16,16,16,24,16,27,0.00,3,,175<br />
2002-8-1,28,22,16,8,2,-1,60,31,15,1021,1017,1006,16,16,11,45,18,53,0.00,5,,71<br />
2002-8-2,33,23,14,12,7,2,48,35,20,1019,1013,1008,16,16,16,50,19,64,0.00,6,,199<br />
2002-8-3,31,23,18,16,12,9,83,51,28,1022,1013,1010,16,16,14,47,11,48,0.00,6,Rain,291<br />
2002-8-4,31,24,17,17,15,10,93,70,28,1022,1016,1014,16,15,8,37,13,45,4.57,5,Rain,189<br />
2002-8-5,30,22,15,17,15,13,94,75,40,1021,1016,1012,16,15,8,39,14,60,3.30,5,Rain-Thunderstorm,305<br />
2002-8-6,32,23,14,13,11,8,84,51,23,1019,1014,1010,16,16,16,34,14,35,0.00,4,Thunderstorm,226<br />
