WET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-3-3,14,13,12,14,13,11,100,98,88,1000,995,991,10,7,2,40,19,58,0.00,5,Rain-Thunderstorm,234<br />
2001-3-4,15,13,12,15,14,12,100,100,100,1006,999,992,8,5,2,48,27,69,0.00,6,Rain,212<br />
2001-3-5,19,16,12,17,13,10,100,93,68,1009,1007,1005,10,7,2,42,21,64,0.00,5,Rain,168<br />
2001-3-6,19,17,15,17,15,13,100,92,73,1011,1005,1000,10,6,3,52,39,89,0.00,6,Rain,184<br />
2001-3-7,16,13,12,15,13,10,100,96,88,1012,1011,1010,10,5,2,27,23,47,0.00,4,Rain-Thunderstorm,216<br />
2001-3-8,14,12,11,14,13,10,100,97,82,1014,1011,1010,10,5,1,35,19,55,0.00,6,Rain-Thunderstorm,237<br />
2001-3-9,15,14,14,15,14,14,100,100,100,1019,1016,1014,5,2,0,27,14,,0.00,6,Fog-Rain,223<br />
2001-3-10,15,14,14,15,14,14,100,100,100,1021,1020,1017,3,1,0,24,14,37,0.00,6,Fog-Rain,217<br />
2001-3-11,16,14,14,15,14,14,100,98,88,1021,1018,1016,10,6,1,27,23,,0.00,6,Fog-Rain,197<br />
2001-3-12,14,12,9,14,11,8,100,94,77,1025,1019,1015,10,8,3,24,14,,0.00,4,,321<br />
2001-3-13,15,11,8,11,10,8,100,90,72,1027,1026,1024,10,10,7,16,5,,0.00,4,Rain,329<br />
2001-3-14,16,11,7,13,9,7,100,94,77,1025,1021,1017,10,9,4,24,3,,0.00,2,,351<br />
2001-3-15,15,10,6,13,11,6,100,92,77,1017,1011,1006,10,8,3,19,5,,0.00,5,,229<br />
2001-3-16,14,12,10,13,11,9,100,92,82,1010,1005,1001,10,8,3,47,23,72,0.00,3,Rain-Thunderstorm,214<br />
2001-3-17,15,12,9,13,11,9,100,90,77,1012,1010,1009,10,9,6,32,14,,0.00,5,Rain,205<br />
2001-3-18,16,13,11,14,12,11,100,93,77,1018,1012,1009,10,9,6,35,18,,0.00,5,Rain,224<br />
2001-3-19,16,13,12,15,14,12,100,97,82,1016,1015,1013,10,6,1,39,26,60,0.00,6,Rain,191<br />
2001-3-20,15,14,14,15,14,14,100,100,94,1028,1013,1012,8,3,1,45,35,66,0.00,6,Rain,196<br />
2001-3-21,16,14,14,16,15,14,100,100,100,1012,1010,1008,5,2,1,55,39,82,0.00,6,Fog-Rain,205<br />
2001-3-22,17,16,13,17,16,13,100,99,88,1012,1010,1008,10,4,1,45,29,61,0.00,6,Fog-Rain,197<br />
2001-3-23,16,14,13,16,14,13,100,99,94,1009,1006,1000,10,6,2,27,16,,0.00,5,Rain,194<br />
2001-3-24,17,13,11,14,12,10,100,91,72,1015,1003,998,10,9,5,34,26,53,0.00,2,Rain-Thunderstorm,222<br />
2001-3-25,14,12,10,12,11,10,100,96,77,1007,1006,1004,10,8,3,29,16,,0.00,4,Rain-Thunderstorm,189<br />
2001-3-26,15,12,10,12,11,10,100,93,77,1012,1008,1004,10,9,3,23,10,,0.00,5,Rain,321<br />
2001-3-27,16,12,8,12,11,7,100,92,72,1017,1013,1011,10,9,5,23,10,,0.00,3,Rain,139<br />
2001-3-28,15,11,7,14,11,3,100,96,71,1019,1018,1017,10,8,4,19,6,32,0.00,5,Rain,238<br />
2001-3-29,16,13,12,14,12,10,100,88,72,1024,1021,1017,10,8,4,24,18,,0.00,6,Rain,308<br />
2001-3-30,15,12,10,15,14,10,100,100,94,1025,1024,1022,10,4,1,21,11,34,0.00,6,Fog-Rain,307<br />
2001-3-31,17,12,7,14,11,7,100,95,82,1025,1022,1019,10,6,2,21,5,,0.00,3,Fog,350<br />
2001-4-1,22,16,10,15,13,10,100,87,64,1019,1017,1015,10,6,1,29,6,,0.00,2,,195<br />
2001-4-2,16,13,10,15,12,9,100,87,63,1023,1019,1015,10,8,3,24,16,,0.00,4,Rain,239<br />
2001-4-3,16,12,9,13,11,9,100,89,63,1023,1021,1019,10,8,4,27,13,,0.00,5,Rain,182<br />
2001-4-4,16,13,12,16,14,12,100,99,88,1024,1020,1017,10,5,2,27,18,,0.00,6,Rain,234<br />
2001-4-5,17,14,13,16,14,13,100,98,88,1026,1025,1024,10,8,2,16,5,,0.00,6,,205<br />
2001-4-6,15,14,14,15,14,13,100,98,94,1026,1025,1024,10,7,1,19,11,,0.00,6,Rain,244<br />
2001-4-7,16,13,12,12,9,7,94,73,59,1030,1027,1025,10,10,10,32,19,52,0.00,3,,328<br />
2001-4-8,16,12,8,12,10,7,100,85,67,1032,1030,1029,10,10,10,29,8,45,0.00,4,,348<br />
2001-4-9,18,12,7,13,11,7,100,90,68,1030,1029,1027,8,6,4,24,5,34,0.00,1,,331<br />
2001-4-10,20,14,8,14,12,7,100,84,55,1028,1027,1024,8,8,8,26,8,,0.00,0,,351<br />
2001-4-11,22,14,8,14,9,6,100,68,40,1026,1025,1023,,,,19,6,,0.00,,,342<br />
2001-4-12,21,16,11,12,8,3,100,64,33,1026,1023,1021,,,,21,8,,0.00,,,33<br />
2001-4-13,21,14,8,13,9,3,100,67,31,1022,1020,1017,,,,23,6,,0.00,,,45<br />
2001-4-14,24,18,12,12,6,1,88,52,24,1022,1021,1019,,,,19,11,34,0.00,,,84<br />
2001-4-15,22,16,10,11,8,4,100,63,33,1021,1021,1020,,,,16,5,,0.00,,,339<br />
2001-4-16,18,13,8,14,12,8,100,92,73,1020,1017,1015,8,7,3,13,3,,0.00,5,,234<br />
2001-4-17,18,14,11,13,12,10,100,89,63,1014,1012,1011,8,6,4,19,5,,0.00,6,,332<br />
2001-4-18,18,13,8,11,9,7,100,80,56,1014,1013,1012,8,6,4,29,6,40,0.00,0,,343<br />
2001-4-19,17,13,9,9,7,4,82,68,51,1013,1011,1010,10,10,10,35,16,55,0.00,2,,359<br />
2001-4-20,17,12,7,9,6,2,81,65,39,1016,1013,1011,10,10,10,29,14,,0.00,1,,360<br />
2001-4-21,16,11,6,9,5,1,87,66,39,1021,1019,1016,,,,37,13,61,0.00,,,359<br />
2001-4-22,14,11,8,14,12,7,100,98,87,1019,1015,1012,10,4,1,21,10,,0.00,6,Rain,217<br />
2001-4-23,16,14,14,15,14,14,100,99,94,1012,1011,1010,10,5,1,35,19,,0.00,6,Fog-Rain,218<br />
2001-4-24,16,13,12,15,13,9,100,93,72,1017,1012,1009,10,8,3,32,23,45,0.00,5,Rain,223<br />
2001-4-25,16,13,9,11,9,6,100,76,67,1025,1022,1017,10,10,10,19,11,,0.00,2,Rain,283<br />
2001-4-26,16,11,7,11,9,7,100,87,67,1025,1023,1022,10,9,2,23,5,,0.00,1,,325<br />
2001-4-27,17,13,11,14,12,10,100,88,68,1023,1022,1021,10,9,3,26,8,,0.00,5,Rain,336<br />
2001-4-28,16,12,8,12,11,8,100,89,68,1023,1021,1018,10,9,5,21,6,,0.00,1,,331<br />
2001-4-29,15,11,7,12,8,5,100,83,62,1017,1014,1013,10,10,6,35,11,61,0.00,3,Rain,333<br />
2001-4-30,14,10,6,9,7,5,100,87,58,1016,1014,1012,10,9,5,40,8,55,0.00,4,Rain,17<br />
2001-5-1,15,10,5,9,6,4,100,77,48,1017,1015,1013,10,10,10,37,8,53,0.00,3,,2<br />
2001-5-2,14,11,8,11,9,6,100,92,72,1016,1012,1010,10,9,4,21,8,,0.00,4,Rain,189<br />
2001-5-3,16,12,8,12,9,7,100,83,59,1013,1011,1010,10,10,10,32,11,50,0.00,4,Rain,3<br />
2001-5-4,16,13,10,12,9,6,94,79,63,1015,1013,1012,10,10,10,34,14,,0.00,2,,348<br />
2001-5-5,18,12,6,10,8,6,100,74,48,1017,1015,1014,10,10,10,32,11,50,0.00,1,,359<br />
2001-5-6,19,12,6,11,7,3,100,70,39,1018,1016,1015,10,10,10,27,8,,0.00,1,,359<br />
2001-5-7,18,12,6,11,8,5,100,76,56,1019,1017,1016,10,10,10,37,11,53,0.00,4,,355<br />
2001-5-8,20,14,9,13,11,9,100,82,52,1018,1016,1014,10,10,5,16,8,29,0.00,4,Rain,24<br />
2001-5-9,17,13,11,13,11,9,100,88,63,1014,1012,1010,10,10,8,16,5,,0.00,4,Rain-Thunderstorm,296<br />
2001-5-10,19,13,8,14,12,8,100,90,64,1019,1016,1013,10,8,3,23,5,,0.00,3,,180<br />
2001-5-11,18,14,10,13,12,10,100,84,64,1018,1017,1016,10,7,3,26,10,,0.00,2,,178<br />
2001-5-12,15,14,12,14,12,11,100,88,77,1016,1013,1011,10,9,3,27,13,,0.00,5,Rain,175<br />
2001-5-13,17,14,12,14,12,11,100,89,68,1014,1012,1010,10,9,3,34,18,50,0.00,3,Rain-Thunderstorm,189<br />
2001-5-14,16,14,13,15,14,13,100,97,88,1009,1007,1005,10,8,4,48,26,69,0.00,3,Rain-Thunderstorm,196<br />
2001-5-15,18,16,14,16,14,14,100,96,82,1012,1010,1008,10,8,4,32,24,48,0.00,4,Rain,202<br />
2001-5-16,16,14,14,16,15,14,100,100,100,1015,1012,1009,10,4,1,29,21,48,0.00,6,Fog-Rain,197<br />
2001-5-17,20,17,14,18,16,14,100,95,77,1017,1015,1014,10,6,1,16,11,,0.00,5,Rain,247<br />
2001-5-18,24,18,12,17,14,12,100,79,57,1016,1015,1013,10,10,7,24,5,,0.00,2,,14<br />
2001-5-19,24,19,14,16,11,4,100,61,31,1017,1016,1015,,,,19,10,,0.00,,,79<br />
2001-5-20,22,16,11,16,13,11,100,83,56,1016,1015,1015,10,10,10,13,3,,0.00,1,,269<br />
2001-5-21,17,16,14,15,13,10,100,84,72,1016,1015,1014,10,9,4,21,10,,0.00,6,,218<br />
2001-5-22,19,16,13,15,12,10,100,83,68,1020,1017,1015,10,10,7,21,5,,0.00,4,Rain,301<br />
2001-5-23,18,14,10,14,12,10,100,88,73,1023,1021,1019,10,7,3,24,6,,0.00,2,,335<br />
2001-5-24,19,14,10,15,13,10,100,90,73,1023,1022,1021,8,5,3,24,6,,0.00,2,,332<br />
2001-5-25,20,16,11,17,14,11,100,92,73,1023,1022,1021,10,5,1,24,6,,0.00,2,Fog,331<br />
2001-5-26,21,18,15,18,16,15,100,95,83,1021,1019,1018,8,3,0,23,10,,0.00,4,Fog,326<br />
2001-5-27,29,21,14,21,18,14,100,86,58,1021,1020,1018,8,4,0,10,3,,0.00,4,Fog,309<br />
2001-5-28,31,22,14,21,17,14,100,82,43,1023,1022,1021,10,4,0,16,5,,0.00,1,Fog,323<br />
2001-5-29,33,24,16,23,18,16,100,80,46,1021,1019,1017,8,6,0,16,3,,0.00,1,Fog,322<br />
2001-5-30,24,19,15,19,17,15,100,89,69,1018,1016,1014,8,3,0,16,6,,0.00,4,Fog,327<br />
2001-5-31,30,22,15,19,17,15,100,82,48,1015,1014,1014,8,5,3,14,5,,0.00,0,,272<br />
2001-6-1,25,20,15,20,18,15,100,89,65,1017,1016,1014,8,5,1,13,5,,0.00,1,Fog,238<br />
2001-6-2,20,18,16,18,17,16,100,95,78,1019,1017,1016,8,3,0,13,6,34,0.00,5,Fog,244<br />
2001-6-3,19,17,16,16,14,13,94,84,73,1023,1020,1018,10,7,3,16,10,,0.00,6,,220<br />
2001-6-4,21,17,14,16,14,13,100,83,64,1025,1024,1022,10,10,10,16,5,,0.00,4,,315<br />
2001-6-5,21,17,14,16,14,14,100,87,64,1025,1024,1023,10,8,4,27,6,,0.00,3,,335<br />
2001-6-6,20,16,11,15,13,11,100,85,64,1025,1022,1019,,,,32,11,,0.00,,,348<br />
2001-6-7,21,16,11,16,14,11,100,87,64,1019,1016,1015,8,6,4,24,5,,0.00,1,,319<br />
2001-6-8,20,17,13,16,14,13,100,90,73,1016,1014,1013,10,10,8,14,6,,0.00,6,Rain,237<br />
2001-6-9,19,17,14,17,16,14,100,90,73,1015,1013,1012,10,9,2,23,11,32,0.00,4,Rain,234<br />
2001-6-10,22,16,11,15,13,11,100,81,57,1020,1017,1015,10,9,4,27,8,40,0.00,2,,348<br />
2001-6-11,24,17,11,13,11,9,100,69,41,1021,1020,1019,,,,19,6,,0.00,,,336<br />
2001-6-12,19,17,14,16,14,11,100,87,68,1020,1019,1018,10,9,6,19,6,35,0.00,5,,312<br />
2001-6-13,20,16,12,15,14,12,100,87,60,1020,1019,1018,10,8,3,23,5,,0.00,2,Fog,322<br />
2001-6-14,22,17,13,18,16,13,100,91,64,1019,1018,1017,10,8,1,14,6,,0.00,5,Rain,201<br />
2001-6-15,21,18,15,17,16,14,100,87,68,1020,1017,1016,10,9,6,19,6,,0.00,3,Rain,253<br />
2001-6-16,19,17,13,16,14,12,100,84,64,1025,1023,1020,10,10,8,26,10,,0.00,3,Rain,321<br />
2001-6-17,20,14,9,13,12,9,100,80,52,1026,1025,1023,10,10,10,35,8,,0.00,2,,351<br />
2001-6-18,29,19,10,14,11,5,100,61,22,1024,1021,1018,,,,23,8,,0.00,,,12<br />
2001-6-19,34,24,16,14,6,1,88,33,13,1018,1016,1015,,,,24,8,,0.00,,,66<br />
2001-6-20,31,23,16,17,13,9,100,59,27,1016,1015,1014,9,8,8,19,3,,0.00,0,,323<br />
2001-6-21,24,19,14,18,16,10,100,82,41,1016,1015,1014,8,4,0,21,5,,0.00,2,Fog,316<br />
2001-6-22,22,18,14,17,16,14,100,90,69,1016,1015,1013,8,6,3,26,6,,0.00,1,,304<br />
2001-6-23,23,18,14,16,16,14,100,86,61,1017,1016,1014,8,4,3,21,6,,0.00,4,,303<br />
2001-6-24,24,18,13,18,16,13,100,90,65,1017,1015,1014,9,5,1,11,6,,0.00,1,Fog,219<br />
2001-6-25,21,18,16,17,16,15,100,88,73,1021,1019,1017,8,7,2,19,11,,0.00,5,,204<br />
2001-6-26,22,19,17,18,16,13,100,87,57,1021,1021,1020,10,9,3,19,5,,0.00,5,,263<br />
2001-6-27,21,18,16,18,17,15,100,90,68,1023,1022,1020,10,7,0,16,5,,0.00,4,Fog,305<br />
2001-6-28,23,18,13,18,16,11,100,85,47,1023,1022,1021,10,9,5,19,5,,0.00,1,,310<br />
2001-6-29,23,20,17,18,17,17,100,89,69,1022,1022,1021,10,6,3,27,11,,0.00,5,,335<br />
2001-6-30,27,20,13,18,17,13,100,82,57,1023,1021,1019,8,7,6,19,8,,0.00,0,,328<br />
2001-7-1,32,24,17,20,17,14,100,74,33,1020,1019,1018,10,7,5,16,5,,0.00,0,,298<br />
2001-7-2,20,18,17,19,18,17,100,95,83,1022,1021,1019,7,4,0,23,6,,0.00,5,Fog,318<br />
2001-7-3,22,19,16,18,17,15,100,89,64,1022,1020,1018,10,9,5,29,18,47,0.00,5,,341<br />
2001-7-4,20,18,15,17,16,13,100,89,64,1019,1014,1012,10,8,3,27,14,40,0.00,4,Rain,325<br />
2001-7-5,18,17,15,17,16,15,100,100,94,1012,1011,1010,10,7,3,21,8,,0.00,5,Rain,282<br />
2001-7-6,20,18,15,18,16,15,100,93,78,1019,1015,1012,10,8,3,14,6,,0.00,5,,277<br />
2001-7-7,21,18,15,18,16,14,100,93,73,1021,1020,1019,10,6,2,23,6,,0.00,5,,326<br />
2001-7-8,20,16,12,16,14,12,100,89,64,1021,1019,1018,10,8,0,16,3,,0.00,5,Fog-Rain,305<br />
2001-7-9,21,18,15,18,16,13,100,91,82,1019,1017,1015,10,8,1,14,5,,0.00,5,Fog-Rain,297<br />
2001-7-10,22,19,16,17,16,15,100,87,68,1021,1020,1018,10,5,0,34,13,,0.00,5,Fog,344<br />
2001-7-11,25,19,14,17,16,14,100,82,57,1022,1021,1020,9,9,8,34,11,,0.00,0,,350<br />
2001-7-12,23,19,16,18,17,16,100,90,73,1022,1021,1020,10,8,1,29,14,,0.00,2,,341<br />
2001-7-13,22,19,16,19,18,16,100,93,78,1021,1020,1018,10,8,1,19,13,,0.00,6,,277<br />
2001-7-14,19,17,15,19,17,13,100,96,77,1018,1016,1014,10,5,0,24,14,,0.00,5,Fog-Rain,271<br />
2001-7-15,21,16,11,15,12,11,100,80,60,1020,1019,1018,10,9,8,26,10,,0.00,4,,352<br />
2001-7-16,21,16,11,17,14,11,100,87,68,1021,1019,1017,10,10,10,14,6,,0.00,5,,275<br />
2001-7-17,20,18,15,19,17,15,100,96,83,1021,1019,1018,10,7,1,16,6,29,0.00,5,Fog-Rain,257<br />
2001-7-18,20,17,14,16,14,12,100,86,60,1020,1019,1018,10,9,6,24,8,37,0.00,3,Rain,317<br />
2001-7-19,20,17,13,16,15,13,100,87,73,1023,1021,1018,10,9,5,32,13,,0.00,3,Rain,339<br />
2001-7-20,22,16,10,15,13,10,100,81,53,1023,1021,1019,8,8,8,24,10,,0.00,1,,341<br />
2001-7-21,22,17,12,18,16,12,100,92,78,1019,1017,1016,10,6,0,19,6,,0.00,2,Fog,326<br />
2001-7-22,22,19,16,18,17,16,100,93,78,1017,1016,1015,10,5,0,21,6,,0.00,4,Fog,313<br />
2001-7-23,22,18,15,18,16,15,100,94,69,1015,1014,1013,8,3,0,13,3,,0.00,4,Fog,257<br />
2001-7-24,22,19,17,18,18,17,100,93,73,1017,1014,1013,8,5,1,19,11,,0.00,5,,226<br />
2001-7-25,21,18,15,18,17,15,100,90,73,1019,1018,1017,10,5,0,21,8,,0.00,4,Fog,323<br />
2001-7-26,23,18,14,18,17,14,100,88,69,1019,1018,1017,10,10,7,21,5,,0.00,4,,321<br />
2001-7-27,22,18,14,17,16,14,100,88,64,1018,1017,1017,10,7,2,32,10,,0.00,4,Fog,334<br />
2001-7-28,26,19,13,18,16,13,100,86,57,1018,1017,1014,10,5,0,21,5,,0.00,1,Fog,327<br />
2001-7-29,31,23,15,19,16,13,100,70,33,1018,1016,1014,10,7,3,26,5,45,0.00,1,Rain-Thunderstorm,6<br />
2001-7-30,35,27,18,23,19,16,100,70,34,1018,1016,1015,10,10,8,19,5,35,0.00,5,Rain-Thunderstorm,105<br />
2001-7-31,30,24,19,22,19,18,94,80,55,1018,1015,1013,10,8,4,26,8,,0.00,4,Rain-Thunderstorm,347<br />
2001-8-1,24,21,18,19,19,18,100,91,73,1017,1016,1014,8,6,2,24,14,,0.00,5,,195<br />
2001-8-2,22,19,16,20,18,16,100,94,78,1021,1019,1016,10,4,0,19,11,,0.00,5,Fog,295<br />
2001-8-3,23,19,15,18,17,15,100,89,69,1021,1020,1019,10,8,4,19,6,,0.00,5,,332<br />
2001-8-4,23,19,15,18,16,14,100,85,57,1024,1023,1021,10,4,0,37,8,,0.00,4,Fog,341<br />
2001-8-5,25,18,12,18,15,12,100,81,57,1025,1024,1024,10,10,10,37,10,,0.00,1,,349<br />
2001-8-6,26,21,16,19,17,15,100,83,54,1025,1024,1022,8,8,8,29,10,,0.00,0,,347<br />
2001-8-7,23,19,16,20,18,16,100,91,73,1022,1021,1019,10,9,1,23,10,,0.00,4,Fog,332<br />
2001-8-8,23,19,16,20,17,15,100,87,64,1020,1018,1017,10,7,1,23,6,,0.00,4,Fog,317<br />
2001-8-9,24,19,14,17,15,14,100,76,53,1019,1018,1017,10,10,10,26,6,,0.00,4,,340<br />
2001-8-10,28,20,13,17,15,12,100,73,37,1021,1019,1018,10,9,8,24,5,,0.00,0,,349<br />
2001-8-11,30,23,16,18,14,8,100,66,25,1020,1019,1019,9,9,8,14,3,,0.00,0,,329<br />
2001-8-12,23,19,16,18,17,16,100,89,69,1019,1018,1016,10,6,3,11,3,,0.00,1,,248<br />
2001-8-13,21,19,17,18,17,17,100,93,78,1016,1014,1013,7,3,0,23,13,,0.00,6,Fog,198<br />
2001-8-14,22,19,17,17,16,15,100,84,64,1015,1014,1012,10,5,3,16,11,,0.00,6,,216<br />
2001-8-15,22,18,15,19,17,15,100,93,78,1022,1017,1015,10,7,5,21,6,,0.00,4,Rain,178<br />
