PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-8-5,33,32,31,25,24,24,66,65,63,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-6,31,28,26,25,23,20,94,69,55,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-7,33,31,29,25,24,23,74,69,59,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-8,32,29,27,26,24,24,84,76,66,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-9,31,30,29,25,25,25,79,75,70,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-10,30,29,28,26,24,23,84,75,70,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-11,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2001-8-12,32,31,31,23,23,22,62,60,55,,,,,,,,,,0.00,,,-1<br />
2001-8-13,31,30,29,25,24,23,74,69,66,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-14,30,29,29,25,24,23,79,75,70,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-15,27,26,25,24,23,23,89,83,79,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-16,31,27,24,25,22,21,89,78,66,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-17,30,28,27,25,23,23,84,74,70,,,,,,,,,,0.00,,,-1<br />
2001-8-18,28,28,28,24,24,24,79,79,79,,,,,,,,,,0.00,0,,-1<br />
2001-8-19,39,36,33,26,25,24,66,53,42,,,,,,,,,,0.00,-6666,,-1<br />
2001-8-20,33,32,29,27,26,24,79,71,66,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-21,33,33,33,27,27,27,71,71,71,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-22,29,29,29,22,22,22,66,66,66,,,,,,,,,,0.00,-4998,,-1<br />
2001-8-23,29,29,29,23,22,22,70,67,66,,,,,,,,,,0.00,-9999,,-1<br />
2001-8-24,29,,29,22,22,22,66,66,66,,,,,,,,,,0.00,,,-1<br />
2001-8-26,33,,33,25,25,25,63,63,63,,,,,,,,,,0.00,,,-1<br />
2001-8-27,31,30,29,26,25,25,79,77,74,,,,,,,,,,0.00,,,-1<br />
2001-8-28,31,29,29,24,23,22,70,67,66,,,,,,,,,,0.00,0,,-1<br />
2001-8-31,31,31,30,23,22,21,66,61,55,,,,,,,,,,0.00,-9999,,-1<br />
2001-9-1,30,29,28,24,23,23,79,71,66,,,,,,,,,,0.00,-9999,,-1<br />
2001-9-3,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2001-9-4,29,27,25,21,21,20,74,67,62,,,,,,,,,,0.00,-9999,,-1<br />
2001-9-5,27,27,26,20,20,20,69,66,65,,,,4,4,4,,,,0.00,-9999,,-1<br />
2001-9-6,30,29,29,23,22,22,66,66,66,,,,,,,,,,0.00,-9999,,-1<br />
2001-9-7,29,27,25,23,22,21,83,76,70,,,,,,,,,,0.00,-5555,,-1<br />
2001-9-8,31,27,24,22,21,19,74,62,55,,,,,,,,,,0.00,-9999,,-1<br />
2001-9-9,29,27,25,21,21,20,74,71,62,,,,,,,,,,0.00,,,-1<br />
2001-9-19,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2001-9-20,30,26,21,20,18,17,83,71,48,,,,,,,,,,0.00,-9999,Thunderstorm,-1<br />
2001-9-21,31,26,21,20,18,16,88,73,46,,,,,,,,,,0.00,-9374,,-1<br />
2001-9-22,30,24,23,21,18,17,73,69,58,,,,,,,,,,0.00,-2000,,-1<br />
2001-9-23,23,23,23,17,17,17,69,69,69,,,,,,,,,,0.00,0,,-1<br />
2001-9-27,29,,29,21,21,21,62,62,62,,,,,,,,,,0.00,0,,-1<br />
2001-9-28,29,27,25,22,19,18,69,64,61,,,,,,,,,,0.00,,,-1<br />
2001-9-29,31,26,21,21,18,16,88,69,49,,,,,,,,,,0.00,0,,-1<br />
2001-9-30,32,27,22,21,18,11,78,65,43,,,,,,,,,,0.00,0,,-1<br />
2001-10-1,29,24,21,21,18,15,78,67,61,,,,,,,,,,0.00,-9999,,-1<br />
2001-10-2,30,27,23,23,19,17,78,69,54,,,,,,,,,,0.00,0,,-1<br />
2001-10-3,26,24,23,21,21,20,83,79,74,,,,,,,,,,0.00,0,,-1<br />
2001-10-4,27,24,22,19,17,15,73,68,58,,,,,,,,,,0.00,-9999,,-1<br />
2001-10-5,27,23,20,18,17,16,83,71,54,,,,,,,,,,0.00,-4166,,-1<br />
2001-10-6,27,23,20,19,17,15,83,68,54,,,,,,,,,,0.00,0,,-1<br />
2001-10-7,30,24,19,19,17,14,78,67,51,,,,,,,,,,0.00,0,,-1<br />
2001-10-8,23,21,20,17,16,16,78,72,69,,,,,,,,,,0.00,0,,-1<br />
2001-10-9,30,28,25,21,20,19,69,62,58,,,,,,,,,,0.00,-9999,,-1<br />
2001-10-10,31,26,22,19,16,12,69,57,35,,,,,,,,,,0.00,0,,-1<br />
2001-10-11,22,21,20,17,16,14,73,72,64,,,,,,,,,,0.00,0,,-1<br />
2001-10-12,27,22,17,13,11,9,77,57,37,,,,,,,,,,0.00,-2727,,-1<br />
2001-10-13,22,19,17,9,8,7,56,51,43,,,,,,,,,,0.00,0,,-1<br />
2001-10-14,30,25,19,13,11,8,56,50,25,,,,,,,,,,0.00,0,,-1<br />
2001-10-15,27,22,17,15,11,6,64,57,40,,,,,,,,,,0.00,0,,-1<br />
2001-10-16,29,23,17,16,12,4,68,60,20,,,,,,,,,,0.00,0,,-1<br />
2001-10-17,27,22,17,15,12,9,68,60,44,,,,,,,,,,0.00,0,,-1<br />
2001-10-18,25,21,17,15,13,11,68,62,44,,,,,,,,,,0.00,0,,-1<br />
2001-10-19,29,23,17,18,13,10,73,63,37,,,,,,,,,,0.00,-3636,,-1<br />
2001-10-20,28,23,19,19,16,12,78,64,37,,,,,,,,,,0.00,,,-1<br />
2001-10-21,27,22,18,19,16,14,77,66,61,,,,,,,,,,0.00,,,-1<br />
2001-10-22,28,23,18,21,17,14,78,71,54,,,,,,,,,,0.00,0,,-1<br />
2001-10-23,30,24,19,19,17,14,73,63,40,,,,,,,,,,0.00,0,,-1<br />
2001-10-24,29,24,20,18,16,14,78,66,51,,,,,,,,,,0.00,0,,-1<br />
2001-10-25,31,24,19,18,15,13,73,62,33,,,,,,,,,,0.00,0,,-1<br />
2001-10-26,31,23,17,18,14,11,78,66,29,,,,,,,,,,0.00,0,,-1<br />
2001-10-27,27,22,17,19,15,13,77,69,54,,,,,,,,,,0.00,0,,-1<br />
2001-10-28,23,19,17,18,14,13,78,72,64,,,,,,,,,,0.00,0,,-1<br />
2001-10-29,27,23,19,21,18,16,83,76,61,,,,,,,,,,0.00,-9999,,-1<br />
2001-10-30,26,22,19,17,16,14,83,68,57,,,,,,,,,,0.00,-9999,,-1<br />
2001-10-31,28,22,17,15,14,13,77,66,45,,,,,,,,,,0.00,-8888,,-1<br />
2001-11-1,23,20,17,19,16,13,94,75,64,,,,,,,,,,0.00,-9999,Hail-Thunderstorm,-1<br />
2001-11-2,22,20,18,16,15,13,83,73,60,,,,,,,,,,0.00,-9999,,-1<br />
2001-11-3,21,19,17,16,15,12,94,81,56,,,,,,,,,,0.00,-8571,,-1<br />
2001-11-4,24,18,12,12,10,8,82,59,38,,,,,,,,,,0.00,0,,-1<br />
2001-11-5,25,18,12,13,9,5,73,61,28,,,,,,,,,,0.00,-1111,,-1<br />
2001-11-6,23,17,11,14,11,8,94,72,53,,,,,,,,,,0.00,0,,-1<br />
2001-11-7,23,16,13,13,10,9,82,73,53,,,,,,,,,,0.00,-1250,,-1<br />
2001-11-8,25,24,17,11,10,8,68,49,34,,,,,,,,,,0.00,0,,-1<br />
2001-11-9,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2001-11-13,27,25,25,9,8,7,32,32,32,,,,,,,,,,0.00,,,-1<br />
2001-11-14,28,24,19,12,7,5,64,33,23,,,,,,,,,,0.00,0,,-1<br />
2001-11-15,24,17,11,13,11,6,73,64,44,,,,1,1,1,,,,0.00,0,,-1<br />
2001-11-16,24,18,12,13,9,7,77,61,38,,,,,,,,,,0.00,0,,-1<br />
2001-11-17,25,19,14,12,9,7,72,55,32,,,,,,,,,,0.00,0,,-1<br />
2001-11-18,26,20,15,9,7,4,63,44,24,,,,,,,,,,0.00,-2500,,-1<br />
2001-11-19,24,17,9,12,7,3,67,52,31,,,,,,,,,,0.00,0,,-1<br />
2001-11-20,18,17,15,11,10,9,68,66,64,,,,,,,,,,0.00,0,,-1<br />
2001-11-21,23,17,10,9,7,5,82,56,35,,,,,,,,,,0.00,0,,-1<br />
2001-11-22,24,17,9,10,6,4,88,63,31,,,,,,,,,,0.00,0,,-1<br />
2001-11-23,24,17,10,7,4,3,62,49,27,,,,,,,,,,0.00,,,-1<br />
2001-11-24,21,14,9,11,7,3,82,64,52,,,,,,,,,,0.00,0,,-1<br />
2001-11-25,19,14,9,9,6,4,87,68,49,,,,,,,,,,0.00,0,,-1<br />
2001-11-26,21,16,10,9,7,4,82,63,40,,,,,,,,,,0.00,-1428,,-1<br />
2001-11-27,21,14,9,11,7,3,82,69,40,,,,,,,,,,0.00,0,,-1<br />
2001-11-28,21,16,10,10,7,5,77,63,35,,,,,,,,,,0.00,,,-1<br />
2001-11-29,19,14,9,9,7,5,82,69,46,,,,,,,,,,0.00,,,-1<br />
2001-11-30,11,10,10,6,6,6,76,73,71,,,,,,,,,,0.00,,,-1<br />
2001-12-1,20,11,9,7,6,4,82,67,40,,,,,,,,,,0.00,-9999,,-1<br />
2001-12-2,22,16,9,11,6,3,82,59,31,,,,,,,,,,0.00,,,-1<br />
2001-12-3,20,16,11,9,6,3,72,62,46,,,,,,,,,,0.00,-9999,,-1<br />
2001-12-4,21,16,11,17,6,3,88,60,35,,,,,,,,,,0.00,-6999,,-1<br />
2001-12-5,23,17,11,9,6,3,77,58,31,1017,1017,1015,,,,,,,0.00,,,-1<br />
2001-12-6,18,14,10,5,3,3,62,56,40,,,,,,,,,,0.00,0,,-1<br />
