PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-3-3,8,3,-1,1,-1,-4,96,72,49,1018,1015,1013,16,16,16,16,8,,0.00,5,,88<br />
2001-3-4,12,7,1,3,-1,-4,76,62,40,1013,1010,1007,16,16,16,26,14,37,0.00,6,Rain,26<br />
2001-3-5,14,10,6,6,4,3,89,72,55,1022,1017,1010,16,16,16,16,11,,0.00,5,,357<br />
2001-3-6,17,11,5,7,6,4,96,76,52,1023,1021,1020,16,16,13,21,14,,0.00,2,,6<br />
2001-3-7,18,11,4,9,6,3,100,71,40,1020,1019,1017,16,15,5,23,6,,1.78,3,Rain,244<br />
2001-3-8,10,8,6,8,6,2,100,86,59,1022,1020,1019,16,15,10,27,16,35,3.30,8,Rain,213<br />
2001-3-9,10,8,5,6,4,2,100,89,61,1023,1022,1020,16,11,3,16,6,,1.02,7,Rain,111<br />
2001-3-10,9,7,4,5,3,2,93,81,64,1023,1022,1021,16,15,13,19,10,,0.00,7,Rain,169<br />
2001-3-11,10,7,4,6,4,4,100,85,66,1025,1024,1023,16,12,2,13,8,,0.00,8,,162<br />
2001-3-12,9,8,7,7,6,4,96,87,80,1026,1024,1021,16,15,6,24,11,32,0.00,7,,201<br />
2001-3-13,9,7,4,7,5,2,100,86,61,1024,1018,1015,16,15,3,35,21,53,3.30,7,Rain,225<br />
2001-3-14,10,6,2,4,3,2,100,81,61,1028,1026,1023,16,16,16,19,8,,0.00,6,,179<br />
2001-3-15,7,6,4,6,5,3,100,93,81,1022,1016,1013,16,13,4,21,11,,8.13,8,Rain,156<br />
2001-3-16,7,4,2,4,3,2,100,87,68,1021,1020,1017,16,16,16,21,11,,0.00,8,Rain,192<br />
2001-3-17,10,7,4,8,5,2,93,83,68,1019,1017,1017,16,16,16,14,5,,0.25,8,Rain,198<br />
2001-3-18,12,9,7,11,9,3,100,96,76,1017,1015,1013,16,10,2,29,14,45,14.73,8,Rain,178<br />
2001-3-19,9,7,4,4,2,2,89,76,61,1026,1023,1018,16,16,16,29,18,40,0.25,4,Rain,204<br />
2001-3-20,12,8,3,4,2,1,93,75,53,1026,1024,1022,16,16,16,26,11,,0.00,4,,149<br />
2001-3-21,11,7,3,2,1,-2,83,67,44,1025,1023,1022,16,16,16,23,16,,0.00,2,,11<br />
2001-3-22,13,7,2,4,2,0,93,72,47,1021,1020,1019,16,16,16,14,10,,0.00,1,,15<br />
2001-3-23,15,9,3,4,3,2,93,68,46,1019,1017,1014,16,16,16,16,11,,0.00,4,,354<br />
2001-3-24,17,11,6,11,7,4,100,80,52,1013,1009,1007,16,15,6,26,8,34,5.08,7,Rain,202<br />
2001-3-25,12,9,6,10,7,4,100,87,71,1022,1016,1008,16,16,11,24,16,37,6.60,7,Rain,206<br />
2001-3-26,9,7,3,5,3,2,100,85,63,1027,1024,1021,16,15,8,24,13,35,4.06,6,Rain,201<br />
2001-3-27,9,6,3,8,4,1,100,92,71,1027,1017,1010,16,12,3,27,13,37,10.41,8,Rain,171<br />
2001-3-28,9,7,6,8,6,3,100,88,71,1023,1020,1016,16,15,6,27,19,39,0.51,8,Rain,216<br />
2001-3-29,9,7,4,6,4,3,100,86,68,1024,1021,1018,16,16,11,29,13,42,0.00,8,Rain,204<br />
2001-3-30,11,8,6,7,5,2,100,85,56,1025,1023,1021,16,14,8,19,8,,1.78,8,Rain,287<br />
2001-3-31,12,9,6,10,7,2,100,88,68,1019,1014,1012,16,13,3,40,14,58,2.29,8,Rain,203<br />
2001-4-1,9,6,3,3,1,-1,99,73,50,1017,1014,1010,16,13,5,19,13,,4.83,8,Rain,216<br />
2001-4-2,7,4,2,4,3,0,100,90,73,1015,1012,1010,16,12,5,21,6,,8.38,7,Rain-Hail,223<br />
2001-4-3,8,4,2,3,2,2,100,87,68,1023,1018,1015,16,16,16,11,6,,0.00,7,,183<br />
2001-4-4,54,9,1,9,1,-1,97,67,30,1025,1023,1020,16,15,10,13,10,,0.00,4,,179<br />
2001-4-5,9,7,5,6,4,1,96,83,56,1020,1012,1006,16,13,5,29,11,39,5.08,8,Rain,206<br />
2001-4-6,8,6,3,4,3,1,96,84,66,1010,1007,1006,16,15,5,27,19,35,1.52,7,Rain,211<br />
2001-4-7,10,6,3,3,2,-3,100,82,43,1013,1012,1011,16,15,11,23,10,,0.00,7,Rain,190<br />
2001-4-8,11,7,4,3,2,1,96,83,54,1022,1016,1012,16,15,10,13,8,,0.00,7,Rain,199<br />
2001-4-9,12,7,3,4,2,1,93,76,53,1024,1022,1019,16,16,16,26,14,34,0.00,6,,197<br />
2001-4-10,7,4,3,6,4,3,100,96,87,1018,1013,1010,16,9,4,21,14,32,19.81,8,Rain,185<br />
2001-4-11,13,8,3,3,-1,-5,89,57,31,1017,1015,1011,16,16,16,26,16,37,0.00,2,,22<br />
2001-4-12,8,6,3,5,2,-1,89,76,61,1021,1018,1016,16,16,10,24,16,42,1.52,7,Rain,198<br />
2001-4-13,10,6,3,2,2,-1,86,73,54,1025,1024,1022,16,16,16,21,14,,0.00,7,,212<br />
2001-4-14,11,7,2,3,2,-3,97,69,39,1025,1023,1020,16,16,16,21,10,,0.00,7,,36<br />
2001-4-15,18,11,4,6,2,1,96,58,31,1020,1018,1015,16,16,11,21,11,,0.00,7,,18<br />
2001-4-16,18,12,7,10,6,3,100,65,40,1015,1012,1007,16,15,8,24,8,35,4.06,8,Rain,198<br />
2001-4-17,12,9,7,9,8,5,100,88,71,1020,1018,1013,16,15,8,21,14,,7.62,7,Rain,195<br />
2001-4-18,14,9,6,8,6,3,100,84,51,1019,1017,1013,16,14,4,16,10,,2.79,5,Rain,206<br />
2001-4-19,13,9,6,6,4,1,100,75,45,1016,1014,1010,16,16,16,14,6,,0.00,7,,269<br />
2001-4-20,15,11,6,7,4,2,93,74,42,1015,1011,1010,16,16,16,23,11,27,0.00,6,,18<br />
2001-4-21,16,11,5,8,5,2,96,74,39,1021,1019,1016,16,16,16,26,11,32,0.00,4,,205<br />
2001-4-22,11,9,7,7,5,3,93,81,63,1025,1024,1022,16,16,10,19,14,,1.02,8,Rain,193<br />
2001-4-23,15,11,8,9,8,7,100,88,67,1026,1025,1023,16,16,10,14,10,,1.02,8,Rain,195<br />
2001-4-24,21,16,10,12,10,8,96,74,56,1026,1024,1022,16,16,16,16,8,,0.00,7,,193<br />
2001-4-25,22,16,10,12,11,9,100,78,53,1022,1018,1013,16,16,16,19,8,,0.00,5,,4<br />
2001-4-26,18,13,9,11,9,7,100,80,54,1016,1015,1013,16,16,16,24,10,,0.00,4,,205<br />
2001-4-27,13,10,8,11,9,7,97,86,77,1015,1012,1009,16,16,8,16,10,,0.76,7,Rain,220<br />
2001-4-28,11,8,7,8,6,3,97,87,68,1016,1012,1010,16,15,8,26,16,45,3.30,6,Rain,212<br />
2001-4-29,12,9,7,9,6,2,100,87,68,1017,1015,1013,16,12,3,37,19,47,4.57,8,Rain,199<br />
2001-4-30,12,9,6,9,7,2,100,89,56,1020,1015,1010,16,13,5,37,19,55,14.48,7,Rain,188<br />
2001-5-1,12,9,6,6,5,4,93,80,64,1030,1025,1020,16,16,16,32,19,42,0.25,7,Rain,213<br />
2001-5-2,14,9,5,5,4,2,96,73,47,1035,1033,1030,16,16,16,13,8,,0.00,4,,249<br />
2001-5-3,15,9,5,7,5,3,92,72,56,1032,1028,1023,16,16,16,13,6,,0.00,5,,354<br />
2001-5-4,14,11,7,10,7,4,97,82,61,1022,1017,1014,16,16,14,29,6,39,2.03,7,Rain,206<br />
2001-5-5,13,9,6,5,3,2,87,72,53,1026,1023,1017,16,16,13,26,18,39,0.25,6,Rain,216<br />
2001-5-6,16,10,4,5,2,-6,89,60,24,1026,1025,1023,16,16,16,14,11,,0.00,3,,4<br />
2001-5-7,21,13,6,6,5,3,86,60,35,1025,1024,1023,16,16,16,16,5,,0.00,6,,217<br />
2001-5-8,14,11,8,10,7,3,100,83,61,1025,1024,1022,16,14,3,24,8,,0.00,7,Rain,49<br />
2001-5-9,16,10,5,8,4,2,97,71,42,1023,1022,1020,16,16,16,14,5,,0.00,6,,327<br />
2001-5-10,17,11,6,8,4,1,97,71,36,1024,1022,1019,16,16,16,14,6,,0.00,3,,211<br />
2001-5-11,21,14,8,9,7,4,86,66,45,1019,1015,1010,16,16,16,16,13,,0.00,6,,2<br />
2001-5-12,19,14,9,11,9,8,100,78,54,1016,1011,1008,16,16,16,16,6,,0.00,7,Rain,227<br />
2001-5-13,17,13,9,10,9,8,100,87,58,1017,1015,1013,16,14,3,14,11,27,1.52,8,Rain,209<br />
2001-5-14,12,10,9,11,9,8,100,96,80,1013,1010,1008,16,13,6,27,14,32,13.72,8,Rain,194<br />
2001-5-15,15,11,8,11,9,6,100,92,64,1015,1012,1007,16,13,3,29,14,53,14.22,8,Rain,198<br />
2001-5-16,15,11,8,8,7,5,100,80,53,1024,1020,1012,16,16,16,34,24,47,0.25,6,,212<br />
2001-5-17,13,9,6,8,6,3,100,81,49,1023,1021,1020,16,16,16,11,5,,0.00,7,,222<br />
2001-5-18,16,12,8,8,7,6,100,80,53,1026,1025,1023,16,16,16,13,8,,0.00,7,,222<br />
2001-5-19,16,11,8,10,8,6,100,82,66,1027,1025,1023,16,16,16,27,13,,0.00,6,,172<br />
2001-5-20,18,12,7,8,4,-3,86,63,26,1030,1029,1028,16,16,16,21,13,,0.00,4,,26<br />
2001-5-21,23,16,9,11,8,4,86,60,46,1028,1024,1018,16,16,16,21,10,,0.00,2,,8<br />
2001-5-22,28,20,12,14,11,7,77,58,39,1017,1014,1012,16,16,16,21,13,,0.00,3,,357<br />
2001-5-23,29,22,13,18,13,10,84,62,43,1017,1014,1013,16,16,16,16,8,,1.02,5,,264<br />
2001-5-24,21,16,11,11,9,3,100,76,40,1021,1020,1018,16,16,16,13,6,,0.00,5,,256<br />
2001-5-25,29,17,9,11,9,5,90,63,29,1021,1019,1016,16,16,16,14,8,,0.00,1,,340<br />
2001-5-26,23,17,12,10,8,6,86,56,36,1016,1012,1008,16,16,16,21,10,,0.00,3,,356<br />
2001-5-27,20,14,10,9,8,4,93,67,47,1010,1009,1008,16,16,16,23,8,,0.00,8,,214<br />
2001-5-28,13,11,9,10,7,2,96,78,49,1022,1013,1010,16,15,6,27,14,39,3.05,6,Rain,226<br />
2001-5-29,17,11,7,6,4,2,85,65,39,1028,1026,1023,16,16,16,16,10,,0.00,5,,194<br />
2001-5-30,21,14,8,10,7,5,86,66,47,1029,1028,1027,16,16,16,14,6,,0.00,4,Rain,178<br />
2001-5-31,29,19,10,13,11,8,93,66,31,1026,1016,1007,16,16,14,13,5,,0.00,2,,335<br />
2001-6-1,16,12,9,12,9,4,93,81,64,1015,1010,1008,16,15,6,26,11,48,4.57,6,Rain,216<br />
2001-6-2,14,10,8,9,7,5,100,85,67,1015,1014,1013,16,15,6,24,14,37,12.19,8,Rain,195<br />
2001-6-3,15,10,7,7,6,5,93,77,57,1020,1018,1015,16,16,11,19,10,,0.25,7,Rain,171<br />
2001-6-4,16,11,7,9,7,4,97,73,47,1018,1014,1012,16,16,16,14,6,,0.00,6,,196<br />
2001-6-5,16,12,9,11,9,7,100,85,64,1019,1015,1012,16,16,16,13,8,,1.27,8,Rain,209<br />
2001-6-6,18,14,11,11,9,7,100,78,52,1024,1022,1019,16,15,5,19,11,,0.76,6,Rain,214<br />
2001-6-7,23,17,11,11,9,7,89,64,38,1023,1020,1016,16,16,16,11,6,,0.00,5,,343<br />
2001-6-8,23,18,13,13,11,9,97,68,44,1016,1015,1013,16,16,8,11,6,,2.29,7,Rain-Thunderstorm,221<br />
2001-6-9,16,13,11,13,8,4,100,75,53,1020,1017,1014,16,15,8,26,14,37,2.79,7,Rain,224<br />
2001-6-10,16,11,9,11,8,6,93,81,65,1019,1018,1016,16,16,14,16,11,27,0.76,7,Rain,191<br />
2001-6-11,12,10,8,11,8,6,100,92,76,1016,1014,1013,16,13,4,24,10,29,27.43,8,Rain-Thunderstorm,98<br />
2001-6-12,14,11,7,9,8,6,97,84,69,1023,1019,1016,16,16,16,16,11,,1.52,7,Rain,167<br />
2001-6-13,19,13,9,10,9,7,96,78,48,1024,1022,1019,16,16,16,11,5,,0.00,7,,224<br />
2001-6-14,17,12,9,11,9,7,92,78,62,1022,1020,1019,16,16,16,14,6,,0.00,7,,213<br />
2001-6-15,18,13,10,8,8,7,83,71,53,1025,1023,1022,16,16,16,19,8,,0.00,7,,203<br />
2001-6-16,18,13,10,9,8,7,86,71,50,1025,1024,1022,16,16,16,23,13,,0.00,6,,9<br />
2001-6-17,18,13,9,9,8,6,80,71,54,1027,1025,1024,16,16,16,21,11,,0.00,6,,344<br />
2001-6-18,20,14,10,10,8,7,86,68,48,1028,1026,1024,16,16,16,19,10,,0.00,6,,43<br />
2001-6-19,26,18,11,12,10,8,86,63,39,1024,1022,1020,16,16,16,23,13,,0.00,5,,17<br />
2001-6-20,26,19,13,13,11,8,81,58,40,1023,1022,1021,16,16,16,19,6,,0.00,5,,352<br />
2001-6-21,25,18,13,14,12,9,93,68,46,1023,1021,1020,16,16,16,13,6,,0.00,4,,259<br />
2001-6-22,18,14,11,13,11,9,100,81,58,1022,1021,1018,16,15,6,19,10,,0.00,6,,239<br />
2001-6-23,18,13,9,9,8,7,90,72,52,1018,1017,1014,16,16,16,13,8,,0.00,7,,218<br />
2001-6-24,14,12,10,11,9,7,96,85,67,1020,1016,1015,16,15,10,24,10,32,4.06,8,Rain,203<br />
2001-6-25,19,14,10,9,8,6,94,72,45,1022,1019,1013,16,16,16,16,13,,0.00,8,Rain,191<br />
2001-6-26,23,18,13,14,10,7,90,65,44,1013,1011,1008,16,16,16,16,11,,0.25,8,Rain,5<br />
2001-6-27,18,16,14,16,14,13,100,96,75,1016,1011,1007,16,12,3,19,5,,15.49,8,Rain,209<br />
2001-6-28,19,16,12,13,10,8,94,74,54,1025,1023,1017,16,16,16,24,16,35,0.00,6,,215<br />
2001-6-29,21,16,11,10,8,7,80,64,49,1024,1022,1020,16,16,16,23,13,,0.00,2,,2<br />
2001-6-30,22,16,11,12,10,8,89,69,49,1021,1019,1016,16,16,16,16,6,,0.00,5,,276<br />
2001-7-1,21,16,12,10,9,7,83,67,45,1023,1022,1021,16,16,16,19,10,,0.00,5,,270<br />
2001-7-2,26,18,11,11,9,7,86,56,32,1023,1021,1020,16,16,16,23,10,,0.00,0,,8<br />
2001-7-3,28,20,13,13,12,9,75,55,37,1020,1018,1015,16,16,16,26,11,,0.00,4,,20<br />
2001-7-4,25,19,12,16,13,9,97,73,57,1020,1018,1016,16,16,16,13,5,,0.00,4,,246<br />
2001-7-5,21,16,12,11,9,8,88,70,47,1023,1021,1019,16,16,16,14,10,,0.00,5,,158<br />
2001-7-6,21,16,11,12,10,8,83,72,54,1021,1020,1018,16,16,16,16,11,,0.00,1,,280<br />
2001-7-7,23,17,10,12,10,9,96,73,45,1020,1019,1018,16,16,16,11,5,,0.00,2,,297<br />
2001-7-8,26,19,12,13,11,10,90,62,44,1022,1021,1019,16,16,16,14,10,,0.00,0,,358<br />
2001-7-9,28,21,14,13,12,9,81,59,34,1020,1018,1015,16,16,16,23,13,,0.00,0,,8<br />
2001-7-10,26,19,13,16,14,12,93,73,50,1016,1015,1014,16,16,16,13,8,,0.00,3,,272<br />
2001-7-11,25,18,12,14,12,9,96,68,48,1017,1016,1015,16,16,14,13,6,,0.00,2,,265<br />
2001-7-12,24,17,12,13,12,10,96,73,47,1021,1019,1017,16,16,16,11,5,,0.00,5,,234<br />
2001-7-13,19,14,11,12,11,9,96,80,60,1024,1022,1021,16,16,16,13,8,,0.00,4,,236<br />
2001-7-14,19,16,12,12,11,9,100,77,59,1021,1019,1015,16,16,14,19,10,,0.00,6,,352<br />
2001-7-15,25,13,11,12,11,9,100,87,77,1015,1013,1011,16,14,5,16,10,,2.54,8,Rain,222<br />
2001-7-16,19,14,11,12,11,10,100,86,58,1015,1013,1011,16,13,2,24,11,32,16.76,8,Rain,209<br />
2001-7-17,18,14,12,11,11,10,90,80,63,1018,1016,1015,16,16,16,21,13,,0.00,7,,210<br />
2001-7-18,21,16,11,12,11,10,100,79,54,1019,1018,1017,16,16,16,14,8,,0.00,5,,248<br />
2001-7-19,23,18,14,13,12,11,84,71,48,1017,1016,1014,16,16,16,21,13,,0.00,6,,10<br />
2001-7-20,23,18,13,14,13,12,93,75,53,1016,1015,1014,16,16,16,13,6,,0.00,6,,268<br />
2001-7-21,18,15,12,13,12,12,100,87,70,1019,1018,1016,16,16,14,16,10,,0.25,8,Rain,213<br />
2001-7-22,22,17,13,14,13,12,94,81,59,1021,1020,1019,16,16,16,13,6,,0.00,7,,256<br />
2001-7-23,25,18,12,16,14,12,100,80,56,1021,1019,1016,16,16,16,11,5,,0.00,5,,281<br />
2001-7-24,22,18,14,16,14,13,100,88,57,1020,1018,1017,16,13,3,13,5,,0.25,6,Rain,234<br />
2001-7-25,25,18,13,14,12,10,100,73,41,1020,1018,1016,16,16,11,13,5,,0.25,3,,277<br />
2001-7-26,23,17,11,13,12,11,100,85,49,1020,1019,1017,16,12,1,14,6,,0.00,4,Fog,224<br />
2001-7-27,21,16,11,14,11,11,100,84,55,1021,1019,1016,16,15,11,24,13,35,1.02,7,Rain,218<br />
2001-7-28,18,15,13,14,12,10,100,86,65,1022,1019,1015,16,15,10,27,18,45,5.33,7,Rain,220<br />
2001-7-29,19,16,12,11,10,8,94,75,50,1021,1018,1015,16,16,16,14,10,,0.00,6,,248<br />
2001-7-30,22,16,11,12,11,9,97,74,51,1018,1016,1015,16,16,16,21,11,,0.00,5,,262<br />
2001-7-31,19,14,11,11,9,8,92,72,54,1020,1019,1017,16,16,16,14,10,,0.00,6,,209<br />
2001-8-1,21,16,11,13,12,10,97,76,59,1018,1017,1017,16,16,16,16,6,,0.00,7,Rain,207<br />
2001-8-2,23,18,14,16,14,13,100,83,57,1018,1016,1014,16,13,2,16,10,,1.78,7,Rain,205<br />
2001-8-3,21,17,14,16,14,13,100,89,76,1014,1013,1012,16,14,3,13,10,,1.27,7,Rain,200<br />
2001-8-4,21,16,13,14,12,11,93,77,59,1017,1015,1013,16,16,16,16,10,,0.00,6,,213<br />
2001-8-5,22,18,14,15,13,12,93,76,57,1021,1017,1016,16,16,16,11,3,,0.00,7,Rain,201<br />
2001-8-6,23,19,16,16,14,11,97,78,64,1023,1022,1021,16,16,16,16,6,,0.00,6,,340<br />
2001-8-7,23,19,15,12,11,9,72,61,44,1025,1024,1022,16,16,16,21,16,32,0.00,3,,15<br />
2001-8-8,26,20,14,14,12,10,78,61,40,1022,1020,1016,16,16,16,26,16,34,0.00,0,,20<br />
2001-8-9,31,23,16,14,12,9,84,52,35,1016,1015,1013,16,16,16,19,13,,0.00,0,,17<br />
2001-8-10,31,23,16,15,13,10,87,56,29,1017,1015,1014,16,16,16,11,5,,0.00,0,,249<br />
2001-8-11,28,20,13,15,13,11,100,79,38,1018,1016,1014,16,11,1,13,8,,0.00,3,Fog,220<br />
2001-8-12,30,21,14,17,14,12,100,68,37,1016,1015,1014,16,16,14,19,5,,0.00,3,,320<br />
2001-8-13,26,18,13,14,13,13,100,84,52,1021,1019,1016,16,11,1,13,6,,0.51,4,Fog,255<br />
2001-8-14,26,18,12,14,13,12,100,85,47,1021,1019,1016,16,9,0,16,3,,0.00,4,Fog,310<br />
2001-8-15,23,17,12,14,13,12,100,88,59,1018,1017,1015,16,8,0,13,5,,0.00,4,Fog,231<br />
