WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-3-17,-4,-6,-6,-5,-6,-8,100,93,86,1012,1005,997,10,4,1,26,21,,0.00,7,Snow,325<br />
2003-3-18,-5,-6,-7,-7,-8,-8,93,86,80,1006,995,988,10,10,10,32,24,,0.00,6,Snow,12<br />
2003-3-19,-2,-3,-6,-3,-4,-6,100,92,86,1001,999,993,10,6,0,58,39,,0.00,7,Snow,198<br />
2003-3-20,-6,-7,-7,-7,-8,-8,100,92,86,990,984,980,10,10,6,40,34,,0.00,7,Snow,348<br />
2003-3-21,-8,-9,-9,-9,-10,-11,100,93,86,988,986,983,8,4,0,37,31,,0.00,6,Snow,330<br />
2003-3-22,-8,-10,-12,-10,-11,-14,86,83,79,991,990,989,10,10,10,13,10,,0.00,2,,10<br />
2003-3-24,-9,-10,-12,-11,-12,-14,93,88,73,997,995,994,10,5,1,35,21,,0.00,6,Snow,330<br />
2003-3-25,-12,-14,-15,-16,-17,-18,85,75,67,1003,1002,1001,10,8,4,21,13,,0.00,3,,352<br />
2003-3-26,-7,-10,-12,-15,-16,-18,67,60,49,997,994,993,10,10,10,32,24,,0.00,1,,97<br />
2003-3-27,-12,-13,-14,-13,-16,-18,92,82,67,1013,1009,1003,10,4,1,32,24,,0.00,6,Snow,284<br />
2003-3-28,-12,-13,-14,-15,-16,-18,85,76,62,1021,1020,1019,10,9,3,26,19,,0.00,2,Snow,356<br />
2003-3-29,-11,-12,-13,-15,-16,-17,73,72,67,1018,1015,1011,10,10,10,24,23,,0.00,1,Snow,55<br />
2003-3-30,-7,-8,-9,-13,-13,-14,68,63,58,1004,1003,1002,10,10,10,16,11,,0.00,3,,58<br />
2003-3-31,-8,-10,-13,-10,-12,-15,93,83,73,1013,1008,1003,10,9,4,29,21,,0.00,4,Snow,321<br />
2003-4-1,-9,-10,-11,-12,-13,-15,86,81,73,1012,1008,1003,10,10,10,34,24,,0.00,3,Snow,14<br />
2003-4-2,-9,-10,-11,-13,-14,-16,79,73,67,1005,1004,1003,10,10,10,32,26,,0.00,0,Snow,5<br />
2003-4-3,-6,-8,-10,-9,-11,-14,80,77,73,1012,1011,1010,10,10,10,23,18,,0.00,1,,57<br />
2003-4-4,-4,-6,-7,-7,-9,-10,80,74,68,1005,997,989,10,10,10,34,29,,0.00,6,,45<br />
2003-4-5,6,1,-3,0,-3,-4,100,85,49,987,982,979,10,9,2,37,24,55,0.00,6,Snow,49<br />
2003-4-6,-7,-8,-8,-8,-8,-9,100,94,93,1004,996,990,10,5,0,53,48,,0.00,8,Snow,208<br />
2003-4-7,-5,-7,-9,-8,-10,-13,93,81,68,1005,1002,997,10,8,3,29,16,,0.00,3,Snow,38<br />
2003-4-8,-8,-9,-9,-9,-11,-13,93,82,68,996,995,994,10,7,1,29,21,,0.00,5,Snow,4<br />
2003-4-9,-8,-9,-10,-10,-13,-15,86,76,67,1004,1000,999,10,9,5,24,19,,0.00,6,Snow,352<br />
2003-4-10,-7,-9,-10,-10,-11,-12,86,82,74,1005,1004,1003,10,9,6,16,8,,0.00,5,Snow,22<br />
2003-4-11,-5,-8,-9,-12,-13,-15,63,62,58,1007,1006,1005,10,10,10,16,14,,0.00,2,,105<br />
2003-4-12,-7,-9,-10,-10,-11,-13,86,79,73,1006,1005,1005,10,10,10,23,10,,0.00,1,,24<br />
2003-4-14,-7,-8,-9,-10,-11,-13,86,79,73,1003,1000,998,10,9,2,21,18,,0.00,6,Snow,12<br />
2003-4-15,-6,-7,-8,-8,-9,-11,86,85,74,998,993,986,10,9,5,29,19,,0.00,5,Snow,359<br />
2003-4-16,10,3,-2,0,-2,-4,86,58,46,982,978,973,10,10,10,61,42,84,0.00,6,,91<br />
2003-4-17,1,-1,-2,-1,-2,-3,100,89,75,987,986,983,10,10,8,45,23,,0.00,3,Snow,132<br />
2003-4-18,-2,-3,-4,-3,-4,-5,93,91,86,1005,999,992,10,9,5,29,26,,0.00,8,Snow,209<br />
2003-4-19,0,-2,-3,0,-3,-10,100,87,51,1021,1019,1017,6,4,3,50,45,69,0.00,8,Snow,166<br />
2003-4-20,1,0,-1,-2,-2,-4,93,84,70,1026,1026,1025,10,10,8,14,6,,0.00,6,Snow,17<br />
2003-4-21,1,-1,-2,-4,-5,-7,75,72,64,1024,1024,1024,10,10,9,16,10,,0.00,0,,119<br />
2003-4-22,0,-2,-3,-3,-4,-7,86,78,69,1026,1024,1022,10,10,10,10,6,,0.00,1,,22<br />
2003-4-23,3,0,-3,1,-2,-4,93,87,75,1031,1030,1030,10,10,10,19,10,,0.00,5,,13<br />
2003-4-24,3,2,1,1,1,0,93,88,81,1031,1031,1030,10,10,10,8,3,,0.00,8,,4<br />
2003-4-25,2,1,1,0,0,0,93,92,87,1028,1027,1026,10,6,3,19,10,,0.00,8,Fog-Rain-Snow,199<br />
2003-4-26,3,1,0,0,0,-1,100,90,81,1022,1021,1019,10,9,1,24,21,,0.00,2,Fog,37<br />
2003-4-28,4,3,2,-1,-2,-4,81,69,61,1015,1014,1014,10,10,10,48,35,69,0.00,8,,174<br />
2003-4-29,4,3,2,0,-1,-4,87,75,65,1016,1015,1014,10,10,10,21,16,,0.00,5,,72<br />
2003-4-30,6,3,2,0,-2,-4,81,68,53,1017,1016,1014,10,10,10,19,13,,0.00,0,,196<br />
2003-5-1,8,6,3,1,-2,-3,70,59,46,1020,1019,1018,10,10,10,29,18,,0.00,1,,69<br />
2003-5-2,5,4,3,1,-1,-3,81,73,65,1021,1021,1021,10,10,10,11,6,,0.00,3,,19<br />
2003-5-3,5,4,3,1,1,1,87,83,76,1022,1021,1019,10,10,10,19,10,,0.00,7,,37<br />
2003-5-4,4,3,3,2,1,1,87,86,81,1010,1005,1000,10,10,10,16,11,,0.00,6,,40<br />
2003-5-5,9,7,6,1,-1,-2,70,57,46,985,985,984,10,10,10,19,13,,0.00,4,,51<br />
2003-5-6,4,3,2,-6,-8,-11,56,44,38,996,994,991,10,10,10,26,14,,0.00,1,,56<br />
2003-5-7,3,1,0,-1,-2,-2,93,81,75,1009,1007,1004,10,10,10,21,14,,0.00,4,,223<br />
2003-5-8,0,-1,-2,-1,-2,-3,100,94,86,1014,1011,1010,10,6,2,29,21,,0.00,8,Snow,207<br />
2003-5-9,0,-1,-1,-1,-3,-5,100,83,75,1018,1018,1018,10,8,2,21,16,,0.00,7,Snow,217<br />
2003-5-10,0,-2,-3,-4,-6,-6,93,77,69,1022,1021,1020,10,10,10,26,18,,0.00,6,Snow,347<br />
2003-5-11,1,0,0,-1,-2,-4,87,80,70,1015,1015,1015,10,9,5,60,47,77,0.00,7,Rain,178<br />
2003-5-12,7,3,1,0,-1,-3,93,77,49,1018,1016,1013,10,10,10,50,35,,0.00,6,,198<br />
2003-5-13,4,2,1,0,0,-1,93,86,75,1015,1014,1009,10,10,10,52,35,60,0.00,5,,190<br />
2003-5-14,4,2,0,1,1,0,100,91,81,1008,1004,1003,10,4,1,48,34,,0.00,7,Rain-Snow,185<br />
2003-5-15,-1,-3,-4,-5,-7,-9,80,71,59,1017,1016,1015,10,10,10,14,10,,0.00,5,Snow,212<br />
2003-5-16,0,-2,-3,-5,-6,-9,80,72,64,1015,1014,1014,10,10,10,27,21,,0.00,3,,1<br />
2003-5-17,4,0,-3,-4,-7,-9,64,58,52,1012,1010,1009,10,10,8,40,31,,0.00,0,,32<br />
2003-5-19,8,4,1,1,1,0,93,81,57,1018,1017,1015,10,10,9,39,19,60,0.00,4,Rain,197<br />
2003-5-20,7,3,1,1,1,0,93,82,66,1016,1012,1008,10,8,1,66,23,90,0.00,7,Fog-Rain,184<br />
2003-5-21,6,4,3,1,1,0,87,80,70,1014,1012,1010,10,10,4,27,16,,0.00,6,Fog-Rain,175<br />
2003-5-22,5,2,0,3,1,-2,100,90,76,1024,1016,1009,10,7,0,77,50,101,0.00,6,Rain-Snow,197<br />
2003-5-23,5,3,1,1,-1,-2,81,75,65,1029,1026,1021,10,10,10,32,19,,0.00,5,,200<br />
2003-5-24,1,1,1,1,0,-1,100,95,87,1019,1018,1017,10,8,4,23,18,,0.00,6,Fog-Rain-Snow,211<br />
2003-5-25,1,0,-1,0,-2,-3,100,90,80,1012,1011,1007,10,6,1,32,19,,0.00,6,Rain-Snow,222<br />
2003-5-26,3,1,0,1,-1,-3,100,84,75,1010,1008,1006,10,8,2,32,13,,0.00,6,Fog-Rain-Snow,176<br />
2003-5-27,8,4,0,2,0,-2,100,81,57,1006,1005,1003,10,9,3,21,10,,0.00,3,Snow,14<br />
2003-5-28,12,9,7,1,0,-3,61,52,47,1005,1003,1002,10,10,8,16,11,,0.00,2,,51<br />
2003-5-29,10,8,5,2,1,-1,76,61,50,1013,1012,1010,10,10,10,21,14,,0.00,5,,198<br />
2003-5-30,9,8,8,3,2,1,71,65,58,1017,1016,1015,10,10,10,37,26,,0.00,6,Rain,181<br />
2003-5-31,11,7,4,6,4,2,87,77,67,1017,1016,1015,10,10,8,19,11,,0.00,1,Fog,19<br />
2003-6-2,7,4,3,4,3,2,93,88,81,1018,1016,1014,10,9,4,45,23,,0.00,3,Fog,202<br />
2003-6-3,12,7,2,2,0,-3,93,64,35,1015,1012,1010,10,10,5,16,5,,0.00,2,Fog,256<br />
2003-6-4,9,7,5,1,0,-2,76,62,53,1012,1011,1008,10,10,10,16,10,,0.00,3,,330<br />
2003-6-5,11,7,3,5,3,2,93,75,58,1009,1009,1008,10,10,10,19,8,,0.00,1,,350<br />
2003-6-6,9,4,1,3,1,0,93,77,58,1007,1006,1005,10,8,0,24,19,,0.00,2,Fog,25<br />
2003-6-7,5,3,2,1,1,0,87,83,76,1010,1009,1008,10,5,0,27,19,,0.00,4,Fog,210<br />
2003-6-8,2,1,1,0,0,0,93,92,87,1010,1009,1009,10,4,1,14,10,,0.00,8,Fog,207<br />
2003-6-9,4,3,2,3,2,1,100,93,87,1013,1013,1012,10,10,10,10,6,,0.00,7,Rain,257<br />
2003-6-10,9,6,2,5,3,1,93,83,71,1013,1012,1012,10,10,10,16,13,,0.00,2,,324<br />
2003-6-11,12,9,7,5,4,3,81,69,62,1015,1013,1012,10,10,10,23,13,,0.00,5,,343<br />
2003-6-12,15,11,7,6,5,4,87,69,51,1018,1016,1015,10,10,10,26,14,,0.00,4,,162<br />
2003-6-13,13,9,6,7,5,4,87,80,63,1022,1021,1019,10,10,10,23,16,,0.00,3,,227<br />
2003-6-14,11,8,6,6,6,5,93,83,71,1018,1018,1018,10,10,10,19,10,,0.00,5,,201<br />
2003-6-15,13,12,11,8,7,6,72,70,67,1018,1017,1017,10,10,10,16,13,,0.00,1,,358<br />
2003-6-16,10,7,4,7,5,3,100,88,76,1015,1012,1010,10,10,10,14,11,,0.00,2,,341<br />
2003-6-17,6,4,3,1,1,0,87,79,70,1008,1007,1005,5,2,0,24,14,,0.00,2,Fog,205<br />
2003-6-18,6,3,1,0,0,0,93,79,66,1007,1007,1006,10,4,0,14,6,,0.00,5,Fog,209<br />
2003-6-19,8,3,1,1,0,-3,81,75,62,1011,1010,1009,10,8,3,42,21,61,0.00,7,Fog,196<br />
2003-6-20,9,7,5,6,5,4,100,91,71,1005,999,995,10,8,1,40,18,40,0.00,8,Fog-Rain,195<br />
2003-6-21,6,4,4,5,3,2,100,92,81,994,993,992,10,8,1,58,40,,0.00,8,Fog-Rain,187<br />
2003-6-22,5,4,4,2,1,1,87,82,81,999,997,995,10,9,2,19,11,,0.00,7,Fog-Rain,213<br />
2003-6-23,14,8,3,9,6,3,100,77,62,1004,1003,1003,10,10,10,26,18,,0.00,1,Fog,21<br />
2003-6-24,18,12,6,7,6,4,93,61,40,1004,1003,1003,10,10,10,19,8,,0.00,0,Fog,352<br />
2003-6-25,17,13,9,8,7,6,82,63,52,1001,1001,1000,10,10,10,21,8,,0.00,0,,205<br />
2003-6-26,9,7,4,6,5,4,100,90,76,1004,1001,999,10,7,0,40,21,,0.00,3,Fog,201<br />
2003-6-27,9,7,6,6,6,5,93,88,81,1009,1007,1006,10,10,10,23,18,,0.00,6,Rain,204<br />
2003-6-28,9,7,6,7,3,-1,100,75,58,1014,1013,1012,10,9,5,29,10,,0.00,7,Fog-Rain,223<br />
2003-6-29,7,6,5,6,1,0,93,72,66,1016,1013,1011,4,3,1,71,34,89,0.00,8,Fog-Rain,186<br />
2003-6-30,9,6,2,0,-2,-4,70,62,54,1021,1021,1021,10,6,0,14,6,,0.00,5,Fog,353<br />
2003-7-1,15,9,4,2,-5,-11,47,35,27,1020,1018,1016,10,10,10,26,19,,0.00,1,,40<br />
2003-7-2,13,10,7,8,6,4,87,76,66,1018,1016,1015,10,10,10,26,18,,0.00,2,,200<br />
2003-7-3,10,7,6,1,1,0,70,63,54,1024,1024,1022,10,10,4,24,16,,0.00,5,Fog,215<br />
2003-7-4,12,9,6,1,1,0,66,57,47,1024,1024,1024,10,10,10,16,11,,0.00,6,Fog,15<br />
2003-7-5,11,9,7,1,1,1,66,58,50,1024,1023,1021,10,10,10,24,16,,0.00,5,,360<br />
2003-7-6,11,7,4,1,-2,-7,61,51,42,1019,1018,1016,10,9,1,16,16,,0.00,1,Fog,23<br />
2003-7-7,17,10,4,2,-4,-13,50,35,27,1016,1014,1013,10,7,0,27,16,,0.00,2,Fog,13<br />
2003-7-8,3,3,3,3,-1,-9,100,80,41,1013,1013,1013,0,0,0,10,6,,0.00,1,Fog,195<br />
2003-7-10,10,4,4,-2,-2,-3,61,52,43,1014,1014,1013,10,8,0,19,13,,0.00,4,Fog,249<br />
2003-7-11,9,7,6,0,-3,-9,57,49,32,1010,1008,1007,10,8,0,19,14,,0.00,6,Fog,298<br />
2003-7-12,6,4,4,-7,-9,-13,42,36,28,1012,1011,1009,10,3,0,24,16,,0.00,7,Fog-Rain,222<br />
2003-7-13,5,,5,-5,-5,-5,49,49,49,1009,1009,1008,10,9,6,42,34,,0.00,7,Rain,183<br />
2003-7-14,8,7,7,0,-3,-6,57,48,39,1011,1008,1006,10,10,10,11,6,,0.00,6,,287<br />
2003-7-15,8,7,5,-4,-6,-7,49,44,34,1012,1010,1005,10,10,10,24,11,47,0.00,6,Rain,192<br />
2003-7-16,9,8,7,1,1,0,66,61,54,1021,1014,1005,10,9,5,84,61,103,0.00,6,Rain,179<br />
2003-7-17,9,7,6,1,1,0,70,63,54,1023,1022,1021,10,6,0,24,16,,0.00,4,Fog,201<br />
2003-7-18,14,9,5,2,1,0,70,55,44,1020,1018,1015,10,10,10,16,13,,0.00,4,Fog,13<br />
2003-7-19,16,11,6,3,2,1,70,49,39,1013,1012,1011,10,10,10,19,13,,0.00,1,Fog,348<br />
2003-7-20,11,8,7,2,1,1,66,60,50,1017,1017,1016,10,8,4,16,14,,0.00,1,Fog,201<br />
2003-7-21,17,12,7,2,1,0,66,53,37,1011,1008,1005,10,10,10,16,13,,0.00,1,,208<br />
2003-7-22,12,10,8,2,1,1,66,54,47,1008,1007,1005,10,10,10,27,21,,0.00,3,,199<br />
2003-7-23,9,7,6,2,1,-1,62,59,54,1009,1008,1008,10,9,3,32,16,,0.00,5,Fog,202<br />
2003-7-24,11,8,5,1,1,0,76,66,50,1013,1013,1011,10,9,4,16,11,,0.00,4,Fog,255<br />
2003-7-25,14,10,7,2,1,1,66,52,41,1013,1012,1010,10,10,10,21,13,,0.00,2,,194<br />
2003-7-26,13,11,10,9,6,-1,82,68,41,1009,1008,1007,10,10,10,16,11,,0.00,4,,208<br />
2003-7-27,13,7,6,8,7,6,100,90,72,1008,1007,1007,10,6,1,13,10,,0.00,2,Fog,340<br />
2003-7-28,15,11,7,3,1,-2,71,48,33,1006,1005,1005,10,10,10,27,16,,0.00,3,,12<br />
2003-7-29,16,12,9,2,1,-1,58,44,31,1004,1003,1003,10,10,10,23,14,,0.00,0,,34<br />
2003-7-30,17,13,10,6,4,2,71,54,39,1008,1007,1004,10,10,10,19,11,,0.00,0,,213<br />
2003-7-31,13,10,8,10,8,7,100,89,77,1009,1008,1007,10,10,10,19,14,,0.00,5,Rain,4<br />
2003-8-1,10,8,5,1,-1,-4,70,57,49,1012,1009,1006,10,7,0,26,13,,0.00,1,Fog,218<br />
2003-8-2,13,8,4,3,2,0,93,64,47,1011,1009,1008,10,6,0,19,11,,0.00,0,Fog,7<br />
2003-8-3,8,7,5,6,5,4,93,91,87,1008,1008,1008,10,10,10,13,11,,0.00,6,,200<br />
2003-8-4,13,10,8,7,6,4,87,76,66,1016,1015,1012,10,10,10,19,13,,0.00,0,,339<br />
2003-8-5,12,9,7,7,7,5,93,81,71,1020,1019,1016,10,10,10,21,14,,0.00,2,,193<br />
2003-8-6,16,11,8,9,8,6,87,79,59,1022,1021,1020,10,10,10,10,5,,0.00,1,,204<br />
2003-8-7,14,11,9,8,7,6,87,74,67,1019,1018,1018,10,10,10,16,13,,0.00,0,,163<br />
2003-8-8,17,13,9,11,9,8,93,81,68,1015,1013,1010,10,10,10,19,14,,0.00,1,,28<br />
2003-8-9,16,13,10,9,7,5,76,66,59,1008,1008,1007,10,10,10,34,26,,0.00,1,,20<br />
2003-8-10,16,10,5,2,1,1,76,51,36,1008,1007,1006,10,8,0,21,16,,0.00,0,Fog,25<br />
2003-8-11,12,9,7,9,6,5,94,79,62,1005,1004,1003,10,10,10,34,13,,0.00,7,Rain,189<br />
2003-8-12,11,9,7,3,2,0,76,62,47,1000,1000,999,10,9,2,53,14,,0.00,7,Fog-Rain,173<br />
2003-8-13,13,10,7,2,1,1,66,55,44,1001,1001,1000,10,10,10,23,16,,0.00,6,,31<br />
2003-8-14,8,7,5,1,0,-2,66,64,61,1010,1007,1004,10,4,0,14,8,,0.00,8,Fog,225<br />
2003-8-15,12,6,2,-1,-8,-13,53,37,24,1008,1003,997,10,5,0,42,11,66,0.00,5,Fog,195<br />
2003-8-16,14,11,9,3,1,-1,58,52,47,993,992,991,10,5,2,89,63,119,0.00,8,Rain,176<br />
2003-8-17,8,6,4,0,0,0,75,67,57,1008,1007,1005,10,10,10,14,8,,0.00,3,,308<br />
2003-8-18,8,7,5,5,3,1,87,77,66,1005,1003,1001,10,10,5,34,19,55,0.00,8,Rain,158<br />
2003-8-19,10,8,7,8,7,6,100,93,87,999,997,994,10,8,1,42,10,,0.00,8,Fog-Rain,207<br />
2003-8-20,10,9,8,8,7,6,93,87,82,997,993,990,10,5,2,87,50,114,0.00,7,Rain,178<br />
2003-8-21,6,4,4,1,1,0,81,76,70,1011,1010,1007,10,9,6,23,11,,0.00,7,Rain,342<br />
2003-8-22,11,8,5,1,1,1,76,67,50,1009,1009,1008,10,10,10,16,11,,0.00,2,Fog,43<br />
2003-8-23,9,6,4,1,1,1,81,71,58,1013,1011,1009,10,7,0,16,8,,0.00,7,Fog-Rain,197<br />
