Date/Time,Year,Month,Day,Data Quality,Max Temp (ﾰC),Max Temp Flag,Min Temp (ﾰC),Min Temp Flag,Mean Temp (ﾰC),Mean Temp Flag,Heat Deg Days (ﾰC),Heat Deg Days Flag,Cool Deg Days (ﾰC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2015-08-26,2015,8,26,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,2015,8,27,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,2015,8,28,,,,,,,,,,,,,,,,,,,,,,,
2015-08-29,2015,8,29,,,,,,,,,,,,,,,,,,,,,,,
2015-08-30,2015,8,30,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,2015,8,31,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,2015,9,1,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,2015,9,2,,,,,,,,,,,,,,,,,,,,,,,
2015-09-03,2015,9,3,,,,,,,,,,,,,,,,,,,,,,,
2015-09-04,2015,9,4,,,,,,,,,,,,,,,,,,,,,,,
2015-09-05,2015,9,5,,,,,,,,,,,,,,,,,,,,,,,
2015-09-06,2015,9,6,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,2015,9,7,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,2015,9,8,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,2015,9,9,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,2015,9,10,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,2015,9,11,,,,,,,,,,,,,,,,,,,,,,,
2015-09-12,2015,9,12,,,,,,,,,,,,,,,,,,,,,,,
2015-09-13,2015,9,13,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,2015,9,14,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,2015,9,15,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,2015,9,16,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,2015,9,17,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,2015,9,18,,,,,,,,,,,,,,,,,,,,,,,
2015-09-19,2015,9,19,,,,,,,,,,,,,,,,,,,,,,,
2015-09-20,2015,9,20,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,2015,9,21,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,2015,9,22,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,2015,9,23,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,2015,9,24,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,2015,9,25,,,,,,,,,,,,,,,,,,,,,,,
2015-09-26,2015,9,26,,,,,,,,,,,,,,,,,,,,,,,
2015-09-27,2015,9,27,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,2015,9,28,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,2015,9,29,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,2015,9,30,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,2015,10,1,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,2015,10,2,,,,,,,,,,,,,,,,,,,,,,,
2015-10-03,2015,10,3,,,,,,,,,,,,,,,,,,,,,,,
2015-10-04,2015,10,4,,,,,,,,,,,,,,,,,,,,,,,
2015-10-05,2015,10,5,,,,,,,,,,,,,,,,,,,,,,,
2015-10-06,2015,10,6,,,,,,,,,,,,,,,,,,,,,,,
2015-10-07,2015,10,7,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,2015,10,8,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,2015,10,9,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10,2015,10,10,,,,,,,,,,,,,,,,,,,,,,,
2015-10-11,2015,10,11,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,2015,10,12,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,2015,10,13,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,2015,10,14,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,2015,10,15,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,2015,10,16,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17,2015,10,17,,,,,,,,,,,,,,,,,,,,,,,
2015-10-18,2015,10,18,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,2015,10,19,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,2015,10,20,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,2015,10,21,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,2015,10,22,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,2015,10,23,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24,2015,10,24,,,,,,,,,,,,,,,,,,,,,,,
2015-10-25,2015,10,25,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,2015,10,26,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,2015,10,27,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,2015,10,28,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,2015,10,29,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,2015,10,30,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,2015,10,31,,,,,,,,,,,,,,,,,,,,,,,
2015-11-01,2015,11,1,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,2015,11,2,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,2015,11,3,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,2015,11,4,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,2015,11,5,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,2015,11,6,,,,,,,,,,,,,,,,,,,,,,,
2015-11-07,2015,11,7,,,,,,,,,,,,,,,,,,,,,,,
2015-11-08,2015,11,8,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,2015,11,9,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,2015,11,10,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,2015,11,11,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,2015,11,12,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,2015,11,13,,,,,,,,,,,,,,,,,,,,,,,
2015-11-14,2015,11,14,,,,,,,,,,,,,,,,,,,,,,,
2015-11-15,2015,11,15,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,2015,11,16,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,2015,11,17,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,2015,11,18,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,2015,11,19,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,2015,11,20,,,,,,,,,,,,,,,,,,,,,,,
2015-11-21,2015,11,21,,,,,,,,,,,,,,,,,,,,,,,
2015-11-22,2015,11,22,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,2015,11,23,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,2015,11,24,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,2015,11,25,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,2015,11,26,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,2015,11,27,,,,,,,,,,,,,,,,,,,,,,,
2015-11-28,2015,11,28,,,,,,,,,,,,,,,,,,,,,,,
2015-11-29,2015,11,29,,,,,,,,,,,,,,,,,,,,,,,
