Date/Time,Year,Month,Day,Data Quality,Max Temp (ﾰC),Max Temp Flag,Min Temp (ﾰC),Min Temp Flag,Mean Temp (ﾰC),Mean Temp Flag,Heat Deg Days (ﾰC),Heat Deg Days Flag,Cool Deg Days (ﾰC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2013-02-13,2013,2,13,ﾆ,2.1,,-3.2,,-0.6,,18.6,,0,,,M,,M,0,,10,,,M,,M
2013-02-14,2013,2,14,ﾆ,2.9,,-2.8,,0.1,,17.9,,0,,,M,,M,3.1,,10,,,M,,M
2013-02-15,2013,2,15,ﾆ,3,,-5.5,,-1.3,,19.3,,0,,,M,,M,0,,10,,,M,,M
2013-02-16,2013,2,16,ﾆ,-1.4,,-7.5,,-4.5,,22.5,,0,,0,,,M,3.6,,9,,,M,,M
2013-02-17,2013,2,17,ﾆ,-7.5,,-14.2,,-10.9,,28.9,,0,,,M,,M,0.4,,13,,,M,,M
2013-02-18,2013,2,18,ﾆ,1.7,,-13.2,,-5.8,,23.8,,0,,,M,,M,1.4,,11,,,M,,M
2013-02-19,2013,2,19,ﾆ,4.6,,-4.5,,0.1,,17.9,,0,,,M,,M,8.6,,10,,,M,,M
2013-02-20,2013,2,20,ﾆ,-3.7,,-6.8,,-5.3,,23.3,,0,,,M,,M,0,,8,,,M,,M
2013-02-21,2013,2,21,ﾆ,-3.6,,-12.5,,-8.1,,26.1,,0,,,M,,M,0,,8,,,M,,M
2013-02-22,2013,2,22,ﾆ,2,,-7.8,,-2.9,,20.9,,0,,,M,,M,0.6,,8,,,M,,M
2013-02-23,2013,2,23,ﾆ,3.3,,-0.3,,1.5,,16.5,,0,,,M,,M,0,,8,,,M,,M
2013-02-24,2013,2,24,ﾆ,2.6,,-1.4,,0.6,,17.4,,0,,,M,,M,1.5,,7,,,M,,M
2013-02-25,2013,2,25,ﾆ,3,,0.4,,1.7,,16.3,,0,,,M,,M,0,,8,,,M,,M
2013-02-26,2013,2,26,ﾆ,4.2,,0.5,,2.4,,15.6,,0,,0,,,M,17.4,,7,,,M,,M
2013-02-27,2013,2,27,ﾆ,2.1,,0.5,,1.3,,16.7,,0,,0,,,M,30.4,,9,,,M,,M
2013-02-28,2013,2,28,ﾆ,4,,-0.5,,1.8,,16.2,,0,,,M,,M,3.9,,12,,,M,,M
2013-03-01,2013,3,1,ﾆ,-0.5,,-5.7,,-3.1,,21.1,,0,,,M,,M,0,,10,,,M,,M
2013-03-02,2013,3,2,ﾆ,-2.3,,-7.9,,-5.1,,23.1,,0,,,M,,M,0.3,,10,,,M,,M
2013-03-03,2013,3,3,ﾆ,-2.8,,-7.3,,-5.1,,23.1,,0,,,M,,M,0.3,,9,,,M,,M
2013-03-04,2013,3,4,ﾆ,0.4,,-6.8,,-3.2,,21.2,,0,,,M,,M,0,,9,,,M,,M
2013-03-05,2013,3,5,ﾆ,0.8,,-6,,-2.6,,20.6,,0,,,M,,M,0.6,,9,,,M,,M
2013-03-06,2013,3,6,ﾆ,5.4,,-1.3,,2.1,,15.9,,0,,,M,,M,0,,9,,,M,,M
2013-03-07,2013,3,7,ﾆ,5.2,,1.4,,3.3,,14.7,,0,,,M,,M,1.3,,7,,,M,,M
2013-03-08,2013,3,8,ﾆ,6.4,,1,,3.7,,14.3,,0,,,M,,M,0.5,,7,,,M,,M
2013-03-09,2013,3,9,ﾆ,7,,-0.6,,3.2,,14.8,,0,,,M,,M,0.7,,5,,,M,,M
2013-03-10,2013,3,10,ﾆ,13.3,,3.5,,8.4,,9.6,,0,,,M,,M,0.4,,3,,,M,,M
2013-03-11,2013,3,11,ﾆ,11.3,,6,,8.7,,9.3,,0,,0,,,M,4.5,,,,,M,,M
2013-03-12,2013,3,12,ﾆ,6,,1.3,,3.7,,14.3,,0,,,M,,M,0.8,,,,,M,,M
2013-03-13,2013,3,13,ﾆ,2.6,,-6.8,,-2.1,,20.1,,0,,,M,,M,2.2,,,,,M,,M
2013-03-14,2013,3,14,ﾆ,1.4,,-7.1,,-2.9,,20.9,,0,,,M,,M,0,,,,,M,,M
2013-03-15,2013,3,15,ﾆ,6.4,,-2.1,,2.2,,15.8,,0,,,M,,M,0,,,,,M,,M
2013-03-16,2013,3,16,ﾆ,-1.5,,-5.2,,-3.4,,21.4,,0,,,M,,M,1.9,,,,,M,,M
2013-03-17,2013,3,17,ﾆ,-0.4,,-5.8,,-3.1,,21.1,,0,,,M,,M,0,,,,,M,,M
2013-03-18,2013,3,18,ﾆ,1.9,,-5.9,,-2,,20,,0,,0,,,M,5.9,,,,,M,,M
2013-03-19,2013,3,19,ﾆ,2.9,,-3.6,,-0.4,,18.4,,0,,,M,,M,0.5,,2,,,M,,M
2013-03-20,2013,3,20,ﾆ,0.9,,-5.2,,-2.2,,20.2,,0,,,M,,M,0.7,,2,,,M,,M
2013-03-21,2013,3,21,ﾆ,-0.1,,-6.3,,-3.2,,21.2,,0,,,M,,M,0,,1,,,M,,M
2013-03-22,2013,3,22,ﾆ,3.5,,-2.9,,0.3,,17.7,,0,,,M,,M,0,,1,,,M,,M
2013-03-23,2013,3,23,ﾆ,5.7,,-0.9,,2.4,,15.6,,0,,,M,,M,0.3,,,,,M,,M
2013-03-24,2013,3,24,ﾆ,5.1,,-2.1,,1.5,,16.5,,0,,,M,,M,0.3,,,,,M,,M
2013-03-25,2013,3,25,ﾆ,6.4,,1,,3.7,,14.3,,0,,,M,,M,0,,,,,M,,M
2013-03-26,2013,3,26,ﾆ,10.4,,2,,6.2,,11.8,,0,,,M,,M,0,,,,,M,,M
2013-03-27,2013,3,27,ﾆ,8.2,,1.7,,5,,13,,0,,,M,,M,0.3,,,,,M,,M
2013-03-28,2013,3,28,ﾆ,7.9,,1.5,,4.7,,13.3,,0,,,M,,M,0,,,,,M,,M
2013-03-29,2013,3,29,ﾆ,12.7,,3.1,,7.9,,10.1,,0,,,M,,M,0,,,,,M,,M
2013-03-30,2013,3,30,ﾆ,10.7,,1.1,,5.9,,12.1,,0,,,M,,M,0,,,,,M,,M
2013-03-31,2013,3,31,ﾆ,11.7,,5.2,,8.5,,9.5,,0,,,M,,M,1,,,,,M,,M
2013-04-01,2013,4,1,ﾆ,6.9,,-3.6,,1.7,,16.3,,0,,,M,,M,0.5,,,,,M,,M
2013-04-02,2013,4,2,ﾆ,3.2,,-4.4,,-0.6,,18.6,,0,,,M,,M,0,,,,,M,,M
2013-04-03,2013,4,3,ﾆ,4.2,,-3.9,,0.2,,17.8,,0,,,M,,M,0,,,,,M,,M
2013-04-04,2013,4,4,ﾆ,8.4,,-1.8,,3.3,,14.7,,0,,,M,,M,0,,,,,M,,M
2013-04-05,2013,4,5,ﾆ,6.4,,-1.1,,2.7,,15.3,,0,,,M,,M,0,,,,,M,,M
2013-04-06,2013,4,6,ﾆ,5.5,,-2.3,,1.6,,16.4,,0,,,M,,M,0.9,,,,,M,,M
2013-04-07,2013,4,7,ﾆ,17.9,,4.1,,11,,7,,0,,,M,,M,0,,,,,M,,M
2013-04-08,2013,4,8,ﾆ,8.7,,4.8,,6.8,,11.2,,0,,,M,,M,10.4,,,,,M,,M
2013-04-09,2013,4,9,ﾆ,12.3,,6,,9.2,,8.8,,0,,,M,,M,16.6,,,,,M,,M
2013-04-10,2013,4,10,ﾆ,8.5,,4.9,,6.7,,11.3,,0,,,M,,M,10.5,,,,,M,,M
2013-04-11,2013,4,11,ﾆ,5.4,,-0.5,,2.5,,15.5,,0,,,M,,M,8.1,,,,,M,,M
2013-04-12,2013,4,12,ﾆ,6.7,,0.6,,3.7,,14.3,,0,,,M,,M,18.8,,,,,M,,M
2013-04-13,2013,4,13,ﾆ,7.1,,3,,5.1,,12.9,,0,,,M,,M,1.5,,,,,M,,M
2013-04-14,2013,4,14,ﾆ,9.4,,1.3,,5.4,,12.6,,0,,,M,,M,0.9,,,,,M,,M
2013-04-15,2013,4,15,ﾆ,12.5,,4.3,,8.4,,9.6,,0,,,M,,M,0.4,,,,,M,,M
2013-04-16,2013,4,16,ﾆ,14.5,,6,,10.3,,7.7,,0,,,M,,M,0,,,,,M,,M
2013-04-17,2013,4,17,ﾆ,11.3,,3.3,,7.3,,10.7,,0,,,M,,M,0.6,,,,,M,,M
2013-04-18,2013,4,18,ﾆ,21.2,,5.3,,13.3,,4.7,,0,,,M,,M,3.5,,,,,M,,M
2013-04-19,2013,4,19,ﾆ,18.6,,5.3,,12,,6,,0,,,M,,M,1.5,,,,,M,,M
2013-04-20,2013,4,20,ﾆ,5.7,,-0.6,,2.6,,15.4,,0,,,M,,M,0.6,,,,,M,,M
2013-04-21,2013,4,21,ﾆ,5.4,,-1.1,,2.2,,15.8,,0,,,M,,M,0.3,,,,,M,,M
2013-04-22,2013,4,22,ﾆ,12,,2.7,,7.4,,10.6,,0,,,M,,M,0.7,,,,,M,,M
2013-04-23,2013,4,23,ﾆ,11.3,,6.2,,8.8,,9.2,,0,,,M,,M,0.5,,,,,M,,M
2013-04-24,2013,4,24,ﾆ,13.1,,2.7,,7.9,,10.1,,0,,,M,,M,14.8,,,,,M,,M
2013-04-25,2013,4,25,ﾆ,10.7,,1.9,,6.3,,11.7,,0,,,M,,M,0.5,,,,,M,,M
2013-04-26,2013,4,26,ﾆ,12.3,,2.7,,7.5,,10.5,,0,,,M,,M,0.5,,,,,M,,M
2013-04-27,2013,4,27,ﾆ,17.7,,6.3,,12,,6,,0,,,M,,M,0.3,,,,,M,,M
2013-04-28,2013,4,28,ﾆ,19.3,,9.1,,14.2,,3.8,,0,,,M,,M,10.7,,,,,M,,M
2013-04-29,2013,4,29,ﾆ,12.3,,8.7,,10.5,,7.5,,0,,,M,,M,1.8,,,,,M,,M
2013-04-30,2013,4,30,ﾆ,20.6,,11.6,,16.1,,1.9,,0,,,M,,M,0,,,,,M,,M
2013-05-01,2013,5,1,ﾆ,21.2,,13.5,,17.4,,0.6,,0,,,M,,M,0.3,,,,,M,,M
2013-05-02,2013,5,2,ﾆ,22.1,,11.8,,17,,1,,0,,,M,,M,0.5,,,,,M,,M
2013-05-03,2013,5,3,ﾆ,21.4,,14,,17.7,,0.3,,0,,,M,,M,0.3,,,,,M,,M
2013-05-04,2013,5,4,ﾆ,20.5,,11.8,,16.2,,1.8,,0,,,M,,M,0,,,,,M,,M
2013-05-05,2013,5,5,ﾆ,23.8,,12.8,,18.3,,0,,0.3,,,M,,M,0.3,,,,,M,,M
2013-05-06,2013,5,6,ﾆ,21.5,,12.4,,17,,1,,0,,,M,,M,0,,,,,M,,M
2013-05-07,2013,5,7,ﾆ,24.2,,12.1,,18.2,,0,,0.2,,,M,,M,0.4,,,,,M,,M
2013-05-08,2013,5,8,ﾆ,22.2,,15.9,,19.1,,0,,1.1,,,M,,M,0,,,,,M,,M
2013-05-09,2013,5,9,ﾆ,22.9,,14.5,,18.7,,0,,0.7,,,M,,M,0.6,,,,,M,,M
2013-05-10,2013,5,10,ﾆ,15.5,,10,,12.8,,5.2,,0,,,M,,M,24,,,,,M,,M
2013-05-11,2013,5,11,ﾆ,14.9,,6.1,,10.5,,7.5,,0,,,M,,M,0,,,,,M,,M
2013-05-12,2013,5,12,ﾆ,9.7,,3,,6.4,,11.6,,0,,,M,,M,1.7,,,,,M,,M
2013-05-13,2013,5,13,ﾆ,11.8,,2.2,,7,,11,,0,,,M,,M,0.5,,,,,M,,M
2013-05-14,2013,5,14,ﾆ,12.3,,3.9,,8.1,,9.9,,0,,,M,,M,0,,,,,M,,M
2013-05-15,2013,5,15,ﾆ,25,,7.3,,16.2,,1.8,,0,,,M,,M,0.7,,,,,M,,M
2013-05-16,2013,5,16,ﾆ,23.7,,10.8,,17.3,,0.7,,0,,,M,,M,0.6,,,,,M,,M
2013-05-17,2013,5,17,ﾆ,17.8,,8.9,,13.4,,4.6,,0,,,M,,M,0.3,,,,,M,,M
2013-05-18,2013,5,18,ﾆ,19.4,,11,,15.2,,2.8,,0,,,M,,M,0,,,,,M,,M
2013-05-19,2013,5,19,ﾆ,22.6,,12.4,,17.5,,0.5,,0,,,M,,M,0,,,,,M,,M
2013-05-20,2013,5,20,ﾆ,26.3,,14.2,,20.3,,0,,2.3,,,M,,M,5.1,,,,,M,,M
2013-05-21,2013,5,21,ﾆ,22.3,,14.5,,18.4,,0,,0.4,,,M,,M,4.4,,,,,M,,M
2013-05-22,2013,5,22,ﾆ,25.7,,14.1,,19.9,,0,,1.9,,,M,,M,2.1,,,,,M,,M
2013-05-23,2013,5,23,ﾆ,23.5,,4.9,,14.2,,3.8,,0,,,M,,M,0,,,,,M,,M
2013-05-24,2013,5,24,ﾆ,12,,4.5,,8.3,,9.7,,0,,,M,,M,0,,,,,M,,M
2013-05-25,2013,5,25,ﾆ,14.9,,4.9,,9.9,,8.1,,0,,,M,,M,0,,,,,M,,M
2013-05-26,2013,5,26,ﾆ,17.7,,6.5,,12.1,,5.9,,0,,,M,,M,0,,,,,M,,M
2013-05-27,2013,5,27,ﾆ,20.5,,7.1,,13.8,,4.2,,0,,,M,,M,0.4,,,,,M,,M
2013-05-28,2013,5,28,ﾆ,15.9,,10,,13,,5,,0,,,M,,M,40.5,,,,,M,,M
2013-05-29,2013,5,29,ﾆ,27.3,,15.9,,21.6,,0,,3.6,,,M,,M,,M,,,,M,,M
2013-05-30,2013,5,30,ﾆ,28.9,,19,,24,,0,,6,,,M,,M,0,,,,,M,,M
2013-05-31,2013,5,31,ﾆ,29,,18.1,,23.6,,0,,5.6,,,M,,M,0.8,,,,,M,,M
2013-06-01,2013,6,1,ﾆ,26.9,,17.7,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
2013-06-02,2013,6,2,ﾆ,22.8,,10.1,,16.5,,1.5,,0,,,M,,M,7.8,,,,,M,,M
2013-06-03,2013,6,3,ﾆ,18.5,,8.2,,13.4,,4.6,,0,,,M,,M,0.3,,,,,M,,M
2013-06-04,2013,6,4,ﾆ,20.3,,8.9,,14.6,,3.4,,0,,,M,,M,0,,,,,M,,M
2013-06-05,2013,6,5,ﾆ,18,,13.4,,15.7,,2.3,,0,,,M,,M,0,,,,,M,,M
2013-06-06,2013,6,6,ﾆ,15.5,,11.8,,13.7,,4.3,,0,,,M,,M,6.6,,,,,M,,M
2013-06-07,2013,6,7,ﾆ,16.4,,12.7,,14.6,,3.4,,0,,,M,,M,0,,,,,M,,M
2013-06-08,2013,6,8,ﾆ,19.8,,14.7,,17.3,,0.7,,0,,,M,,M,0,,,,,M,,M
2013-06-09,2013,6,9,ﾆ,22.8,,12.4,,17.6,,0.4,,0,,,M,,M,0,,,,,M,,M
2013-06-10,2013,6,10,ﾆ,17.6,,15,,16.3,,1.7,,0,,,M,,M,26.7,,,,,M,,M
2013-06-11,2013,6,11,ﾆ,24.3,,15.9,,20.1,,0,,2.1,,,M,,M,4.8,,,,,M,,M
2013-06-12,2013,6,12,ﾆ,22.7,,14.5,,18.6,,0,,0.6,,,M,,M,0,,,,,M,,M
2013-06-13,2013,6,13,ﾆ,22,,14.9,,18.5,,0,,0.5,,,M,,M,7.2,,,,,M,,M
2013-06-14,2013,6,14,ﾆ,24,,15,,19.5,,0,,1.5,,,M,,M,0.5,,,,,M,,M
2013-06-15,2013,6,15,ﾆ,23.9,,12.2,,18.1,,0,,0.1,,,M,,M,0,,,,,M,,M
2013-06-16,2013,6,16,ﾆ,26.5,,16.3,,21.4,,0,,3.4,,,M,,M,15.3,,,,,M,,M
2013-06-17,2013,6,17,ﾆ,26,,16.4,,21.2,,0,,3.2,,,M,,M,0,,,,,M,,M
2013-06-18,2013,6,18,ﾆ,20.4,,13.2,,16.8,,1.2,,0,,,M,,M,0,,,,,M,,M
2013-06-19,2013,6,19,ﾆ,19.4,,12.7,,16.1,,1.9,,0,,,M,,M,0,,,,,M,,M
2013-06-20,2013,6,20,ﾆ,23.1,,12.1,,17.6,,0.4,,0,,,M,,M,0,,,,,M,,M
2013-06-21,2013,6,21,ﾆ,26.4,,14.4,,20.4,,0,,2.4,,,M,,M,0,,,,,M,,M
2013-06-22,2013,6,22,ﾆ,26.8,,18.2,,22.5,,0,,4.5,,,M,,M,11.1,,,,,M,,M
2013-06-23,2013,6,23,ﾆ,31.7,,19.2,,25.5,,0,,7.5,,,M,,M,0,,,,,M,,M
2013-06-24,2013,6,24,ﾆ,32.3,,21.7,,27,,0,,9,,,M,,M,0.4,,,,,M,,M
2013-06-25,2013,6,25,ﾆ,28.5,,21.4,,25,,0,,7,,,M,,M,5.2,,,,,M,,M
2013-06-26,2013,6,26,ﾆ,29,,19.9,,24.5,,0,,6.5,,,M,,M,0,,,,,M,,M
2013-06-27,2013,6,27,ﾆ,24.4,,19.6,,22,,0,,4,,,M,,M,0,,,,,M,,M
2013-06-28,2013,6,28,ﾆ,21.2,,17.5,,19.4,,0,,1.4,,,M,,M,22.8,,,,,M,,M
2013-06-29,2013,6,29,ﾆ,23.8,,17,,20.4,,0,,2.4,,,M,,M,,M,,,,M,,M
2013-06-30,2013,6,30,ﾆ,24.5,,16.5,,20.5,,0,,2.5,,,M,,M,0,,,,,M,,M
2013-07-01,2013,7,1,ﾆ,24.1,,18.1,,21.1,,0,,3.1,,,M,,M,0,,,,,M,,M
2013-07-02,2013,7,2,ﾆ,22.1,,17.5,,19.8,,0,,1.8,,,M,,M,0,,,,,M,,M
2013-07-03,2013,7,3,ﾆ,,M,18.5,E,,M,,M,,M,,M,,M,,M,,,,M,,M
2013-07-04,2013,7,4,ﾆ,27,,20.4,,23.7,,0,,5.7,,,M,,M,0.5,,,,,M,,M
2013-07-05,2013,7,5,ﾆ,25,,20.4,,22.7,,0,,4.7,,,M,,M,9.4,,,,,M,,M
2013-07-06,2013,7,6,ﾆ,28.9,,19.8,,24.4,,0,,6.4,,,M,,M,0,,,,,M,,M
2013-07-07,2013,7,7,ﾆ,26.8,,21.3,,24.1,,0,,6.1,,,M,,M,38.1,,,,,M,,M
2013-07-08,2013,7,8,ﾆ,29.5,,20.5,,25,,0,,7,,,M,,M,96.8,,,,,M,,M
2013-07-09,2013,7,9,ﾆ,25.2,,20.7,,23,,0,,5,,,M,,M,0.3,,,,,M,,M
2013-07-10,2013,7,10,ﾆ,31.6,,18.3,,25,,0,,7,,,M,,M,0.4,,,,,M,,M
2013-07-11,2013,7,11,ﾆ,24.8,,16.5,,20.7,,0,,2.7,,,M,,M,0.4,,,,,M,,M
2013-07-12,2013,7,12,ﾆ,24.2,,17.8,,21,,0,,3,,,M,,M,0,,,,,M,,M
2013-07-13,2013,7,13,ﾆ,27.1,,18,,22.6,,0,,4.6,,,M,,M,0,,,,,M,,M
2013-07-14,2013,7,14,ﾆ,30,,20.2,,25.1,,0,,7.1,,,M,,M,0,,,,,M,,M
2013-07-15,2013,7,15,ﾆ,31.4,,22.5,,27,,0,,9,,,M,,M,0,,,,,M,,M
2013-07-16,2013,7,16,ﾆ,31.7,,23.5,,27.6,,0,,9.6,,,M,,M,0.4,,,,,M,,M
2013-07-17,2013,7,17,ﾆ,35.4,,24.7,,30.1,,0,,12.1,,,M,,M,0,,,,,M,,M
2013-07-18,2013,7,18,ﾆ,33.9,,25.2,,29.6,,0,,11.6,,,M,,M,0,,,,,M,,M
2013-07-19,2013,7,19,ﾆ,34.7,,21.3,,28,,0,,10,,,M,,M,5.3,,,,,M,,M
2013-07-20,2013,7,20,ﾆ,29.8,,20.7,,25.3,,0,,7.3,,,M,,M,1,,,,,M,,M
2013-07-21,2013,7,21,ﾆ,22.3,,17.3,,19.8,,0,,1.8,,,M,,M,0,,,,,M,,M
2013-07-22,2013,7,22,ﾆ,23.6,,17.3,,20.5,,0,,2.5,,,M,,M,0,,,,,M,,M
2013-07-23,2013,7,23,ﾆ,27.4,,16.8,,22.1,,0,,4.1,,,M,,M,0,,,,,M,,M
2013-07-24,2013,7,24,ﾆ,21.5,,13.7,,17.6,,0.4,,0,,,M,,M,0,,,,,M,,M
2013-07-25,2013,7,25,ﾆ,23.3,,13.6,,18.5,,0,,0.5,,,M,,M,0,,,,,M,,M
2013-07-26,2013,7,26,ﾆ,23.2,,15.3,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
2013-07-27,2013,7,27,ﾆ,22.7,,19,,20.9,,0,,2.9,,,M,,M,19.8,,,,,M,,M
2013-07-28,2013,7,28,ﾆ,22.7,,15.8,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
2013-07-29,2013,7,29,ﾆ,21.8,,14.6,,18.2,,0,,0.2,,,M,,M,0,,,,,M,,M
2013-07-30,2013,7,30,ﾆ,23.7,,14.5,,19.1,,0,,1.1,,,M,,M,0.3,,,,,M,,M
2013-07-31,2013,7,31,ﾆ,25.1,,15.7,,20.4,,0,,2.4,,,M,,M,8.9,,,,,M,,M
2013-08-01,2013,8,1,ﾆ,26.8,,16.4,,21.6,,0,,3.6,,,M,,M,18.5,,,,,M,,M
2013-08-02,2013,8,2,ﾆ,25.9,,15.8,,20.9,,0,,2.9,,,M,,M,7.7,,,,,M,,M
2013-08-03,2013,8,3,ﾆ,25.4,,15.2,,20.3,,0,,2.3,,,M,,M,0,,,,,M,,M
2013-08-04,2013,8,4,ﾆ,23.3,,14.5,,18.9,,0,,0.9,,,M,,M,0,,,,,M,,M
2013-08-05,2013,8,5,ﾆ,23.7,,12.9,,18.3,,0,,0.3,,,M,,M,0,,,,,M,,M
2013-08-06,2013,8,6,ﾆ,24.2,,16.5,,20.4,,0,,2.4,,,M,,M,0.3,,,,,M,,M
2013-08-07,2013,8,7,ﾆ,26.8,,19.5,,23.2,,0,,5.2,,,M,,M,0.6,,,,,M,,M
